level,value,number_of_labels,label 
1000.000, 0.00,2,7  
1000.000, 0.00,2,13  
900.000, 0.00,3,12  
900.000, 0.00,3,17  
900.000, 0.00,3,18  
850.000, 0.00,2,24  
850.000, 0.00,2,26  
800.000, 0.00,1,17  
750.000, 0.00,5,5  
750.000, 0.00,5,11  
750.000, 0.00,5,20  
750.000, 0.00,5,24  
750.000, 0.00,5,29  
700.000, 0.00,5,4  
700.000, 0.00,5,5  
700.000, 0.00,5,8  
700.000, 0.00,5,18  
700.000, 0.00,5,20  
650.000, 0.00,4,10  
650.000, 0.00,4,21  
650.000, 0.00,4,25  
650.000, 0.00,4,26  
600.000, 0.00,3,12  
600.000, 0.00,3,17  
600.000, 0.00,3,20  
500.000, 0.00,3,25  
500.000, 0.00,3,37  
500.000, 0.00,3,41  
400.000, 0.00,6,5  
400.000, 0.00,6,8  
400.000, 0.00,6,15  
400.000, 0.00,6,27  
400.000, 0.00,6,55  
400.000, 0.00,6,57  
300.000, 0.00,2,13  
300.000, 0.00,2,42  
1000.000, 0.10,2,7  
1000.000, 0.10,2,13  
900.000, 0.10,2,14  
900.000, 0.10,2,19  
850.000, 0.10,3,11  
850.000, 0.10,3,23  
850.000, 0.10,3,31  
800.000, 0.10,2,14  
800.000, 0.10,2,21  
750.000, 0.10,6,4  
750.000, 0.10,6,9  
750.000, 0.10,6,18  
750.000, 0.10,6,21  
750.000, 0.10,6,23  
750.000, 0.10,6,28  
700.000, 0.10,6,4  
700.000, 0.10,6,7  
700.000, 0.10,6,16  
700.000, 0.10,6,18  
700.000, 0.10,6,22  
700.000, 0.10,6,23  
650.000, 0.10,4,9  
650.000, 0.10,4,12  
650.000, 0.10,4,18  
650.000, 0.10,4,21  
600.000, 0.10,4,13  
600.000, 0.10,4,16  
600.000, 0.10,4,22  
600.000, 0.10,4,25  
500.000, 0.10,4,22  
500.000, 0.10,4,24  
500.000, 0.10,4,42  
500.000, 0.10,4,44  
400.000, 0.10,5,8  
400.000, 0.10,5,9  
400.000, 0.10,5,23  
400.000, 0.10,5,37  
400.000, 0.10,5,63  
300.000, 0.10,3,14  
300.000, 0.10,3,41  
300.000, 0.10,3,44  
1000.000, 0.20,2,6  
1000.000, 0.20,2,12  
900.000, 0.20,2,16  
900.000, 0.20,2,26  
850.000, 0.20,5,12  
850.000, 0.20,5,13  
850.000, 0.20,5,21  
850.000, 0.20,5,28  
850.000, 0.20,5,30  
800.000, 0.20,4,15  
800.000, 0.20,4,16  
800.000, 0.20,4,25  
800.000, 0.20,4,27  
750.000, 0.20,6,4  
750.000, 0.20,6,11  
750.000, 0.20,6,18  
750.000, 0.20,6,21  
750.000, 0.20,6,25  
750.000, 0.20,6,30  
700.000, 0.20,7,4  
700.000, 0.20,7,8  
700.000, 0.20,7,10  
700.000, 0.20,7,16  
700.000, 0.20,7,19  
700.000, 0.20,7,20  
700.000, 0.20,7,22  
650.000, 0.20,4,11  
650.000, 0.20,4,18  
650.000, 0.20,4,23  
650.000, 0.20,4,25  
600.000, 0.20,5,11  
600.000, 0.20,5,15  
600.000, 0.20,5,23  
600.000, 0.20,5,29  
600.000, 0.20,5,33  
500.000, 0.20,7,8  
500.000, 0.20,7,15  
500.000, 0.20,7,18  
500.000, 0.20,7,23  
500.000, 0.20,7,25  
500.000, 0.20,7,43  
500.000, 0.20,7,46  
400.000, 0.20,5,9  
400.000, 0.20,5,11  
400.000, 0.20,5,23  
400.000, 0.20,5,34  
400.000, 0.20,5,55  
300.000, 0.20,3,13  
300.000, 0.20,3,46  
300.000, 0.20,3,49  
1000.000, 0.30,3,6  
1000.000, 0.30,3,11  
1000.000, 0.30,3,18  
900.000, 0.30,2,8  
900.000, 0.30,2,18  
850.000, 0.30,4,15  
850.000, 0.30,4,17  
850.000, 0.30,4,25  
850.000, 0.30,4,27  
800.000, 0.30,4,24  
800.000, 0.30,4,25  
800.000, 0.30,4,34  
800.000, 0.30,4,36  
750.000, 0.30,5,5  
750.000, 0.30,5,15  
750.000, 0.30,5,24  
750.000, 0.30,5,31  
750.000, 0.30,5,35  
700.000, 0.30,6,4  
700.000, 0.30,6,6  
700.000, 0.30,6,8  
700.000, 0.30,6,21  
700.000, 0.30,6,22  
700.000, 0.30,6,25  
650.000, 0.30,3,7  
650.000, 0.30,3,11  
650.000, 0.30,3,17  
600.000, 0.30,4,13  
600.000, 0.30,4,34  
600.000, 0.30,4,36  
600.000, 0.30,4,39  
500.000, 0.30,6,7  
500.000, 0.30,6,12  
500.000, 0.30,6,16  
500.000, 0.30,6,25  
500.000, 0.30,6,43  
500.000, 0.30,6,47  
400.000, 0.30,3,12  
400.000, 0.30,3,13  
400.000, 0.30,3,64  
300.000, 0.30,4,15  
300.000, 0.30,4,33  
300.000, 0.30,4,49  
300.000, 0.30,4,51  
1000.000, 0.40,3,8  
1000.000, 0.40,3,13  
1000.000, 0.40,3,23  
900.000, 0.40,1,8  
850.000, 0.40,3,19  
850.000, 0.40,3,20  
850.000, 0.40,3,29  
800.000, 0.40,4,24  
800.000, 0.40,4,25  
800.000, 0.40,4,32  
800.000, 0.40,4,34  
750.000, 0.40,5,6  
750.000, 0.40,5,21  
750.000, 0.40,5,29  
750.000, 0.40,5,34  
750.000, 0.40,5,38  
700.000, 0.40,4,4  
700.000, 0.40,4,23  
700.000, 0.40,4,32  
700.000, 0.40,4,35  
650.000, 0.40,4,9  
650.000, 0.40,4,11  
650.000, 0.40,4,14  
650.000, 0.40,4,16  
600.000, 0.40,5,11  
600.000, 0.40,5,12  
600.000, 0.40,5,31  
600.000, 0.40,5,32  
600.000, 0.40,5,37  
500.000, 0.40,8,12  
500.000, 0.40,8,14  
500.000, 0.40,8,17  
500.000, 0.40,8,27  
500.000, 0.40,8,39  
500.000, 0.40,8,42  
500.000, 0.40,8,45  
500.000, 0.40,8,48  
400.000, 0.40,3,12  
400.000, 0.40,3,16  
400.000, 0.40,3,71  
300.000, 0.40,3,17  
300.000, 0.40,3,34  
300.000, 0.40,3,53  
1000.000, 0.50,4,5  
