level,value,number_of_labels,label
500.0,0.0,3,9
500.0,0.0,3,27
500.0,0.0,3,31
500.0,0.1,5,14
500.0,0.1,5,15
500.0,0.1,5,25
500.0,0.1,5,28
500.0,0.1,5,30
500.0,0.2,5,12
500.0,0.2,5,14
500.0,0.2,5,21
500.0,0.2,5,26
500.0,0.2,5,31
500.0,0.3,6,10
500.0,0.3,6,11
500.0,0.3,6,14
500.0,0.3,6,21
500.0,0.3,6,28
500.0,0.3,6,31
500.0,0.4,5,18
500.0,0.4,5,24
500.0,0.4,5,35
500.0,0.4,5,37
500.0,0.4,5,39
500.0,0.5,3,15
500.0,0.5,3,21
500.0,0.5,3,28
500.0,0.6,4,17
500.0,0.6,4,24
500.0,0.6,4,25
500.0,0.6,4,34
500.0,0.7,5,2
500.0,0.7,5,13
500.0,0.7,5,17
500.0,0.7,5,23
500.0,0.7,5,32
500.0,0.8,5,2
500.0,0.8,5,12
500.0,0.8,5,16
500.0,0.8,5,23
500.0,0.8,5,31
500.0,0.9,6,2
500.0,0.9,6,10
500.0,0.9,6,14
500.0,0.9,6,20
500.0,0.9,6,27
500.0,0.9,6,31
500.0,1.0,4,2
500.0,1.0,4,8
500.0,1.0,4,18
500.0,1.0,4,25
500.0,1.1,5,2
500.0,1.1,5,11
500.0,1.1,5,20
500.0,1.1,5,21
500.0,1.1,5,28
500.0,1.2,3,2
500.0,1.2,3,10
500.0,1.2,3,25
500.0,1.3,2,2
500.0,1.3,2,3
500.0,1.4,2,3
500.0,1.4,2,4
500.0,1.5,2,2
500.0,1.5,2,4
500.0,1.6,2,2
500.0,1.6,2,4
500.0,1.7,2,2
500.0,1.7,2,3
500.0,1.8,2,2
500.0,1.8,2,5
500.0,1.9,2,2
500.0,1.9,2,3
500.0,2.0,2,2
500.0,2.0,2,3
500.0,2.1,2,2
500.0,2.1,2,5
500.0,2.2,2,2
500.0,2.2,2,4
500.0,2.3,4,3
500.0,2.3,4,5
500.0,2.3,4,7
500.0,2.3,4,19
500.0,2.4,4,5
500.0,2.4,4,7
500.0,2.4,4,9
500.0,2.4,4,19
500.0,2.5,4,4
500.0,2.5,4,6
500.0,2.5,4,8
500.0,2.5,4,19
500.0,2.6,4,3
500.0,2.6,4,5
500.0,2.6,4,18
500.0,2.6,4,21
500.0,2.7,4,4
500.0,2.7,4,6
500.0,2.7,4,16
500.0,2.7,4,19
500.0,2.8,5,5
500.0,2.8,5,8
500.0,2.8,5,20
500.0,2.8,5,21
500.0,2.8,5,24
500.0,2.9,7,4
500.0,2.9,7,7
500.0,2.9,7,14
500.0,2.9,7,16
500.0,2.9,7,25
500.0,2.9,7,26
500.0,2.9,7,29
500.0,3.0,8,3
500.0,3.0,8,10
500.0,3.0,8,17
500.0,3.0,8,19
500.0,3.0,8,20
500.0,3.0,8,27
500.0,3.0,8,28
500.0,3.0,8,29
500.0,3.1,9,3
500.0,3.1,9,9
500.0,3.1,9,15
500.0,3.1,9,17
500.0,3.1,9,18
500.0,3.1,9,19
500.0,3.1,9,26
500.0,3.1,9,27
500.0,3.1,9,28
500.0,3.2,9,4
500.0,3.2,9,8
500.0,3.2,9,14
500.0,3.2,9,18
500.0,3.2,9,22
500.0,3.2,9,24
500.0,3.2,9,32
500.0,3.2,9,33
500.0,3.2,9,34
500.0,3.3,9,4
500.0,3.3,9,10
500.0,3.3,9,11
500.0,3.3,9,14
500.0,3.3,9,16
500.0,3.3,9,18
500.0,3.3,9,26
500.0,3.3,9,27
500.0,3.3,9,28
500.0,3.4,9,4
500.0,3.4,9,8
500.0,3.4,9,10
500.0,3.4,9,13
500.0,3.4,9,15
500.0,3.4,9,18
500.0,3.4,9,27
500.0,3.4,9,28
500.0,3.4,9,29
500.0,3.5,9,2
500.0,3.5,9,6
500.0,3.5,9,7
500.0,3.5,9,9
500.0,3.5,9,12
500.0,3.5,9,17
500.0,3.5,9,27
500.0,3.5,9,28
500.0,3.5,9,29
500.0,3.6,8,2
500.0,3.6,8,6
500.0,3.6,8,8
500.0,3.6,8,12
500.0,3.6,8,19
500.0,3.6,8,29
500.0,3.6,8,30
500.0,3.6,8,31
500.0,3.7,8,2
