0.0,10,1  
0.0,10,2  
0.0,10,4  
0.0,10,6  
0.0,10,10  
0.0,10,15  
0.0,10,19  
0.0,10,24  
0.0,10,26  
0.0,10,42  
0.1,11,1  
0.1,11,2  
0.1,11,3  
0.1,11,5  
0.1,11,7  
0.1,11,9  
0.1,11,12  
0.1,11,16  
0.1,11,21  
0.1,11,35  
0.1,11,37  
0.2,12,1  
0.2,12,2  
0.2,12,3  
0.2,12,7  
0.2,12,8  
0.2,12,14  
0.2,12,16  
0.2,12,20  
0.2,12,22  
0.2,12,27  
0.2,12,41  
0.2,12,43  
0.30000000000000004,14,1  
0.30000000000000004,14,2  
0.30000000000000004,14,3  
0.30000000000000004,14,5  
0.30000000000000004,14,9  
0.30000000000000004,14,13  
0.30000000000000004,14,14  
0.30000000000000004,14,18  
0.30000000000000004,14,20  
0.30000000000000004,14,22  
0.30000000000000004,14,26  
0.30000000000000004,14,39  
0.30000000000000004,14,42  
0.30000000000000004,14,63  
0.4,16,1  
0.4,16,2  
0.4,16,3  
0.4,16,4  
0.4,16,6  
0.4,16,7  
0.4,16,8  
0.4,16,10  
0.4,16,12  
0.4,16,18  
0.4,16,24  
0.4,16,25  
0.4,16,32  
0.4,16,46  
0.4,16,49  
0.4,16,75  
0.5,15,1  
0.5,15,2  
0.5,15,3  
0.5,15,4  
0.5,15,5  
0.5,15,12  
0.5,15,16  
0.5,15,25  
0.5,15,27  
0.5,15,28  
0.5,15,36  
0.5,15,39  
0.5,15,51  
0.5,15,54  
0.5,15,74  
0.6000000000000001,18,1  
0.6000000000000001,18,2  
0.6000000000000001,18,3  
0.6000000000000001,18,4  
0.6000000000000001,18,5  
0.6000000000000001,18,9  
0.6000000000000001,18,12  
0.6000000000000001,18,14  
0.6000000000000001,18,21  
0.6000000000000001,18,23  
0.6000000000000001,18,24  
0.6000000000000001,18,32  
0.6000000000000001,18,35  
0.6000000000000001,18,37  
0.6000000000000001,18,47  
0.6000000000000001,18,50  
0.6000000000000001,18,70  
0.6000000000000001,18,71  
0.7000000000000001,19,1  
0.7000000000000001,19,2  
0.7000000000000001,19,3  
0.7000000000000001,19,4  
0.7000000000000001,19,5  
0.7000000000000001,19,8  
0.7000000000000001,19,13  
0.7000000000000001,19,14  
0.7000000000000001,19,16  
0.7000000000000001,19,25  
0.7000000000000001,19,26  
0.7000000000000001,19,27  
0.7000000000000001,19,36  
0.7000000000000001,19,38  
0.7000000000000001,19,39  
0.7000000000000001,19,42  
0.7000000000000001,19,51  
0.7000000000000001,19,72  
0.7000000000000001,19,75  
0.8,18,1  
0.8,18,2  
0.8,18,4  
0.8,18,5  
0.8,18,8  
0.8,18,9  
0.8,18,13  
0.8,18,14  
0.8,18,15  
0.8,18,22  
0.8,18,30  
0.8,18,32  
0.8,18,33  
0.8,18,37  
0.8,18,38  
0.8,18,44  
0.8,18,63  
0.8,18,65  
0.9,17,1  
0.9,17,2  
0.9,17,3  
0.9,17,4  
0.9,17,6  
0.9,17,7  
0.9,17,10  
0.9,17,11  
0.9,17,12  
0.9,17,22  
0.9,17,28  
0.9,17,29  
0.9,17,30  
0.9,17,34  
0.9,17,35  
0.9,17,41  
0.9,17,62  
1.0,14,1  
1.0,14,2  
1.0,14,3  
1.0,14,5  
1.0,14,6  
1.0,14,11  
1.0,14,13  
1.0,14,14  
1.0,14,22  
1.0,14,30  
1.0,14,31  
1.0,14,36  
1.0,14,42  
1.0,14,62  
1.1,14,1  
1.1,14,2  
1.1,14,5  
1.1,14,6  
1.1,14,11  
1.1,14,13  
1.1,14,14  
1.1,14,29  
1.1,14,33  
1.1,14,35  
1.1,14,39  
1.1,14,41  
1.1,14,50  
1.1,14,59  
