level,value,number_of_labels,label 
1000.000, 0.00,3,7  
1000.000, 0.00,3,17  
1000.000, 0.00,3,18  
900.000, 0.00,2,9  
900.000, 0.00,2,12  
850.000, 0.00,1,10  
750.000, 0.00,3,6  
750.000, 0.00,3,14  
750.000, 0.00,3,16  
700.000, 0.00,1,5  
650.000, 0.00,2,8  
650.000, 0.00,2,32  
400.000, 0.00,1,6  
300.000, 0.00,4,4  
300.000, 0.00,4,6  
300.000, 0.00,4,12  
300.000, 0.00,4,25  
1000.000, 0.10,3,6  
1000.000, 0.10,3,16  
1000.000, 0.10,3,17  
900.000, 0.10,1,11  
850.000, 0.10,1,11  
750.000, 0.10,3,5  
750.000, 0.10,3,13  
750.000, 0.10,3,15  
700.000, 0.10,1,7  
650.000, 0.10,4,10  
650.000, 0.10,4,15  
650.000, 0.10,4,28  
650.000, 0.10,4,30  
500.000, 0.10,1,21  
400.000, 0.10,2,9  
400.000, 0.10,2,12  
300.000, 0.10,4,5  
300.000, 0.10,4,7  
300.000, 0.10,4,15  
300.000, 0.10,4,28  
1000.000, 0.20,3,6  
1000.000, 0.20,3,17  
1000.000, 0.20,3,18  
850.000, 0.20,1,11  
800.000, 0.20,2,6  
800.000, 0.20,2,10  
750.000, 0.20,3,5  
750.000, 0.20,3,13  
750.000, 0.20,3,15  
700.000, 0.20,3,2  
700.000, 0.20,3,8  
700.000, 0.20,3,12  
650.000, 0.20,4,10  
650.000, 0.20,4,13  
650.000, 0.20,4,18  
650.000, 0.20,4,29  
600.000, 0.20,2,6  
600.000, 0.20,2,21  
500.000, 0.20,1,23  
400.000, 0.20,2,8  
400.000, 0.20,2,10  
300.000, 0.20,5,4  
300.000, 0.20,5,13  
300.000, 0.20,5,28  
300.000, 0.20,5,29  
300.000, 0.20,5,37  
1000.000, 0.30,3,6  
1000.000, 0.30,3,18  
1000.000, 0.30,3,21  
850.000, 0.30,4,9  
850.000, 0.30,4,19  
850.000, 0.30,4,27  
850.000, 0.30,4,48  
800.000, 0.30,2,7  
800.000, 0.30,2,9  
750.000, 0.30,2,6  
750.000, 0.30,2,14  
700.000, 0.30,4,2  
700.000, 0.30,4,8  
700.000, 0.30,4,16  
700.000, 0.30,4,17  
650.000, 0.30,3,7  
650.000, 0.30,3,14  
650.000, 0.30,3,29  
600.000, 0.30,2,12  
600.000, 0.30,2,24  
500.000, 0.30,1,28  
400.000, 0.30,2,5  
400.000, 0.30,2,9  
300.000, 0.30,6,4  
300.000, 0.30,6,13  
300.000, 0.30,6,15  
