level,value,number_of_labels,label
400.0,0.0,5,9
400.0,0.0,5,41
400.0,0.0,5,43
400.0,0.0,5,45
400.0,0.0,5,57
400.0,0.1,5,11
400.0,0.1,5,19
400.0,0.1,5,40
400.0,0.1,5,42
400.0,0.1,5,45
400.0,0.2,6,9
400.0,0.2,6,18
400.0,0.2,6,43
400.0,0.2,6,45
400.0,0.2,6,48
400.0,0.2,6,53
400.0,0.3,7,8
400.0,0.3,7,15
400.0,0.3,7,45
400.0,0.3,7,48
400.0,0.3,7,50
400.0,0.3,7,56
400.0,0.3,7,59
400.0,0.4,7,9
400.0,0.4,7,16
400.0,0.4,7,45
400.0,0.4,7,48
400.0,0.4,7,50
400.0,0.4,7,58
400.0,0.4,7,63
400.0,0.5,5,14
400.0,0.5,5,21
400.0,0.5,5,49
400.0,0.5,5,50
400.0,0.5,5,54
400.0,0.6,7,16
400.0,0.6,7,22
400.0,0.6,7,47
400.0,0.6,7,50
400.0,0.6,7,55
400.0,0.6,7,56
400.0,0.6,7,59
400.0,0.7,8,10
400.0,0.7,8,13
400.0,0.7,8,26
400.0,0.7,8,52
400.0,0.7,8,56
400.0,0.7,8,59
400.0,0.7,8,60
400.0,0.7,8,67
400.0,0.8,6,11
400.0,0.8,6,12
400.0,0.8,6,52
400.0,0.8,6,57
400.0,0.8,6,61
400.0,0.8,6,62
400.0,0.9,6,4
400.0,0.9,6,15
400.0,0.9,6,39
400.0,0.9,6,64
400.0,0.9,6,65
400.0,0.9,6,67
400.0,1.0,6,4
400.0,1.0,6,28
400.0,1.0,6,41
400.0,1.0,6,62
400.0,1.0,6,63
400.0,1.0,6,66
400.0,1.1,5,4
400.0,1.1,5,39
400.0,1.1,5,58
400.0,1.1,5,60
400.0,1.1,5,63
400.0,1.2,6,5
400.0,1.2,6,7
400.0,1.2,6,31
400.0,1.2,6,47
400.0,1.2,6,49
400.0,1.2,6,52
400.0,1.3,6,2
400.0,1.3,6,14
400.0,1.3,6,28
400.0,1.3,6,41
400.0,1.3,6,43
400.0,1.3,6,47
400.0,1.4,6,2
400.0,1.4,6,8
400.0,1.4,6,20
400.0,1.4,6,34
400.0,1.4,6,35
400.0,1.4,6,51
400.0,1.5,6,1
400.0,1.5,6,6
400.0,1.5,6,30
400.0,1.5,6,34
400.0,1.5,6,35
400.0,1.5,6,53
400.0,1.6,5,1
400.0,1.6,5,26
400.0,1.6,5,31
400.0,1.6,5,35
400.0,1.6,5,47
400.0,1.7,5,1
400.0,1.7,5,24
400.0,1.7,5,30
400.0,1.7,5,35
400.0,1.7,5,44
400.0,1.8,5,1
400.0,1.8,5,26
400.0,1.8,5,33
400.0,1.8,5,38
400.0,1.8,5,47
400.0,1.9,6,2
400.0,1.9,6,8
400.0,1.9,6,25
400.0,1.9,6,33
400.0,1.9,6,36
400.0,1.9,6,44
400.0,2.0,6,8
400.0,2.0,6,20
400.0,2.0,6,22
400.0,2.0,6,30
400.0,2.0,6,32
400.0,2.0,6,38
400.0,2.1,6,6
400.0,2.1,6,21
400.0,2.1,6,23
400.0,2.1,6,30
400.0,2.1,6,32
400.0,2.1,6,37
400.0,2.2,6,3
400.0,2.2,6,16
400.0,2.2,6,19
400.0,2.2,6,25
400.0,2.2,6,27
400.0,2.2,6,32
400.0,2.3,8,4
400.0,2.3,8,16
400.0,2.3,8,19
400.0,2.3,8,23
400.0,2.3,8,24
400.0,2.3,8,27
400.0,2.3,8,29
400.0,2.3,8,31
400.0,2.4,6,5
400.0,2.4,6,16
400.0,2.4,6,19
400.0,2.4,6,23
400.0,2.4,6,24
400.0,2.4,6,29
400.0,2.5,6,5
400.0,2.5,6,19
400.0,2.5,6,23
400.0,2.5,6,28
400.0,2.5,6,29
400.0,2.5,6,34
400.0,2.6,5,1
400.0,2.6,5,6
400.0,2.6,5,26
400.0,2.6,5,31
400.0,2.6,5,32
400.0,2.7,5,1
400.0,2.7,5,16
400.0,2.7,5,24
400.0,2.7,5,29
400.0,2.7,5,32
400.0,2.8,4,1
400.0,2.8,4,15
400.0,2.8,4,25
400.0,2.8,4,29
400.0,2.9,3,1
400.0,2.9,3,17
400.0,2.9,3,20
400.0,3.0,3,3
400.0,3.0,3,16
400.0,3.0,3,18
400.0,3.1,3,1
400.0,3.1,3,15
400.0,3.1,3,18
400.0,3.2,4,1
400.0,3.2,4,7
400.0,3.2,4,13
400.0,3.2,4,15
400.0,3.3,4,1
400.0,3.3,4,3
400.0,3.3,4,9
400.0,3.3,4,10
400.0,3.4,4,1
400.0,3.4,4,4
400.0,3.4,4,12
400.0,3.4,4,13
400.0,3.5,4,1
400.0,3.5,4,4
400.0,3.5,4,15
400.0,3.5,4,18
400.0,3.6,4,1
400.0,3.6,4,4
400.0,3.6,4,13
400.0,3.6,4,16
400.0,3.7,4,1
400.0,3.7,4,5
400.0,3.7,4,16
400.0,3.7,4,19
400.0,3.8,4,1
400.0,3.8,4,7
400.0,3.8,4,16
400.0,3.8,4,18
400.0,3.9,6,1
400.0,3.9,6,5
400.0,3.9,6,7
400.0,3.9,6,10
400.0,3.9,6,17
400.0,3.9,6,19
400.0,4.0,6,1
400.0,4.0,6,5
400.0,4.0,6,7
400.0,4.0,6,10
400.0,4.0,6,16
400.0,4.0,6,17
400.0,4.1,6,1
400.0,4.1,6,6
400.0,4.1,6,8
400.0,4.1,6,11
400.0,4.1,6,15
400.0,4.1,6,16
400.0,4.2,6,1
400.0,4.2,6,5
400.0,4.2,6,7
400.0,4.2,6,8
400.0,4.2,6,12
400.0,4.2,6,13
400.0,4.3,6,2
400.0,4.3,6,6
400.0,4.3,6,8
400.0,4.3,6,9
400.0,4.3,6,11
400.0,4.3,6,12
400.0,4.4,6,1
400.0,4.4,6,5
400.0,4.4,6,7
400.0,4.4,6,8
400.0,4.4,6,10
400.0,4.4,6,13
400.0,4.5,6,1
400.0,4.5,6,5
400.0,4.5,6,7
400.0,4.5,6,8
400.0,4.5,6,13
400.0,4.5,6,17
400.0,4.6,6,1
400.0,4.6,6,5
400.0,4.6,6,7
400.0,4.6,6,8
400.0,4.6,6,13
400.0,4.6,6,18
400.0,4.7,6,1
400.0,4.7,6,6
400.0,4.7,6,9
400.0,4.7,6,10
400.0,4.7,6,16
400.0,4.7,6,22
400.0,4.8,7,1
400.0,4.8,7,5
400.0,4.8,7,7
400.0,4.8,7,8
400.0,4.8,7,10
400.0,4.8,7,14
400.0,4.8,7,18
400.0,4.9,6,1
400.0,4.9,6,5
400.0,4.9,6,6
400.0,4.9,6,7
400.0,4.9,6,9
400.0,4.9,6,15
400.0,5.0,6,1
400.0,5.0,6,5
400.0,5.0,6,6
400.0,5.0,6,7
400.0,5.0,6,8
400.0,5.0,6,12
400.0,5.1,6,1
400.0,5.1,6,4
400.0,5.1,6,6
400.0,5.1,6,7
400.0,5.1,6,9
400.0,5.1,6,14
400.0,5.2,6,1
400.0,5.2,6,4
400.0,5.2,6,6
400.0,5.2,6,7
400.0,5.2,6,9
400.0,5.2,6,13
400.0,5.3,6,1
400.0,5.3,6,3
400.0,5.3,6,5
400.0,5.3,6,6
400.0,5.3,6,7
400.0,5.3,6,11
400.0,5.4,6,1
400.0,5.4,6,3
400.0,5.4,6,5
400.0,5.4,6,6
400.0,5.4,6,7
400.0,5.4,6,12
400.0,5.5,5,1
400.0,5.5,5,3
400.0,5.5,5,4
400.0,5.5,5,5
400.0,5.5,5,9
400.0,5.6,5,2
400.0,5.6,5,5
400.0,5.6,5,6
400.0,5.6,5,7
400.0,5.6,5,12
400.0,5.7,5,2
400.0,5.7,5,4
400.0,5.7,5,7
400.0,5.7,5,8
400.0,5.7,5,14
400.0,5.8,4,5
