0.0,14,1  
0.0,14,2  
0.0,14,3  
0.0,14,5  
0.0,14,6  
0.0,14,7  
0.0,14,9  
0.0,14,15  
0.0,14,16  
0.0,14,26  
0.0,14,29  
0.0,14,41  
0.0,14,43  
0.0,14,44  
0.1,16,1  
0.1,16,2  
0.1,16,3  
0.1,16,4  
0.1,16,5  
0.1,16,6  
0.1,16,7  
0.1,16,9  
0.1,16,15  
0.1,16,16  
0.1,16,25  
0.1,16,27  
0.1,16,33  
0.1,16,37  
0.1,16,38  
0.1,16,42  
0.2,17,1  
0.2,17,2  
0.2,17,3  
0.2,17,4  
0.2,17,5  
0.2,17,7  
0.2,17,8  
0.2,17,10  
0.2,17,18  
0.2,17,23  
0.2,17,28  
0.2,17,32  
0.2,17,34  
0.2,17,38  
0.2,17,40  
0.2,17,41  
0.2,17,44  
0.30000000000000004,16,1  
0.30000000000000004,16,2  
0.30000000000000004,16,3  
0.30000000000000004,16,4  
0.30000000000000004,16,5  
0.30000000000000004,16,6  
0.30000000000000004,16,7  
0.30000000000000004,16,10  
0.30000000000000004,16,15  
0.30000000000000004,16,17  
0.30000000000000004,16,23  
0.30000000000000004,16,27  
0.30000000000000004,16,29  
0.30000000000000004,16,33  
0.30000000000000004,16,36  
0.30000000000000004,16,42  
0.4,16,1  
0.4,16,2  
0.4,16,3  
0.4,16,4  
0.4,16,5  
0.4,16,6  
0.4,16,9  
0.4,16,11  
0.4,16,16  
0.4,16,19  
0.4,16,24  
0.4,16,27  
0.4,16,28  
0.4,16,35  
0.4,16,40  
0.4,16,44  
0.5,18,1  
0.5,18,2  
0.5,18,3  
0.5,18,4  
0.5,18,5  
0.5,18,6  
0.5,18,8  
0.5,18,9  
0.5,18,13  
0.5,18,17  
0.5,18,18  
0.5,18,21  
0.5,18,22  
0.5,18,25  
0.5,18,30  
0.5,18,36  
0.5,18,41  
0.5,18,44  
0.6000000000000001,14,1  
0.6000000000000001,14,2  
0.6000000000000001,14,3  
0.6000000000000001,14,6  
0.6000000000000001,14,8  
0.6000000000000001,14,10  
0.6000000000000001,14,15  
0.6000000000000001,14,26  
0.6000000000000001,14,27  
0.6000000000000001,14,37  
0.6000000000000001,14,41  
0.6000000000000001,14,45  
0.6000000000000001,14,48  
0.6000000000000001,14,51  
0.7000000000000001,15,1  
0.7000000000000001,15,2  
0.7000000000000001,15,3  
0.7000000000000001,15,6  
0.7000000000000001,15,8  
0.7000000000000001,15,14  
0.7000000000000001,15,15  
0.7000000000000001,15,26  
0.7000000000000001,15,29  
0.7000000000000001,15,37  
0.7000000000000001,15,38  
0.7000000000000001,15,42  
0.7000000000000001,15,45  
0.7000000000000001,15,48  
0.7000000000000001,15,51  
0.8,13,1  
0.8,13,3  
0.8,13,5  
0.8,13,6  
0.8,13,15  
0.8,13,16  
0.8,13,21  
0.8,13,24  
0.8,13,33  
0.8,13,36  
0.8,13,40  
0.8,13,42  
0.8,13,45  
0.9,10,1  
0.9,10,3  
0.9,10,4  
0.9,10,5  
0.9,10,7  
0.9,10,16  
0.9,10,17  
0.9,10,29  
0.9,10,43  
0.9,10,49  
1.0,9,1  
1.0,9,2  
1.0,9,4  
1.0,9,10  
1.0,9,11  
1.0,9,17  
1.0,9,30  
1.0,9,35  
1.0,9,40  
1.1,9,1  
1.1,9,2  
1.1,9,4  
1.1,9,5  
1.1,9,10  
1.1,9,11  
1.1,9,15  
1.1,9,22  
1.1,9,29  
1.2000000000000002,10,1  
1.2000000000000002,10,2  
1.2000000000000002,10,3  
1.2000000000000002,10,4  
1.2000000000000002,10,5  
1.2000000000000002,10,11  
1.2000000000000002,10,12  
1.2000000000000002,10,16  
1.2000000000000002,10,25  
1.2000000000000002,10,30  
1.3,10,1  
1.3,10,2  
1.3,10,3  
1.3,10,4  
1.3,10,5  
1.3,10,10  
1.3,10,13  
1.3,10,19  
1.3,10,27  
1.3,10,31  
1.4000000000000001,11,1  
1.4000000000000001,11,2  
1.4000000000000001,11,3  
1.4000000000000001,11,4  
1.4000000000000001,11,5  
1.4000000000000001,11,11  
1.4000000000000001,11,12  
1.4000000000000001,11,17  
1.4000000000000001,11,21  
1.4000000000000001,11,26  
1.4000000000000001,11,29  
1.5,12,1  
1.5,12,2  
1.5,12,4  
1.5,12,5  
1.5,12,6  
1.5,12,9  
1.5,12,11  
1.5,12,12  
1.5,12,18  
1.5,12,22  
1.5,12,25  
1.5,12,28  
1.6,13,1  
1.6,13,2  
1.6,13,4  
1.6,13,5  
1.6,13,6  
1.6,13,7  
1.6,13,14  
1.6,13,15  
1.6,13,16  
1.6,13,20  
1.6,13,22  
1.6,13,25  
1.6,13,27  
1.7000000000000002,13,1  
1.7000000000000002,13,2  
1.7000000000000002,13,4  
1.7000000000000002,13,6  
1.7000000000000002,13,7  
1.7000000000000002,13,13  
1.7000000000000002,13,14  
1.7000000000000002,13,16  
1.7000000000000002,13,18  
1.7000000000000002,13,21  
1.7000000000000002,13,23  
1.7000000000000002,13,25  
1.7000000000000002,13,27  
1.8,11,1  
1.8,11,2  
1.8,11,4  
1.8,11,6  
1.8,11,7  
1.8,11,17  
1.8,11,19  
1.8,11,21  
1.8,11,24  
1.8,11,27  
1.8,11,29  
1.9000000000000001,11,1  
1.9000000000000001,11,2  
1.9000000000000001,11,4  
1.9000000000000001,11,5  
1.9000000000000001,11,6  
1.9000000000000001,11,15  
1.9000000000000001,11,16  
1.9000000000000001,11,19  
1.9000000000000001,11,20  
1.9000000000000001,11,22  
1.9000000000000001,11,23  
2.0,12,1  
2.0,12,3  
2.0,12,5  
2.0,12,6  
2.0,12,7  
2.0,12,8  
2.0,12,16  
2.0,12,17  
2.0,12,21  
2.0,12,22  
2.0,12,26  
2.0,12,28  
2.1,13,1  
2.1,13,3  
2.1,13,4  
2.1,13,5  
2.1,13,6  
2.1,13,7  
2.1,13,8  
2.1,13,14  
2.1,13,15  
2.1,13,16  
2.1,13,20  
2.1,13,25  
2.1,13,26  
2.2,13,1  
2.2,13,3  
2.2,13,4  
2.2,13,5  
2.2,13,6  
2.2,13,7  
2.2,13,8  
2.2,13,12  
2.2,13,13  
2.2,13,15  
2.2,13,19  
2.2,13,28  
2.2,13,29  
2.3000000000000003,15,1  
2.3000000000000003,15,2  
2.3000000000000003,15,3  
2.3000000000000003,15,4  
2.3000000000000003,15,5  
2.3000000000000003,15,6  
2.3000000000000003,15,7  
2.3000000000000003,15,8  
2.3000000000000003,15,14  
2.3000000000000003,15,18  
2.3000000000000003,15,19  
2.3000000000000003,15,21  
2.3000000000000003,15,30  
2.3000000000000003,15,31  
2.3000000000000003,15,32  
2.4000000000000004,14,1  
2.4000000000000004,14,2  
2.4000000000000004,14,3  
2.4000000000000004,14,4  
2.4000000000000004,14,5  
2.4000000000000004,14,6  
2.4000000000000004,14,7  
2.4000000000000004,14,8  
2.4000000000000004,14,14  
2.4000000000000004,14,19  
2.4000000000000004,14,24  
2.4000000000000004,14,29  
2.4000000000000004,14,30  
2.4000000000000004,14,32  
2.5,12,1  
2.5,12,2  
2.5,12,3  
2.5,12,4  
2.5,12,5  
2.5,12,6  
2.5,12,7  
2.5,12,18  
2.5,12,21  
2.5,12,26  
2.5,12,34  
2.5,12,36  
2.6,13,1  
2.6,13,2  
2.6,13,3  
2.6,13,4  
2.6,13,5  
2.6,13,6  
2.6,13,7  
2.6,13,10  
2.6,13,18  
2.6,13,21  
2.6,13,23  
2.6,13,30  
2.6,13,32  
2.7,14,1  
2.7,14,2  
2.7,14,3  
2.7,14,4  
2.7,14,5  
2.7,14,6  
2.7,14,7  
2.7,14,11  
2.7,14,21  
2.7,14,23  
2.7,14,25  
2.7,14,27  
2.7,14,30  
2.7,14,31  
2.8000000000000003,14,1  
2.8000000000000003,14,3  
2.8000000000000003,14,4  
2.8000000000000003,14,5  
2.8000000000000003,14,6  
2.8000000000000003,14,7  
2.8000000000000003,14,12  
2.8000000000000003,14,16  
2.8000000000000003,14,28  
2.8000000000000003,14,29  
2.8000000000000003,14,30  
2.8000000000000003,14,31  
2.8000000000000003,14,36  
2.8000000000000003,14,37  
2.9000000000000004,13,1  
2.9000000000000004,13,2  
2.9000000000000004,13,3  
2.9000000000000004,13,4  
2.9000000000000004,13,5  
2.9000000000000004,13,6  
2.9000000000000004,13,10  
2.9000000000000004,13,14  
2.9000000000000004,13,19  
2.9000000000000004,13,22  
2.9000000000000004,13,24  
2.9000000000000004,13,30  
2.9000000000000004,13,31  
3.0,14,1  
3.0,14,2  
3.0,14,3  
3.0,14,4  
3.0,14,5  
3.0,14,6  
3.0,14,7  
3.0,14,11  
3.0,14,16  
3.0,14,24  
3.0,14,27  
3.0,14,29  
3.0,14,38  
3.0,14,39  
3.1,14,1  
3.1,14,2  
3.1,14,3  
3.1,14,4  
3.1,14,6  
3.1,14,7  
3.1,14,8  
3.1,14,9  
3.1,14,12  
3.1,14,17  
3.1,14,23  
3.1,14,24  
3.1,14,25  
3.1,14,34  
3.2,13,1  
3.2,13,2  
3.2,13,3  
3.2,13,5  
3.2,13,6  
3.2,13,7  
3.2,13,8  
3.2,13,18  
3.2,13,25  
3.2,13,26  
3.2,13,27  
3.2,13,30  
3.2,13,32  
3.3000000000000003,12,1  
3.3000000000000003,12,2  
3.3000000000000003,12,3  
3.3000000000000003,12,5  
3.3000000000000003,12,7  
3.3000000000000003,12,8  
3.3000000000000003,12,17  
3.3000000000000003,12,24  
3.3000000000000003,12,25  
3.3000000000000003,12,27  
3.3000000000000003,12,29  
3.3000000000000003,12,31  
3.4000000000000004,13,1  
3.4000000000000004,13,2  
3.4000000000000004,13,3  
3.4000000000000004,13,5  
3.4000000000000004,13,7  
3.4000000000000004,13,8  
3.4000000000000004,13,15  
3.4000000000000004,13,24  
3.4000000000000004,13,25  
3.4000000000000004,13,28  
3.4000000000000004,13,30  
3.4000000000000004,13,32  
3.4000000000000004,13,33  
3.5,12,1  
3.5,12,2  
3.5,12,3  
3.5,12,5  
3.5,12,7  
3.5,12,8  
3.5,12,14  
3.5,12,23  
3.5,12,25  
3.5,12,29  
3.5,12,35  
3.5,12,36  
3.6,13,1  
3.6,13,2  
3.6,13,3  
3.6,13,5  
3.6,13,6  
3.6,13,7  
3.6,13,21  
3.6,13,23  
3.6,13,25  
3.6,13,26  
3.6,13,28  
3.6,13,33  
3.6,13,34  
3.7,15,1  
3.7,15,2  
3.7,15,3  
3.7,15,5  
3.7,15,6  
3.7,15,7  
3.7,15,8  
3.7,15,15  
3.7,15,20  
3.7,15,22  
3.7,15,24  
3.7,15,26  
3.7,15,28  
3.7,15,32  
3.7,15,33  
3.8000000000000003,14,1  
3.8000000000000003,14,2  
3.8000000000000003,14,3  
3.8000000000000003,14,5  
3.8000000000000003,14,6  
3.8000000000000003,14,7  
3.8000000000000003,14,8  
3.8000000000000003,14,14  
3.8000000000000003,14,19  
3.8000000000000003,14,22  
3.8000000000000003,14,23  
3.8000000000000003,14,26  
3.8000000000000003,14,34  
3.8000000000000003,14,35  
3.9000000000000004,14,1  
3.9000000000000004,14,2  
3.9000000000000004,14,3  
3.9000000000000004,14,5  
3.9000000000000004,14,6  
3.9000000000000004,14,7  
3.9000000000000004,14,16  
3.9000000000000004,14,18  
3.9000000000000004,14,21  
3.9000000000000004,14,25  
3.9000000000000004,14,27  
3.9000000000000004,14,29  
3.9000000000000004,14,37  
3.9000000000000004,14,38  
4.0,14,1  
4.0,14,2  
4.0,14,3  
4.0,14,5  
4.0,14,6  
4.0,14,7  
4.0,14,15  
4.0,14,17  
4.0,14,19  
4.0,14,20  
4.0,14,22  
4.0,14,26  
4.0,14,34  
4.0,14,35  
4.1000000000000005,13,1  
4.1000000000000005,13,2  
4.1000000000000005,13,3  
4.1000000000000005,13,5  
4.1000000000000005,13,6  
4.1000000000000005,13,7  
4.1000000000000005,13,14  
4.1000000000000005,13,16  
4.1000000000000005,13,18  
4.1000000000000005,13,20  
4.1000000000000005,13,25  
4.1000000000000005,13,31  
4.1000000000000005,13,32  
4.2,13,1  
4.2,13,2  
4.2,13,3  
4.2,13,4  
4.2,13,5  
4.2,13,6  
4.2,13,14  
4.2,13,16  
4.2,13,18  
4.2,13,21  
4.2,13,26  
4.2,13,31  
4.2,13,32  
4.3,13,1  
4.3,13,2  
4.3,13,3  
4.3,13,4  
4.3,13,5  
4.3,13,6  
4.3,13,13  
4.3,13,15  
4.3,13,19  
4.3,13,22  
4.3,13,25  
4.3,13,29  
4.3,13,30  
4.4,13,1  
4.4,13,2  
4.4,13,3  
4.4,13,4  
4.4,13,5  
4.4,13,6  
4.4,13,14  
4.4,13,17  
4.4,13,21  
4.4,13,22  
4.4,13,25  
4.4,13,27  
4.4,13,28  
4.5,13,1  
4.5,13,2  
4.5,13,3  
4.5,13,4  
4.5,13,5  
4.5,13,6  
4.5,13,14  
4.5,13,17  
4.5,13,18  
4.5,13,23  
4.5,13,24  
4.5,13,31  
4.5,13,32  
4.6000000000000005,13,1  
4.6000000000000005,13,2  
4.6000000000000005,13,4  
4.6000000000000005,13,5  
4.6000000000000005,13,6  
4.6000000000000005,13,7  
4.6000000000000005,13,17  
4.6000000000000005,13,20  
4.6000000000000005,13,22  
4.6000000000000005,13,26  
4.6000000000000005,13,28  
4.6000000000000005,13,37  
4.6000000000000005,13,38  
4.7,10,1  
4.7,10,2  
4.7,10,4  
4.7,10,5  
4.7,10,6  
4.7,10,7  
4.7,10,15  
4.7,10,24  
4.7,10,26  
4.7,10,34  
4.800000000000001,11,1  
4.800000000000001,11,2  
4.800000000000001,11,3  
4.800000000000001,11,4  
4.800000000000001,11,5  
4.800000000000001,11,6  
4.800000000000001,11,11  
4.800000000000001,11,20  
4.800000000000001,11,21  
4.800000000000001,11,23  
4.800000000000001,11,25  
4.9,11,1  
4.9,11,2  
4.9,11,3  
4.9,11,4  
4.9,11,5  
4.9,11,6  
4.9,11,10  
4.9,11,16  
4.9,11,18  
4.9,11,22  
4.9,11,24  
5.0,11,1  
5.0,11,2  
5.0,11,3  
5.0,11,4  
5.0,11,5  
5.0,11,7  
5.0,11,12  
5.0,11,17  
5.0,11,19  
5.0,11,22  
5.0,11,23  
5.1000000000000005,9,1  
5.1000000000000005,9,2  
5.1000000000000005,9,3  
5.1000000000000005,9,4  
5.1000000000000005,9,5  
5.1000000000000005,9,11  
5.1000000000000005,9,14  
5.1000000000000005,9,16  
5.1000000000000005,9,20  
5.2,9,1  
5.2,9,2  
5.2,9,3  
5.2,9,4  
5.2,9,7  
5.2,9,11  
5.2,9,14  
5.2,9,16  
5.2,9,20  
5.300000000000001,8,1  
5.300000000000001,8,2  
5.300000000000001,8,3  
5.300000000000001,8,4  
5.300000000000001,8,7  
5.300000000000001,8,11  
5.300000000000001,8,12  
5.300000000000001,8,13  
5.4,8,1  
5.4,8,2  
5.4,8,3  
5.4,8,4  
5.4,8,6  
5.4,8,10  
5.4,8,11  
5.4,8,12  
5.5,7,1  
5.5,7,2  
5.5,7,3  
5.5,7,4  
5.5,7,9  
5.5,7,10  
5.5,7,11  
5.6000000000000005,6,1  
5.6000000000000005,6,2  
5.6000000000000005,6,3  
5.6000000000000005,6,4  
5.6000000000000005,6,11  
5.6000000000000005,6,13  
5.7,7,1  
5.7,7,2  
5.7,7,3  
5.7,7,4  
5.7,7,10  
5.7,7,11  
5.7,7,13  
5.800000000000001,8,1  
5.800000000000001,8,2  
5.800000000000001,8,3  
5.800000000000001,8,4  
5.800000000000001,8,6  
5.800000000000001,8,8  
5.800000000000001,8,10  
5.800000000000001,8,11  
5.9,8,1  
5.9,8,2  
5.9,8,3  
5.9,8,4  
5.9,8,6  
5.9,8,7  
5.9,8,9  
5.9,8,10  
6.0,7,1  
6.0,7,2  
6.0,7,3  
6.0,7,4  
6.0,7,7  
6.0,7,8  
