level,value,number_of_labels,label 
1000.000, 0.00,6,4  
1000.000, 0.00,6,5  
1000.000, 0.00,6,6  
1000.000, 0.00,6,8  
1000.000, 0.00,6,11  
1000.000, 0.00,6,15  
900.000, 0.00,2,10  
900.000, 0.00,2,20  
850.000, 0.00,1,34  
800.000, 0.00,4,4  
800.000, 0.00,4,16  
800.000, 0.00,4,19  
800.000, 0.00,4,27  
750.000, 0.00,2,6  
750.000, 0.00,2,8  
700.000, 0.00,1,7  
650.000, 0.00,1,5  
600.000, 0.00,3,2  
600.000, 0.00,3,9  
600.000, 0.00,3,11  
500.000, 0.00,1,12  
400.000, 0.00,7,6  
400.000, 0.00,7,9  
400.000, 0.00,7,10  
400.000, 0.00,7,23  
400.000, 0.00,7,29  
400.000, 0.00,7,40  
400.000, 0.00,7,43  
300.000, 0.00,7,8  
300.000, 0.00,7,15  
300.000, 0.00,7,16  
300.000, 0.00,7,27  
300.000, 0.00,7,28  
300.000, 0.00,7,56  
300.000, 0.00,7,61  
1000.000, 0.10,5,4  
1000.000, 0.10,5,5  
1000.000, 0.10,5,6  
1000.000, 0.10,5,8  
1000.000, 0.10,5,11  
900.000, 0.10,4,4  
900.000, 0.10,4,10  
900.000, 0.10,4,22  
900.000, 0.10,4,24  
850.000, 0.10,2,8  
850.000, 0.10,2,38  
800.000, 0.10,5,4  
800.000, 0.10,5,10  
800.000, 0.10,5,16  
800.000, 0.10,5,18  
800.000, 0.10,5,25  
750.000, 0.10,2,7  
750.000, 0.10,2,8  
700.000, 0.10,1,9  
650.000, 0.10,1,4  
600.000, 0.10,3,2  
600.000, 0.10,3,9  
600.000, 0.10,3,10  
500.000, 0.10,2,13  
500.000, 0.10,2,24  
400.000, 0.10,7,5  
400.000, 0.10,7,10  
400.000, 0.10,7,11  
400.000, 0.10,7,31  
400.000, 0.10,7,37  
400.000, 0.10,7,47  
400.000, 0.10,7,53  
300.000, 0.10,5,9  
300.000, 0.10,5,16  
300.000, 0.10,5,25  
300.000, 0.10,5,26  
300.000, 0.10,5,54  
1000.000, 0.20,4,5  
1000.000, 0.20,4,6  
1000.000, 0.20,4,8  
1000.000, 0.20,4,11  
900.000, 0.20,3,4  
900.000, 0.20,3,22  
900.000, 0.20,3,24  
850.000, 0.20,2,8  
850.000, 0.20,2,35  
800.000, 0.20,5,5  
800.000, 0.20,5,11  
800.000, 0.20,5,18  
800.000, 0.20,5,20  
800.000, 0.20,5,32  
750.000, 0.20,1,7  
700.000, 0.20,2,6  
700.000, 0.20,2,8  
650.000, 0.20,1,12  
600.000, 0.20,2,7  
600.000, 0.20,2,8  
500.000, 0.20,1,10  
400.000, 0.20,6,5  
400.000, 0.20,6,8  
400.000, 0.20,6,13  
400.000, 0.20,6,31  
400.000, 0.20,6,41  
400.000, 0.20,6,50  
300.000, 0.20,7,7  
300.000, 0.20,7,25  
300.000, 0.20,7,27  
300.000, 0.20,7,28  
300.000, 0.20,7,37  
300.000, 0.20,7,48  
300.000, 0.20,7,55  
1000.000, 0.30,4,5  
1000.000, 0.30,4,6  
1000.000, 0.30,4,8  
1000.000, 0.30,4,12  
900.000, 0.30,4,4  
900.000, 0.30,4,12  
900.000, 0.30,4,20  
900.000, 0.30,4,24  
850.000, 0.30,2,9  
850.000, 0.30,2,37  
800.000, 0.30,4,5  
800.000, 0.30,4,10  
800.000, 0.30,4,21  
800.000, 0.30,4,34  
750.000, 0.30,3,3  
750.000, 0.30,3,18  
750.000, 0.30,3,21  
700.000, 0.30,4,4  
700.000, 0.30,4,10  
700.000, 0.30,4,13  
700.000, 0.30,4,20  
650.000, 0.30,1,18  
600.000, 0.30,2,9  
600.000, 0.30,2,10  
500.000, 0.30,1,10  
400.000, 0.30,10,6  
400.000, 0.30,10,7  
400.000, 0.30,10,9  
400.000, 0.30,10,14  
400.000, 0.30,10,26  
400.000, 0.30,10,31  
400.000, 0.30,10,38  
400.000, 0.30,10,49  
400.000, 0.30,10,53  
400.000, 0.30,10,56  
300.000, 0.30,7,7  
300.000, 0.30,7,18  
300.000, 0.30,7,20  
300.000, 0.30,7,31  
300.000, 0.30,7,45  
300.000, 0.30,7,54  
300.000, 0.30,7,66  
1000.000, 0.40,5,5  
1000.000, 0.40,5,6  
1000.000, 0.40,5,8  
1000.000, 0.40,5,11  
1000.000, 0.40,5,14  
900.000, 0.40,4,4  
900.000, 0.40,4,25  
900.000, 0.40,4,28  
900.000, 0.40,4,32  
850.000, 0.40,3,7  
850.000, 0.40,3,23  
850.000, 0.40,3,33  
800.000, 0.40,2,6  
800.000, 0.40,2,18  
750.000, 0.40,3,3  
750.000, 0.40,3,14  
750.000, 0.40,3,17  
700.000, 0.40,2,19  
700.000, 0.40,2,27  
650.000, 0.40,2,6  
650.000, 0.40,2,17  
600.000, 0.40,2,10  
600.000, 0.40,2,23  
500.000, 0.40,1,4  
400.000, 0.40,7,8  
400.000, 0.40,7,15  
400.000, 0.40,7,16  
400.000, 0.40,7,30  
400.000, 0.40,7,31  
400.000, 0.40,7,40  
400.000, 0.40,7,60  
300.000, 0.40,6,6  
300.000, 0.40,6,14  
300.000, 0.40,6,16  
300.000, 0.40,6,45  
300.000, 0.40,6,54  
300.000, 0.40,6,63  
1000.000, 0.50,4,5  
1000.000, 0.50,4,8  
1000.000, 0.50,4,11  
1000.000, 0.50,4,15  
900.000, 0.50,4,3  
900.000, 0.50,4,4  
900.000, 0.50,4,18  
900.000, 0.50,4,25  
850.000, 0.50,3,6  
850.000, 0.50,3,24  
850.000, 0.50,3,32  
800.000, 0.50,5,5  
800.000, 0.50,5,9  
800.000, 0.50,5,10  
800.000, 0.50,5,15  
800.000, 0.50,5,21  
750.000, 0.50,3,3  
750.000, 0.50,3,11  
750.000, 0.50,3,14  
650.000, 0.50,1,2  
600.000, 0.50,1,14  
500.000, 0.50,1,4  
400.000, 0.50,6,6  
400.000, 0.50,6,9  
400.000, 0.50,6,17  
400.000, 0.50,6,31  
400.000, 0.50,6,33  
400.000, 0.50,6,42  
300.000, 0.50,6,6  
300.000, 0.50,6,21  
300.000, 0.50,6,22  
300.000, 0.50,6,49  
300.000, 0.50,6,56  
300.000, 0.50,6,65  
1000.000, 0.60,3,5  
1000.000, 0.60,3,7  
1000.000, 0.60,3,11  
900.000, 0.60,6,3  
900.000, 0.60,6,4  
900.000, 0.60,6,14  
900.000, 0.60,6,16  
900.000, 0.60,6,20  
900.000, 0.60,6,24  
850.000, 0.60,2,6  
850.000, 0.60,2,28  
800.000, 0.60,4,5  
800.000, 0.60,4,6  
800.000, 0.60,4,17  
800.000, 0.60,4,25  
750.000, 0.60,3,3  
750.000, 0.60,3,12  
750.000, 0.60,3,15  
700.000, 0.60,1,5  
600.000, 0.60,1,13  
500.000, 0.60,3,3  
500.000, 0.60,3,4  
500.000, 0.60,3,16  
400.000, 0.60,7,5  
400.000, 0.60,7,7  
400.000, 0.60,7,9  
400.000, 0.60,7,21  
400.000, 0.60,7,24  
400.000, 0.60,7,25  
400.000, 0.60,7,34  
300.000, 0.60,5,6  
300.000, 0.60,5,18  
300.000, 0.60,5,19  
300.000, 0.60,5,43  
300.000, 0.60,5,49  
1000.000, 0.70,4,3  
1000.000, 0.70,4,6  
1000.000, 0.70,4,8  
1000.000, 0.70,4,13  
900.000, 0.70,4,4  
900.000, 0.70,4,9  
900.000, 0.70,4,18  
900.000, 0.70,4,24  
850.000, 0.70,3,5  
850.000, 0.70,3,22  
850.000, 0.70,3,27  
800.000, 0.70,4,4  
800.000, 0.70,4,5  
800.000, 0.70,4,13  
800.000, 0.70,4,18  
750.000, 0.70,3,3  
750.000, 0.70,3,6  
750.000, 0.70,3,11  
650.000, 0.70,1,4  
600.000, 0.70,1,16  
500.000, 0.70,3,3  
500.000, 0.70,3,4  
500.000, 0.70,3,14  
400.000, 0.70,7,4  
400.000, 0.70,7,5  
400.000, 0.70,7,9  
400.000, 0.70,7,25  
400.000, 0.70,7,26  
400.000, 0.70,7,27  
400.000, 0.70,7,34  
300.000, 0.70,4,6  
300.000, 0.70,4,16  
300.000, 0.70,4,17  
300.000, 0.70,4,43  
1000.000, 0.80,3,6  
1000.000, 0.80,3,8  
1000.000, 0.80,3,12  
900.000, 0.80,4,4  
900.000, 0.80,4,8  
900.000, 0.80,4,17  
900.000, 0.80,4,21  
850.000, 0.80,1,28  
800.000, 0.80,3,7  
800.000, 0.80,3,9  
800.000, 0.80,3,15  
750.000, 0.80,3,3  
750.000, 0.80,3,8  
750.000, 0.80,3,12  
650.000, 0.80,1,3  
600.000, 0.80,2,2  
600.000, 0.80,2,18  
500.000, 0.80,3,3  
500.000, 0.80,3,5  
500.000, 0.80,3,14  
400.000, 0.80,8,3  
400.000, 0.80,8,4  
400.000, 0.80,8,7  
400.000, 0.80,8,21  
400.000, 0.80,8,22  
400.000, 0.80,8,25  
400.000, 0.80,8,29  
400.000, 0.80,8,41  
300.000, 0.80,3,21  
300.000, 0.80,3,22  
300.000, 0.80,3,51  
1000.000, 0.90,1,10  
900.000, 0.90,4,5  
900.000, 0.90,4,12  
900.000, 0.90,4,20  
900.000, 0.90,4,28  
850.000, 0.90,1,34  
800.000, 0.90,4,4  
800.000, 0.90,4,7  
800.000, 0.90,4,8  
800.000, 0.90,4,13  
750.000, 0.90,3,3  
750.000, 0.90,3,10  
750.000, 0.90,3,16  
650.000, 0.90,2,4  
650.000, 0.90,2,15  
600.000, 0.90,2,3  
600.000, 0.90,2,17  
500.000, 0.90,3,3  
500.000, 0.90,3,5  
500.000, 0.90,3,14  
400.000, 0.90,7,5  
400.000, 0.90,7,7  
400.000, 0.90,7,15  
400.000, 0.90,7,19  
400.000, 0.90,7,20  
400.000, 0.90,7,31  
400.000, 0.90,7,40  
300.000, 0.90,4,23  
300.000, 0.90,4,24  
300.000, 0.90,4,37  
300.000, 0.90,4,51  
1000.000, 1.00,2,6  
1000.000, 1.00,2,9  
900.000, 1.00,3,9  
900.000, 1.00,3,18  
900.000, 1.00,3,26  
850.000, 1.00,4,10  
850.000, 1.00,4,21  
850.000, 1.00,4,40  
850.000, 1.00,4,44  
800.000, 1.00,4,3  
800.000, 1.00,4,5  
800.000, 1.00,4,6  
800.000, 1.00,4,12  
750.000, 1.00,3,2  
750.000, 1.00,3,9  
750.000, 1.00,3,15  
650.000, 1.00,2,2  
650.000, 1.00,2,8  
600.000, 1.00,1,3  
500.000, 1.00,3,6  
500.000, 1.00,3,8  
500.000, 1.00,3,17  
400.000, 1.00,6,3  
400.000, 1.00,6,6  
400.000, 1.00,6,12  
400.000, 1.00,6,14  
400.000, 1.00,6,15  
400.000, 1.00,6,29  
300.000, 1.00,4,13  
300.000, 1.00,4,14  
300.000, 1.00,4,29  
300.000, 1.00,4,45  
1000.000, 1.10,2,6  
1000.000, 1.10,2,9  
900.000, 1.10,5,7  
900.000, 1.10,5,8  
900.000, 1.10,5,9  
900.000, 1.10,5,15  
900.000, 1.10,5,20  
850.000, 1.10,5,12  
850.000, 1.10,5,13  
850.000, 1.10,5,33  
850.000, 1.10,5,51  
850.000, 1.10,5,55  
800.000, 1.10,5,3  
800.000, 1.10,5,5  
800.000, 1.10,5,6  
800.000, 1.10,5,18  
800.000, 1.10,5,19  
750.000, 1.10,3,2  
750.000, 1.10,3,4  
750.000, 1.10,3,14  
650.000, 1.10,2,4  
650.000, 1.10,2,9  
600.000, 1.10,1,2  
500.000, 1.10,3,3  
500.000, 1.10,3,4  
500.000, 1.10,3,18  
400.000, 1.10,6,4  
400.000, 1.10,6,6  
400.000, 1.10,6,11  
400.000, 1.10,6,13  
400.000, 1.10,6,14  
400.000, 1.10,6,26  
300.000, 1.10,7,8  
300.000, 1.10,7,14  
300.000, 1.10,7,15  
300.000, 1.10,7,32  
300.000, 1.10,7,46  
300.000, 1.10,7,47  
300.000, 1.10,7,48  
1000.000, 1.20,2,4  
1000.000, 1.20,2,7  
900.000, 1.20,5,8  
900.000, 1.20,5,9  
900.000, 1.20,5,10  
900.000, 1.20,5,16  
900.000, 1.20,5,21  
850.000, 1.20,5,10  
850.000, 1.20,5,11  
850.000, 1.20,5,28  
850.000, 1.20,5,37  
850.000, 1.20,5,49  
800.000, 1.20,3,2  
800.000, 1.20,3,16  
800.000, 1.20,3,18  
750.000, 1.20,4,1  
750.000, 1.20,4,2  
750.000, 1.20,4,5  
750.000, 1.20,4,15  
650.000, 1.20,2,4  
650.000, 1.20,2,9  
