level,value,number_of_labels,label
1000.0,0.0,6,7
1000.0,0.0,6,8
1000.0,0.0,6,10
1000.0,0.0,6,19
1000.0,0.0,6,22
1000.0,0.0,6,30
1000.0,0.1,6,5
1000.0,0.1,6,6
1000.0,0.1,6,8
1000.0,0.1,6,15
1000.0,0.1,6,18
1000.0,0.1,6,27
1000.0,0.2,3,9
1000.0,0.2,3,16
1000.0,0.2,3,28
1000.0,0.3,4,7
1000.0,0.3,4,13
1000.0,0.3,4,15
1000.0,0.3,4,24
1000.0,0.4,4,7
1000.0,0.4,4,12
1000.0,0.4,4,15
1000.0,0.4,4,24
1000.0,0.5,4,6
1000.0,0.5,4,11
1000.0,0.5,4,14
1000.0,0.5,4,20
1000.0,0.6,5,5
1000.0,0.6,5,10
1000.0,0.6,5,13
1000.0,0.6,5,14
1000.0,0.6,5,18
1000.0,0.7,5,5
1000.0,0.7,5,10
1000.0,0.7,5,13
1000.0,0.7,5,14
1000.0,0.7,5,17
1000.0,0.8,5,5
1000.0,0.8,5,10
1000.0,0.8,5,13
1000.0,0.8,5,17
1000.0,0.8,5,24
1000.0,0.9,5,6
1000.0,0.9,5,10
1000.0,0.9,5,13
1000.0,0.9,5,17
1000.0,0.9,5,24
1000.0,1.0,5,4
1000.0,1.0,5,8
1000.0,1.0,5,11
1000.0,1.0,5,15
1000.0,1.0,5,16
1000.0,1.1,5,4
1000.0,1.1,5,8
1000.0,1.1,5,10
1000.0,1.1,5,14
1000.0,1.1,5,15
1000.0,1.2,4,4
1000.0,1.2,4,8
1000.0,1.2,4,15
1000.0,1.2,4,16
1000.0,1.3,4,3
1000.0,1.3,4,7
1000.0,1.3,4,14
1000.0,1.3,4,17
1000.0,1.4,5,3
1000.0,1.4,5,4
1000.0,1.4,5,8
1000.0,1.4,5,14
1000.0,1.4,5,17
1000.0,1.5,5,2
1000.0,1.5,5,4
1000.0,1.5,5,8
1000.0,1.5,5,16
1000.0,1.5,5,20
1000.0,1.6,5,2
1000.0,1.6,5,10
1000.0,1.6,5,13
1000.0,1.6,5,21
1000.0,1.6,5,24
1000.0,1.7,5,2
1000.0,1.7,5,11
1000.0,1.7,5,14
1000.0,1.7,5,25
1000.0,1.7,5,28
1000.0,1.8,6,2
1000.0,1.8,6,5
1000.0,1.8,6,9
1000.0,1.8,6,12
1000.0,1.8,6,20
1000.0,1.8,6,24
1000.0,1.9,9,2
1000.0,1.9,9,4
1000.0,1.9,9,5
1000.0,1.9,9,9
1000.0,1.9,9,12
