level,value,number_of_labels,label
800.0,0.0,3,5
800.0,0.0,3,7
800.0,0.0,3,21
800.0,0.1,5,5
800.0,0.1,5,7
800.0,0.1,5,10
800.0,0.1,5,20
800.0,0.1,5,23
800.0,0.2,5,5
800.0,0.2,5,7
800.0,0.2,5,10
800.0,0.2,5,18
800.0,0.2,5,21
800.0,0.3,7,5
800.0,0.3,7,7
800.0,0.3,7,11
800.0,0.3,7,18
800.0,0.3,7,21
800.0,0.3,7,28
800.0,0.3,7,30
800.0,0.4,6,5
800.0,0.4,6,7
800.0,0.4,6,13
800.0,0.4,6,20
800.0,0.4,6,23
800.0,0.4,6,25
800.0,0.5,4,5
800.0,0.5,4,7
800.0,0.5,4,18
800.0,0.5,4,20
800.0,0.6,6,5
800.0,0.6,6,9
800.0,0.6,6,13
800.0,0.6,6,19
800.0,0.6,6,25
800.0,0.6,6,29
800.0,0.7,5,5
800.0,0.7,5,9
800.0,0.7,5,13
800.0,0.7,5,19
800.0,0.7,5,24
800.0,0.8,5,4
800.0,0.8,5,8
800.0,0.8,5,12
800.0,0.8,5,17
800.0,0.8,5,21
800.0,0.9,3,5
800.0,0.9,3,22
800.0,0.9,3,25
800.0,1.0,3,4
800.0,1.0,3,13
800.0,1.0,3,15
800.0,1.1,3,4
800.0,1.1,3,10
800.0,1.1,3,12
800.0,1.2,3,3
800.0,1.2,3,8
800.0,1.2,3,10
800.0,1.3,4,2
800.0,1.3,4,3
800.0,1.3,4,10
800.0,1.3,4,14
800.0,1.4,4,1
800.0,1.4,4,2
800.0,1.4,4,11
800.0,1.4,4,15
800.0,1.5,3,1
800.0,1.5,3,2
800.0,1.5,3,14
800.0,1.6,5,1
800.0,1.6,5,2
800.0,1.6,5,6
800.0,1.6,5,7
800.0,1.6,5,14
800.0,1.7,5,1
800.0,1.7,5,2
800.0,1.7,5,5
800.0,1.7,5,6
800.0,1.7,5,11
800.0,1.8,6,1
800.0,1.8,6,2
800.0,1.8,6,5
800.0,1.8,6,6
800.0,1.8,6,8
800.0,1.8,6,13
800.0,1.9,6,1
800.0,1.9,6,2
800.0,1.9,6,5
800.0,1.9,6,6
800.0,1.9,6,10
800.0,1.9,6,13
800.0,2.0,6,1
800.0,2.0,6,4
800.0,2.0,6,6
800.0,2.0,6,7
800.0,2.0,6,12
800.0,2.0,6,15
800.0,2.1,6,1
800.0,2.1,6,3
800.0,2.1,6,5
800.0,2.1,6,6
800.0,2.1,6,12
800.0,2.1,6,15
800.0,2.2,5,1
800.0,2.2,5,2
800.0,2.2,5,4
800.0,2.2,5,5
800.0,2.2,5,11
800.0,2.3,6,1
800.0,2.3,6,2
800.0,2.3,6,4
800.0,2.3,6,5
800.0,2.3,6,11
800.0,2.3,6,13
800.0,2.4,6,1
800.0,2.4,6,2
800.0,2.4,6,4
800.0,2.4,6,5
800.0,2.4,6,11
800.0,2.4,6,13
800.0,2.5,7,1
800.0,2.5,7,2
800.0,2.5,7,4
800.0,2.5,7,5
800.0,2.5,7,11
800.0,2.5,7,12
800.0,2.5,7,13
800.0,2.6,6,1
800.0,2.6,6,2
800.0,2.6,6,4
800.0,2.6,6,5
800.0,2.6,6,12
800.0,2.6,6,14
800.0,2.7,6,1
800.0,2.7,6,2
800.0,2.7,6,4
800.0,2.7,6,5
800.0,2.7,6,14
800.0,2.7,6,16
800.0,2.8,5,1
800.0,2.8,5,5
800.0,2.8,5,6
800.0,2.8,5,14
800.0,2.8,5,16
800.0,2.9,5,1
800.0,2.9,5,5
800.0,2.9,5,6
800.0,2.9,5,11
800.0,2.9,5,14
800.0,3.0,5,1
800.0,3.0,5,5
800.0,3.0,5,6
800.0,3.0,5,12
800.0,3.0,5,14
800.0,3.1,6,1
800.0,3.1,6,4
800.0,3.1,6,5
800.0,3.1,6,10
800.0,3.1,6,11
800.0,3.1,6,15
