level,value,number_of_labels,label 
1000.000, 0.00,3,9  
1000.000, 0.00,3,15  
1000.000, 0.00,3,27  
900.000, 0.00,1,23  
850.000, 0.00,2,14  
850.000, 0.00,2,58  
800.000, 0.00,5,5  
800.000, 0.00,5,7  
800.000, 0.00,5,10  
800.000, 0.00,5,19  
800.000, 0.00,5,20  
750.000, 0.00,1,10  
700.000, 0.00,1,10  
650.000, 0.00,3,4  
650.000, 0.00,3,8  
650.000, 0.00,3,13  
500.000, 0.00,2,17  
500.000, 0.00,2,18  
400.000, 0.00,3,11  
400.000, 0.00,3,28  
400.000, 0.00,3,31  
300.000, 0.00,5,6  
300.000, 0.00,5,10  
300.000, 0.00,5,16  
300.000, 0.00,5,29  
300.000, 0.00,5,40  
1000.000, 0.10,3,9  
1000.000, 0.10,3,15  
1000.000, 0.10,3,24  
900.000, 0.10,1,22  
850.000, 0.10,2,14  
850.000, 0.10,2,56  
800.000, 0.10,4,6  
800.000, 0.10,4,12  
800.000, 0.10,4,18  
800.000, 0.10,4,19  
750.000, 0.10,1,9  
700.000, 0.10,1,7  
650.000, 0.10,3,7  
650.000, 0.10,3,12  
650.000, 0.10,3,26  
500.000, 0.10,2,14  
500.000, 0.10,2,16  
400.000, 0.10,3,11  
400.000, 0.10,3,24  
400.000, 0.10,3,26  
300.000, 0.10,4,5  
300.000, 0.10,4,9  
300.000, 0.10,4,30  
300.000, 0.10,4,50  
1000.000, 0.20,3,9  
1000.000, 0.20,3,14  
1000.000, 0.20,3,23  
900.000, 0.20,2,9  
900.000, 0.20,2,29  
850.000, 0.20,2,13  
850.000, 0.20,2,49  
800.000, 0.20,1,17  
750.000, 0.20,1,9  
700.000, 0.20,2,2  
700.000, 0.20,2,5  
650.000, 0.20,4,8  
650.000, 0.20,4,11  
650.000, 0.20,4,17  
650.000, 0.20,4,25  
500.000, 0.20,3,11  
500.000, 0.20,3,13  
500.000, 0.20,3,19  
400.000, 0.20,3,11  
400.000, 0.20,3,26  
400.000, 0.20,3,28  
300.000, 0.20,5,6  
300.000, 0.20,5,9  
300.000, 0.20,5,13  
300.000, 0.20,5,29  
300.000, 0.20,5,43  
1000.000, 0.30,3,9  
1000.000, 0.30,3,14  
1000.000, 0.30,3,25  
900.000, 0.30,2,14  
900.000, 0.30,2,36  
850.000, 0.30,4,23  
850.000, 0.30,4,27  
850.000, 0.30,4,49  
850.000, 0.30,4,57  
800.000, 0.30,1,14  
750.000, 0.30,1,9  
700.000, 0.30,3,1  
700.000, 0.30,3,5  
700.000, 0.30,3,13  
650.000, 0.30,4,5  
650.000, 0.30,4,10  
650.000, 0.30,4,17  
650.000, 0.30,4,22  
500.000, 0.30,4,14  
500.000, 0.30,4,15  
500.000, 0.30,4,26  
500.000, 0.30,4,34  
400.000, 0.30,3,29  
400.000, 0.30,3,31  
400.000, 0.30,3,39  
300.000, 0.30,4,5  
300.000, 0.30,4,9  
300.000, 0.30,4,12  
300.000, 0.30,4,43  
1000.000, 0.40,3,9  
1000.000, 0.40,3,14  
1000.000, 0.40,3,25  
900.000, 0.40,1,36  
850.000, 0.40,2,17  
850.000, 0.40,2,44  
800.000, 0.40,1,13  
750.000, 0.40,1,8  
700.000, 0.40,6,1  
700.000, 0.40,6,5  
700.000, 0.40,6,13  
700.000, 0.40,6,24  
