level,value,number_of_labels,label 
1000.000, 0.00,7,4  
1000.000, 0.00,7,5  
1000.000, 0.00,7,6  
1000.000, 0.00,7,13  
1000.000, 0.00,7,14  
1000.000, 0.00,7,15  
1000.000, 0.00,7,20  
900.000, 0.00,2,24  
900.000, 0.00,2,26  
850.000, 0.00,1,34  
800.000, 0.00,3,5  
800.000, 0.00,3,13  
800.000, 0.00,3,28  
750.000, 0.00,5,8  
750.000, 0.00,5,11  
750.000, 0.00,5,20  
750.000, 0.00,5,22  
750.000, 0.00,5,41  
700.000, 0.00,6,5  
700.000, 0.00,6,8  
700.000, 0.00,6,10  
700.000, 0.00,6,25  
700.000, 0.00,6,28  
700.000, 0.00,6,34  
650.000, 0.00,2,3  
650.000, 0.00,2,14  
600.000, 0.00,5,3  
600.000, 0.00,5,9  
600.000, 0.00,5,11  
600.000, 0.00,5,19  
600.000, 0.00,5,21  
500.000, 0.00,5,8  
500.000, 0.00,5,22  
500.000, 0.00,5,31  
500.000, 0.00,5,41  
500.000, 0.00,5,50  
400.000, 0.00,2,66  
400.000, 0.00,2,69  
300.000, 0.00,7,16  
300.000, 0.00,7,21  
300.000, 0.00,7,25  
300.000, 0.00,7,35  
300.000, 0.00,7,63  
300.000, 0.00,7,65  
300.000, 0.00,7,74  
1000.000, 0.10,9,4  
1000.000, 0.10,9,5  
1000.000, 0.10,9,6  
1000.000, 0.10,9,12  
1000.000, 0.10,9,13  
1000.000, 0.10,9,14  
1000.000, 0.10,9,16  
1000.000, 0.10,9,20  
1000.000, 0.10,9,22  
900.000, 0.10,2,23  
900.000, 0.10,2,24  
850.000, 0.10,3,6  
850.000, 0.10,3,25  
850.000, 0.10,3,47  
800.000, 0.10,3,5  
800.000, 0.10,3,11  
800.000, 0.10,3,30  
750.000, 0.10,5,8  
750.000, 0.10,5,12  
750.000, 0.10,5,21  
750.000, 0.10,5,22  
750.000, 0.10,5,39  
700.000, 0.10,6,5  
700.000, 0.10,6,8  
700.000, 0.10,6,12  
700.000, 0.10,6,24  
700.000, 0.10,6,27  
700.000, 0.10,6,31  
650.000, 0.10,2,3  
650.000, 0.10,2,16  
600.000, 0.10,5,4  
600.000, 0.10,5,9  
600.000, 0.10,5,10  
600.000, 0.10,5,16  
600.000, 0.10,5,19  
500.000, 0.10,4,7  
500.000, 0.10,4,19  
500.000, 0.10,4,39  
500.000, 0.10,4,48  
400.000, 0.10,2,20  
400.000, 0.10,2,75  
300.000, 0.10,6,16  
300.000, 0.10,6,29  
300.000, 0.10,6,32  
300.000, 0.10,6,40  
300.000, 0.10,6,64  
300.000, 0.10,6,73  
1000.000, 0.20,7,4  
1000.000, 0.20,7,6  
1000.000, 0.20,7,13  
1000.000, 0.20,7,14  
1000.000, 0.20,7,15  
1000.000, 0.20,7,16  
1000.000, 0.20,7,21  
900.000, 0.20,2,18  
900.000, 0.20,2,27  
850.000, 0.20,4,7  
850.000, 0.20,4,11  
850.000, 0.20,4,24  
850.000, 0.20,4,41  
800.000, 0.20,3,6  
800.000, 0.20,3,12  
800.000, 0.20,3,29  
750.000, 0.20,5,7  
750.000, 0.20,5,10  
750.000, 0.20,5,17  
750.000, 0.20,5,19  
750.000, 0.20,5,30  
700.000, 0.20,5,4  
700.000, 0.20,5,8  
700.000, 0.20,5,20  
700.000, 0.20,5,23  
700.000, 0.20,5,27  
650.000, 0.20,3,4  
650.000, 0.20,3,5  
650.000, 0.20,3,14  
600.000, 0.20,5,2  
600.000, 0.20,5,6  
600.000, 0.20,5,7  
600.000, 0.20,5,13  
600.000, 0.20,5,15  
500.000, 0.20,2,7  
500.000, 0.20,2,44  
400.000, 0.20,2,22  
400.000, 0.20,2,68  
300.000, 0.20,7,13  
300.000, 0.20,7,21  
300.000, 0.20,7,24  
300.000, 0.20,7,25  
300.000, 0.20,7,26  
300.000, 0.20,7,66  
300.000, 0.20,7,73  
1000.000, 0.30,8,4  
1000.000, 0.30,8,6  
1000.000, 0.30,8,9  
1000.000, 0.30,8,15  
1000.000, 0.30,8,16  
1000.000, 0.30,8,17  
1000.000, 0.30,8,19  
1000.000, 0.30,8,21  
900.000, 0.30,3,19  
900.000, 0.30,3,28  
900.000, 0.30,3,33  
850.000, 0.30,6,5  
850.000, 0.30,6,7  
850.000, 0.30,6,10  
850.000, 0.30,6,23  
850.000, 0.30,6,25  
850.000, 0.30,6,43  
800.000, 0.30,2,6  
800.000, 0.30,2,11  
750.000, 0.30,6,6  
750.000, 0.30,6,8  
750.000, 0.30,6,15  
750.000, 0.30,6,16  
750.000, 0.30,6,26  
750.000, 0.30,6,30  
700.000, 0.30,5,4  
700.000, 0.30,5,9  
700.000, 0.30,5,10  
700.000, 0.30,5,24  
700.000, 0.30,5,26  
650.000, 0.30,3,4  
650.000, 0.30,3,6  
650.000, 0.30,3,11  
600.000, 0.30,5,2  
600.000, 0.30,5,4  
600.000, 0.30,5,5  
600.000, 0.30,5,13  
600.000, 0.30,5,15  
500.000, 0.30,4,5  
500.000, 0.30,4,11  
500.000, 0.30,4,22  
500.000, 0.30,4,34  
400.000, 0.30,2,24  
400.000, 0.30,2,42  
300.000, 0.30,7,8  
300.000, 0.30,7,11  
300.000, 0.30,7,22  
300.000, 0.30,7,24  
300.000, 0.30,7,27  
300.000, 0.30,7,34  
300.000, 0.30,7,76  
1000.000, 0.40,7,4  
1000.000, 0.40,7,6  
1000.000, 0.40,7,9  
1000.000, 0.40,7,13  
1000.000, 0.40,7,14  
1000.000, 0.40,7,18  
1000.000, 0.40,7,20  
900.000, 0.40,3,21  
900.000, 0.40,3,31  
900.000, 0.40,3,37  
850.000, 0.40,5,5  
850.000, 0.40,5,11  
850.000, 0.40,5,13  
850.000, 0.40,5,31  
850.000, 0.40,5,49  
800.000, 0.40,1,6  
750.000, 0.40,6,7  
750.000, 0.40,6,11  
750.000, 0.40,6,17  
750.000, 0.40,6,18  
750.000, 0.40,6,24  
750.000, 0.40,6,27  
700.000, 0.40,5,3  
700.000, 0.40,5,9  
700.000, 0.40,5,10  
700.000, 0.40,5,27  
700.000, 0.40,5,29  
650.000, 0.40,4,3  
650.000, 0.40,4,6  
650.000, 0.40,4,12  
650.000, 0.40,4,14  
600.000, 0.40,7,2  
600.000, 0.40,7,5  
600.000, 0.40,7,6  
600.000, 0.40,7,12  
600.000, 0.40,7,16  
600.000, 0.40,7,18  
600.000, 0.40,7,19  
500.000, 0.40,4,7  
500.000, 0.40,4,15  
500.000, 0.40,4,25  
500.000, 0.40,4,40  
400.000, 0.40,2,43  
400.000, 0.40,2,57  
300.000, 0.40,9,10  
300.000, 0.40,9,16  
300.000, 0.40,9,28  
300.000, 0.40,9,29  
300.000, 0.40,9,32  
300.000, 0.40,9,41  
300.000, 0.40,9,67  
300.000, 0.40,9,82  
300.000, 0.40,9,93  
1000.000, 0.50,7,4  
1000.000, 0.50,7,6  
1000.000, 0.50,7,8  
1000.000, 0.50,7,12  
1000.000, 0.50,7,13  
1000.000, 0.50,7,15  
1000.000, 0.50,7,18  
900.000, 0.50,4,8  
900.000, 0.50,4,22  
900.000, 0.50,4,34  
900.000, 0.50,4,42  
850.000, 0.50,6,5  
850.000, 0.50,6,8  
850.000, 0.50,6,9  
850.000, 0.50,6,11  
850.000, 0.50,6,40  
850.000, 0.50,6,53  
800.000, 0.50,1,9  
750.000, 0.50,7,5  
750.000, 0.50,7,8  
750.000, 0.50,7,11  
750.000, 0.50,7,19  
750.000, 0.50,7,21  
750.000, 0.50,7,28  
750.000, 0.50,7,31  
700.000, 0.50,9,2  
700.000, 0.50,9,3  
700.000, 0.50,9,8  
700.000, 0.50,9,10  
700.000, 0.50,9,12  
700.000, 0.50,9,13  
700.000, 0.50,9,15  
700.000, 0.50,9,21  
700.000, 0.50,9,23  
650.000, 0.50,4,4  
650.000, 0.50,4,5  
650.000, 0.50,4,8  
650.000, 0.50,4,10  
600.000, 0.50,7,2  
600.000, 0.50,7,4  
600.000, 0.50,7,5  
600.000, 0.50,7,7  
600.000, 0.50,7,10  
600.000, 0.50,7,13  
600.000, 0.50,7,14  
500.000, 0.50,5,7  
500.000, 0.50,5,17  
500.000, 0.50,5,18  
500.000, 0.50,5,24  
500.000, 0.50,5,49  
400.000, 0.50,3,21  
400.000, 0.50,3,38  
400.000, 0.50,3,56  
300.000, 0.50,8,9  
300.000, 0.50,8,15  
300.000, 0.50,8,29  
300.000, 0.50,8,30  
300.000, 0.50,8,44  
300.000, 0.50,8,61  
300.000, 0.50,8,74  
300.000, 0.50,8,85  
1000.000, 0.60,8,4  
1000.000, 0.60,8,6  
1000.000, 0.60,8,7  
1000.000, 0.60,8,11  
1000.000, 0.60,8,12  
1000.000, 0.60,8,13  
1000.000, 0.60,8,18  
1000.000, 0.60,8,22  
900.000, 0.60,5,4  
900.000, 0.60,5,8  
