level,value,number_of_labels,label 
1000.000, 0.00,4,7  
1000.000, 0.00,4,9  
1000.000, 0.00,4,11  
1000.000, 0.00,4,22  
900.000, 0.00,5,4  
900.000, 0.00,5,17  
900.000, 0.00,5,22  
900.000, 0.00,5,23  
900.000, 0.00,5,24  
850.000, 0.00,7,7  
850.000, 0.00,7,14  
850.000, 0.00,7,32  
850.000, 0.00,7,39  
850.000, 0.00,7,44  
850.000, 0.00,7,47  
850.000, 0.00,7,52  
800.000, 0.00,3,6  
800.000, 0.00,3,9  
800.000, 0.00,3,24  
750.000, 0.00,4,6  
750.000, 0.00,4,8  
750.000, 0.00,4,30  
750.000, 0.00,4,31  
700.000, 0.00,6,4  
700.000, 0.00,6,5  
700.000, 0.00,6,13  
700.000, 0.00,6,14  
700.000, 0.00,6,15  
700.000, 0.00,6,17  
650.000, 0.00,2,14  
650.000, 0.00,2,18  
600.000, 0.00,3,4  
600.000, 0.00,3,9  
600.000, 0.00,3,15  
500.000, 0.00,3,15  
500.000, 0.00,3,22  
500.000, 0.00,3,30  
400.000, 0.00,3,7  
400.000, 0.00,3,11  
400.000, 0.00,3,39  
300.000, 0.00,7,8  
300.000, 0.00,7,26  
300.000, 0.00,7,32  
300.000, 0.00,7,36  
300.000, 0.00,7,42  
300.000, 0.00,7,50  
300.000, 0.00,7,62  
1000.000, 0.10,3,8  
1000.000, 0.10,3,10  
1000.000, 0.10,3,20  
900.000, 0.10,4,4  
900.000, 0.10,4,17  
900.000, 0.10,4,22  
900.000, 0.10,4,30  
850.000, 0.10,3,5  
850.000, 0.10,3,30  
850.000, 0.10,3,47  
800.000, 0.10,3,5  
800.000, 0.10,3,9  
800.000, 0.10,3,20  
750.000, 0.10,2,7  
750.000, 0.10,2,28  
700.000, 0.10,4,5  
700.000, 0.10,4,8  
700.000, 0.10,4,23  
700.000, 0.10,4,26  
650.000, 0.10,3,6  
650.000, 0.10,3,14  
650.000, 0.10,3,17  
600.000, 0.10,3,5  
600.000, 0.10,3,9  
600.000, 0.10,3,17  
500.000, 0.10,3,14  
500.000, 0.10,3,20  
500.000, 0.10,3,22  
400.000, 0.10,1,8  
300.000, 0.10,10,7  
300.000, 0.10,10,24  
300.000, 0.10,10,30  
300.000, 0.10,10,35  
300.000, 0.10,10,37  
300.000, 0.10,10,45  
300.000, 0.10,10,52  
300.000, 0.10,10,57  
300.000, 0.10,10,58  
300.000, 0.10,10,63  
1000.000, 0.20,4,4  
1000.000, 0.20,4,8  
1000.000, 0.20,4,11  
1000.000, 0.20,4,20  
900.000, 0.20,6,5  
900.000, 0.20,6,8  
900.000, 0.20,6,20  
900.000, 0.20,6,22  
900.000, 0.20,6,25  
900.000, 0.20,6,31  
850.000, 0.20,3,8  
850.000, 0.20,3,32  
850.000, 0.20,3,49  
800.000, 0.20,3,5  
