level,value,number_of_labels,label 
1000.000, 0.00,3,8  
1000.000, 0.00,3,9  
1000.000, 0.00,3,12  
900.000, 0.00,4,8  
900.000, 0.00,4,13  
900.000, 0.00,4,25  
900.000, 0.00,4,26  
850.000, 0.00,2,10  
850.000, 0.00,2,28  
800.000, 0.00,6,3  
800.000, 0.00,6,9  
800.000, 0.00,6,12  
800.000, 0.00,6,21  
800.000, 0.00,6,23  
800.000, 0.00,6,29  
750.000, 0.00,1,17  
700.000, 0.00,2,2  
700.000, 0.00,2,11  
650.000, 0.00,1,20  
600.000, 0.00,2,9  
600.000, 0.00,2,12  
500.000, 0.00,3,7  
500.000, 0.00,3,8  
500.000, 0.00,3,27  
400.000, 0.00,6,12  
400.000, 0.00,6,18  
400.000, 0.00,6,19  
400.000, 0.00,6,27  
400.000, 0.00,6,51  
400.000, 0.00,6,86  
300.000, 0.00,8,9  
300.000, 0.00,8,18  
300.000, 0.00,8,44  
300.000, 0.00,8,50  
300.000, 0.00,8,60  
300.000, 0.00,8,83  
300.000, 0.00,8,84  
300.000, 0.00,8,86  
1000.000, 0.10,4,7  
1000.000, 0.10,4,9  
1000.000, 0.10,4,11  
1000.000, 0.10,4,15  
900.000, 0.10,4,5  
900.000, 0.10,4,9  
900.000, 0.10,4,24  
900.000, 0.10,4,25  
850.000, 0.10,3,10  
850.000, 0.10,3,29  
850.000, 0.10,3,32  
800.000, 0.10,5,6  
800.000, 0.10,5,14  
800.000, 0.10,5,16  
800.000, 0.10,5,20  
800.000, 0.10,5,31  
750.000, 0.10,1,19  
700.000, 0.10,3,2  
700.000, 0.10,3,10  
700.000, 0.10,3,16  
600.000, 0.10,1,10  
500.000, 0.10,2,8  
500.000, 0.10,2,29  
400.000, 0.10,4,7  
400.000, 0.10,4,13  
400.000, 0.10,4,14  
400.000, 0.10,4,46  
300.000, 0.10,7,7  
300.000, 0.10,7,15  
300.000, 0.10,7,33  
300.000, 0.10,7,36  
300.000, 0.10,7,43  
300.000, 0.10,7,80  
300.000, 0.10,7,83  
1000.000, 0.20,4,7  
1000.000, 0.20,4,9  
1000.000, 0.20,4,13  
1000.000, 0.20,4,16  
900.000, 0.20,3,6  
900.000, 0.20,3,32  
900.000, 0.20,3,33  
850.000, 0.20,2,8  
850.000, 0.20,2,29  
800.000, 0.20,3,5  
800.000, 0.20,3,14  
800.000, 0.20,3,18  
750.000, 0.20,2,12  
750.000, 0.20,2,15  
700.000, 0.20,3,2  
700.000, 0.20,3,8  
700.000, 0.20,3,12  
600.000, 0.20,1,11  
500.000, 0.20,2,9  
500.000, 0.20,2,33  
400.000, 0.20,6,9  
400.000, 0.20,6,14  
400.000, 0.20,6,17  
400.000, 0.20,6,18  
400.000, 0.20,6,52  
400.000, 0.20,6,81  
300.000, 0.20,7,8  
300.000, 0.20,7,26  
300.000, 0.20,7,35  
300.000, 0.20,7,41  
300.000, 0.20,7,47  
300.000, 0.20,7,80  
300.000, 0.20,7,83  
1000.000, 0.30,3,7  
1000.000, 0.30,3,9  
1000.000, 0.30,3,11  
900.000, 0.30,5,5  
900.000, 0.30,5,13  
900.000, 0.30,5,22  
900.000, 0.30,5,29  
900.000, 0.30,5,30  
850.000, 0.30,2,10  
850.000, 0.30,2,36  
800.000, 0.30,3,3  
800.000, 0.30,3,12  
800.000, 0.30,3,14  
750.000, 0.30,2,4  
750.000, 0.30,2,21  
700.000, 0.30,3,2  
700.000, 0.30,3,6  
700.000, 0.30,3,8  
650.000, 0.30,1,3  
600.000, 0.30,1,8  
500.000, 0.30,2,9  
500.000, 0.30,2,26  
400.000, 0.30,7,9  
400.000, 0.30,7,15  
400.000, 0.30,7,18  
400.000, 0.30,7,19  
400.000, 0.30,7,30  
400.000, 0.30,7,53  
400.000, 0.30,7,79  
300.000, 0.30,5,6  
300.000, 0.30,5,21  
300.000, 0.30,5,45  
300.000, 0.30,5,79  
300.000, 0.30,5,82  
1000.000, 0.40,3,6  
1000.000, 0.40,3,8  
1000.000, 0.40,3,10  
900.000, 0.40,5,5  
900.000, 0.40,5,14  
900.000, 0.40,5,17  
900.000, 0.40,5,30  
900.000, 0.40,5,35  
850.000, 0.40,3,2  
850.000, 0.40,3,9  
850.000, 0.40,3,35  
800.000, 0.40,3,3  
800.000, 0.40,3,13  
800.000, 0.40,3,20  
750.000, 0.40,3,2  
750.000, 0.40,3,5  
750.000, 0.40,3,23  
700.000, 0.40,2,2  
700.000, 0.40,2,6  
650.000, 0.40,1,3  
600.000, 0.40,1,7  
500.000, 0.40,2,10  
500.000, 0.40,2,32  
400.000, 0.40,6,15  
400.000, 0.40,6,17  
400.000, 0.40,6,18  
400.000, 0.40,6,27  
400.000, 0.40,6,49  
400.000, 0.40,6,68  
300.000, 0.40,2,6  
300.000, 0.40,2,30  
1000.000, 0.50,3,6  
1000.000, 0.50,3,7  
1000.000, 0.50,3,9  
900.000, 0.50,5,5  
900.000, 0.50,5,7  
900.000, 0.50,5,14  
900.000, 0.50,5,17  
900.000, 0.50,5,28  
850.000, 0.50,3,3  
850.000, 0.50,3,8  
850.000, 0.50,3,34  
800.000, 0.50,3,5  
800.000, 0.50,3,15  
800.000, 0.50,3,25  
750.000, 0.50,4,4  
750.000, 0.50,4,9  
750.000, 0.50,4,19  
750.000, 0.50,4,20  
700.000, 0.50,3,3  
700.000, 0.50,3,11  
700.000, 0.50,3,17  
650.000, 0.50,2,3  
650.000, 0.50,2,4  
600.000, 0.50,1,7  
500.000, 0.50,2,12  
500.000, 0.50,2,31  
400.000, 0.50,6,10  
400.000, 0.50,6,13  
400.000, 0.50,6,14  
400.000, 0.50,6,25  
400.000, 0.50,6,48  
400.000, 0.50,6,68  
300.000, 0.50,2,6  
300.000, 0.50,2,29  
1000.000, 0.60,3,6  
1000.000, 0.60,3,7  
1000.000, 0.60,3,9  
900.000, 0.60,4,5  
900.000, 0.60,4,8  
900.000, 0.60,4,17  
900.000, 0.60,4,19  
850.000, 0.60,3,2  
850.000, 0.60,3,8  
850.000, 0.60,3,31  
800.000, 0.60,2,12  
800.000, 0.60,2,22  
750.000, 0.60,3,5  
750.000, 0.60,3,9  
750.000, 0.60,3,19  
