level,value,number_of_labels,label 
1000.000, 0.00,3,6  
1000.000, 0.00,3,15  
1000.000, 0.00,3,17  
900.000, 0.00,1,15  
800.000, 0.00,6,4  
800.000, 0.00,6,6  
800.000, 0.00,6,10  
800.000, 0.00,6,21  
800.000, 0.00,6,23  
800.000, 0.00,6,29  
750.000, 0.00,7,5  
750.000, 0.00,7,6  
750.000, 0.00,7,9  
750.000, 0.00,7,18  
750.000, 0.00,7,27  
750.000, 0.00,7,37  
750.000, 0.00,7,41  
700.000, 0.00,4,2  
700.000, 0.00,4,3  
700.000, 0.00,4,19  
700.000, 0.00,4,25  
650.000, 0.00,3,3  
650.000, 0.00,3,18  
650.000, 0.00,3,20  
600.000, 0.00,3,8  
600.000, 0.00,3,15  
600.000, 0.00,3,22  
500.000, 0.00,7,9  
500.000, 0.00,7,12  
500.000, 0.00,7,28  
500.000, 0.00,7,30  
500.000, 0.00,7,39  
500.000, 0.00,7,46  
500.000, 0.00,7,51  
400.000, 0.00,8,4  
400.000, 0.00,8,14  
400.000, 0.00,8,21  
400.000, 0.00,8,27  
400.000, 0.00,8,32  
400.000, 0.00,8,52  
400.000, 0.00,8,65  
400.000, 0.00,8,77  
300.000, 0.00,8,7  
300.000, 0.00,8,10  
300.000, 0.00,8,22  
300.000, 0.00,8,29  
300.000, 0.00,8,32  
300.000, 0.00,8,35  
300.000, 0.00,8,61  
300.000, 0.00,8,110  
1000.000, 0.10,3,6  
1000.000, 0.10,3,16  
1000.000, 0.10,3,20  
800.000, 0.10,5,5  
800.000, 0.10,5,7  
800.000, 0.10,5,22  
800.000, 0.10,5,31  
800.000, 0.10,5,35  
750.000, 0.10,6,4  
750.000, 0.10,6,5  
750.000, 0.10,6,8  
750.000, 0.10,6,28  
750.000, 0.10,6,41  
750.000, 0.10,6,43  
700.000, 0.10,4,2  
700.000, 0.10,4,3  
700.000, 0.10,4,23  
700.000, 0.10,4,28  
650.000, 0.10,6,3  
650.000, 0.10,6,12  
650.000, 0.10,6,14  
650.000, 0.10,6,20  
650.000, 0.10,6,22  
650.000, 0.10,6,23  
600.000, 0.10,4,9  
600.000, 0.10,4,14  
600.000, 0.10,4,21  
600.000, 0.10,4,22  
500.000, 0.10,5,13  
500.000, 0.10,5,28  
500.000, 0.10,5,30  
500.000, 0.10,5,37  
500.000, 0.10,5,49  
400.000, 0.10,9,4  
400.000, 0.10,9,10  
400.000, 0.10,9,15  
400.000, 0.10,9,21  
400.000, 0.10,9,32  
400.000, 0.10,9,38  
400.000, 0.10,9,55  
400.000, 0.10,9,69  
400.000, 0.10,9,77  
300.000, 0.10,7,8  
300.000, 0.10,7,10  
300.000, 0.10,7,15  
300.000, 0.10,7,35  
300.000, 0.10,7,38  
300.000, 0.10,7,67  
300.000, 0.10,7,104  
1000.000, 0.20,3,6  
1000.000, 0.20,3,16  
1000.000, 0.20,3,19  
900.000, 0.20,2,16  
