level,value,number_of_labels,label 
1000.000, 0.00,5,4  
1000.000, 0.00,5,6  
1000.000, 0.00,5,12  
1000.000, 0.00,5,15  
1000.000, 0.00,5,19  
900.000, 0.00,2,13  
900.000, 0.00,2,19  
850.000, 0.00,4,11  
850.000, 0.00,4,29  
850.000, 0.00,4,32  
850.000, 0.00,4,33  
800.000, 0.00,3,19  
800.000, 0.00,3,23  
800.000, 0.00,3,26  
750.000, 0.00,6,8  
750.000, 0.00,6,19  
750.000, 0.00,6,20  
750.000, 0.00,6,21  
750.000, 0.00,6,22  
750.000, 0.00,6,28  
700.000, 0.00,3,12  
700.000, 0.00,3,15  
700.000, 0.00,3,16  
600.000, 0.00,2,12  
600.000, 0.00,2,15  
500.000, 0.00,4,8  
500.000, 0.00,4,18  
500.000, 0.00,4,36  
500.000, 0.00,4,40  
400.000, 0.00,6,4  
400.000, 0.00,6,6  
400.000, 0.00,6,22  
400.000, 0.00,6,29  
400.000, 0.00,6,42  
400.000, 0.00,6,54  
300.000, 0.00,4,28  
300.000, 0.00,4,29  
300.000, 0.00,4,31  
300.000, 0.00,4,45  
1000.000, 0.10,5,5  
1000.000, 0.10,5,7  
1000.000, 0.10,5,14  
1000.000, 0.10,5,16  
1000.000, 0.10,5,20  
900.000, 0.10,2,13  
900.000, 0.10,2,20  
850.000, 0.10,6,6  
850.000, 0.10,6,12  
850.000, 0.10,6,26  
850.000, 0.10,6,28  
850.000, 0.10,6,31  
850.000, 0.10,6,40  
800.000, 0.10,5,9  
800.000, 0.10,5,15  
800.000, 0.10,5,18  
800.000, 0.10,5,21  
800.000, 0.10,5,26  
750.000, 0.10,5,10  
750.000, 0.10,5,22  
750.000, 0.10,5,23  
750.000, 0.10,5,25  
750.000, 0.10,5,29  
700.000, 0.10,5,3  
700.000, 0.10,5,12  
700.000, 0.10,5,15  
700.000, 0.10,5,18  
700.000, 0.10,5,19  
650.000, 0.10,1,14  
600.000, 0.10,2,9  
600.000, 0.10,2,12  
500.000, 0.10,4,6  
500.000, 0.10,4,12  
500.000, 0.10,4,32  
500.000, 0.10,4,36  
400.000, 0.10,8,8  
400.000, 0.10,8,11  
400.000, 0.10,8,14  
400.000, 0.10,8,27  
400.000, 0.10,8,33  
400.000, 0.10,8,45  
400.000, 0.10,8,53  
400.000, 0.10,8,57  
300.000, 0.10,2,25  
300.000, 0.10,2,28  
1000.000, 0.20,5,5  
1000.000, 0.20,5,7  
1000.000, 0.20,5,14  
1000.000, 0.20,5,16  
1000.000, 0.20,5,21  
900.000, 0.20,3,12  
900.000, 0.20,3,17  
900.000, 0.20,3,19  
850.000, 0.20,5,4  
