level,value,number_of_labels,label
600.0,0.0,2,6
600.0,0.0,2,15
600.0,0.1,3,6
600.0,0.1,3,7
600.0,0.1,3,14
600.0,0.2,4,5
600.0,0.2,4,6
600.0,0.2,4,14
600.0,0.2,4,21
600.0,0.3,4,3
600.0,0.3,4,5
600.0,0.3,4,6
600.0,0.3,4,14
600.0,0.4,3,3
600.0,0.4,3,6
600.0,0.4,3,13
600.0,0.5,4,3
600.0,0.5,4,6
600.0,0.5,4,13
600.0,0.5,4,14
600.0,0.6,5,4
600.0,0.6,5,5
600.0,0.6,5,15
600.0,0.6,5,16
600.0,0.6,5,25
600.0,0.7,5,4
600.0,0.7,5,5
600.0,0.7,5,14
600.0,0.7,5,15
600.0,0.7,5,16
600.0,0.8,4,5
600.0,0.8,4,17
600.0,0.8,4,18
600.0,0.8,4,20
600.0,0.9,5,5
600.0,0.9,5,14
600.0,0.9,5,18
600.0,0.9,5,19
600.0,0.9,5,20
600.0,1.0,6,4
600.0,1.0,6,16
600.0,1.0,6,21
600.0,1.0,6,22
600.0,1.0,6,23
600.0,1.0,6,29
600.0,1.1,6,4
600.0,1.1,6,11
600.0,1.1,6,16
600.0,1.1,6,17
600.0,1.1,6,18
600.0,1.1,6,25
600.0,1.2,5,2
600.0,1.2,5,7
600.0,1.2,5,11
600.0,1.2,5,12
600.0,1.2,5,17
600.0,1.3,5,3
600.0,1.3,5,10
600.0,1.3,5,16
600.0,1.3,5,17
600.0,1.3,5,21
600.0,1.4,7,3
600.0,1.4,7,4
600.0,1.4,7,12
600.0,1.4,7,17
600.0,1.4,7,18
600.0,1.4,7,19
600.0,1.4,7,24
600.0,1.5,6,3
600.0,1.5,6,11
600.0,1.5,6,18
600.0,1.5,6,19
600.0,1.5,6,20
600.0,1.5,6,22
600.0,1.6,6,3
600.0,1.6,6,10
600.0,1.6,6,14
600.0,1.6,6,15
600.0,1.6,6,16
600.0,1.6,6,18
600.0,1.7,6,3
600.0,1.7,6,8
600.0,1.7,6,10
600.0,1.7,6,11
600.0,1.7,6,12
600.0,1.7,6,13
600.0,1.8,5,3
600.0,1.8,5,14
600.0,1.8,5,15
600.0,1.8,5,16
600.0,1.8,5,17
600.0,1.9,5,2
600.0,1.9,5,12
600.0,1.9,5,13
600.0,1.9,5,14
600.0,1.9,5,15
600.0,2.0,5,2
600.0,2.0,5,13
600.0,2.0,5,14
600.0,2.0,5,15
600.0,2.0,5,17
600.0,2.1,6,2
600.0,2.1,6,7
600.0,2.1,6,17
600.0,2.1,6,18
600.0,2.1,6,19
600.0,2.1,6,22
600.0,2.2,6,2
600.0,2.2,6,8
600.0,2.2,6,19
600.0,2.2,6,20
600.0,2.2,6,21
600.0,2.2,6,24
600.0,2.3,4,2
600.0,2.3,4,8
600.0,2.3,4,17
600.0,2.3,4,19
600.0,2.4,4,2
600.0,2.4,4,6
600.0,2.4,4,19
600.0,2.4,4,21
600.0,2.5,4,2
600.0,2.5,4,6
600.0,2.5,4,18
600.0,2.5,4,20
600.0,2.6,3,2
600.0,2.6,3,13
600.0,2.6,3,14
