level,value,number_of_labels,label 
1000.000, 0.00,3,7  
1000.000, 0.00,3,8  
1000.000, 0.00,3,9  
900.000, 0.00,2,22  
900.000, 0.00,2,28  
850.000, 0.00,1,29  
800.000, 0.00,4,5  
800.000, 0.00,4,10  
800.000, 0.00,4,17  
800.000, 0.00,4,22  
750.000, 0.00,1,17  
700.000, 0.00,3,2  
700.000, 0.00,3,15  
700.000, 0.00,3,22  
650.000, 0.00,1,12  
600.000, 0.00,1,11  
500.000, 0.00,2,12  
500.000, 0.00,2,45  
400.000, 0.00,3,16  
400.000, 0.00,3,35  
400.000, 0.00,3,55  
300.000, 0.00,7,7  
300.000, 0.00,7,9  
300.000, 0.00,7,23  
300.000, 0.00,7,26  
300.000, 0.00,7,31  
300.000, 0.00,7,45  
300.000, 0.00,7,80  
1000.000, 0.10,3,6  
1000.000, 0.10,3,7  
1000.000, 0.10,3,9  
900.000, 0.10,3,21  
900.000, 0.10,3,31  
900.000, 0.10,3,32  
850.000, 0.10,2,17  
850.000, 0.10,2,26  
800.000, 0.10,3,9  
800.000, 0.10,3,16  
800.000, 0.10,3,21  
750.000, 0.10,2,10  
750.000, 0.10,2,14  
700.000, 0.10,2,2  
700.000, 0.10,2,17  
650.000, 0.10,2,8  
650.000, 0.10,2,14  
600.000, 0.10,2,7  
600.000, 0.10,2,12  
500.000, 0.10,1,14  
400.000, 0.10,4,17  
400.000, 0.10,4,38  
400.000, 0.10,4,54  
400.000, 0.10,4,59  
300.000, 0.10,8,7  
300.000, 0.10,8,9  
300.000, 0.10,8,23  
300.000, 0.10,8,25  
300.000, 0.10,8,27  
300.000, 0.10,8,30  
300.000, 0.10,8,48  
300.000, 0.10,8,77  
1000.000, 0.20,3,5  
1000.000, 0.20,3,6  
1000.000, 0.20,3,9  
900.000, 0.20,3,9  
900.000, 0.20,3,24  
900.000, 0.20,3,25  
850.000, 0.20,2,4  
850.000, 0.20,2,24  
800.000, 0.20,1,20  
750.000, 0.20,3,1  
750.000, 0.20,3,8  
750.000, 0.20,3,13  
700.000, 0.20,2,2  
700.000, 0.20,2,26  
650.000, 0.20,2,9  
650.000, 0.20,2,18  
600.000, 0.20,2,7  
600.000, 0.20,2,11  
500.000, 0.20,1,13  
400.000, 0.20,4,33  
400.000, 0.20,4,41  
400.000, 0.20,4,49  
400.000, 0.20,4,53  
300.000, 0.20,9,5  
300.000, 0.20,9,7  
300.000, 0.20,9,20  
300.000, 0.20,9,22  
300.000, 0.20,9,25  
300.000, 0.20,9,28  
300.000, 0.20,9,29  
300.000, 0.20,9,49  
300.000, 0.20,9,76  
1000.000, 0.30,3,5  
1000.000, 0.30,3,6  
1000.000, 0.30,3,9  
900.000, 0.30,5,6  
900.000, 0.30,5,9  
900.000, 0.30,5,11  
900.000, 0.30,5,29  
900.000, 0.30,5,31  
850.000, 0.30,2,4  
