level,value,number_of_labels,label 
1000.000, 0.00,3,5  
1000.000, 0.00,3,10  
1000.000, 0.00,3,11  
900.000, 0.00,1,17  
850.000, 0.00,2,7  
850.000, 0.00,2,26  
800.000, 0.00,6,10  
800.000, 0.00,6,19  
800.000, 0.00,6,32  
800.000, 0.00,6,35  
800.000, 0.00,6,39  
800.000, 0.00,6,41  
750.000, 0.00,7,8  
750.000, 0.00,7,11  
750.000, 0.00,7,12  
750.000, 0.00,7,22  
750.000, 0.00,7,26  
750.000, 0.00,7,28  
750.000, 0.00,7,31  
700.000, 0.00,5,5  
700.000, 0.00,5,8  
700.000, 0.00,5,12  
700.000, 0.00,5,18  
700.000, 0.00,5,20  
650.000, 0.00,1,5  
600.000, 0.00,1,14  
500.000, 0.00,1,24  
400.000, 0.00,1,18  
300.000, 0.00,5,10  
300.000, 0.00,5,11  
300.000, 0.00,5,15  
300.000, 0.00,5,30  
300.000, 0.00,5,68  
1000.000, 0.10,5,5  
1000.000, 0.10,5,9  
1000.000, 0.10,5,11  
1000.000, 0.10,5,12  
1000.000, 0.10,5,13  
850.000, 0.10,2,7  
850.000, 0.10,2,20  
800.000, 0.10,5,10  
800.000, 0.10,5,28  
800.000, 0.10,5,36  
800.000, 0.10,5,40  
800.000, 0.10,5,44  
750.000, 0.10,7,6  
750.000, 0.10,7,10  
750.000, 0.10,7,11  
750.000, 0.10,7,23  
750.000, 0.10,7,25  
750.000, 0.10,7,27  
750.000, 0.10,7,34  
700.000, 0.10,7,5  
700.000, 0.10,7,6  
700.000, 0.10,7,11  
700.000, 0.10,7,14  
700.000, 0.10,7,18  
700.000, 0.10,7,25  
700.000, 0.10,7,32  
650.000, 0.10,2,5  
650.000, 0.10,2,8  
600.000, 0.10,1,12  
500.000, 0.10,3,2  
500.000, 0.10,3,10  
500.000, 0.10,3,24  
400.000, 0.10,2,7  
400.000, 0.10,2,22  
300.000, 0.10,6,10  
300.000, 0.10,6,12  
300.000, 0.10,6,15  
300.000, 0.10,6,28  
300.000, 0.10,6,57  
300.000, 0.10,6,66  
1000.000, 0.20,5,6  
1000.000, 0.20,5,10  
1000.000, 0.20,5,12  
1000.000, 0.20,5,14  
1000.000, 0.20,5,20  
800.000, 0.20,4,12  
800.000, 0.20,4,24  
800.000, 0.20,4,29  
800.000, 0.20,4,38  
750.000, 0.20,6,4  
750.000, 0.20,6,9  
750.000, 0.20,6,10  
750.000, 0.20,6,22  
750.000, 0.20,6,23  
750.000, 0.20,6,29  
700.000, 0.20,5,5  
700.000, 0.20,5,13  
700.000, 0.20,5,17  
700.000, 0.20,5,29  
700.000, 0.20,5,35  
650.000, 0.20,3,4  
650.000, 0.20,3,8  
650.000, 0.20,3,23  
600.000, 0.20,1,18  
500.000, 0.20,3,3  
500.000, 0.20,3,19  
500.000, 0.20,3,23  
400.000, 0.20,2,16  
400.000, 0.20,2,26  
300.000, 0.20,6,10  
300.000, 0.20,6,11  
300.000, 0.20,6,14  
300.000, 0.20,6,29  
300.000, 0.20,6,58  
300.000, 0.20,6,70  
1000.000, 0.30,4,7  
1000.000, 0.30,4,11  
1000.000, 0.30,4,14  
1000.000, 0.30,4,24  
900.000, 0.30,5,7  
900.000, 0.30,5,15  
900.000, 0.30,5,23  
900.000, 0.30,5,24  
900.000, 0.30,5,26  
850.000, 0.30,1,39  
800.000, 0.30,2,11  
800.000, 0.30,2,31  
750.000, 0.30,6,4  
750.000, 0.30,6,5  
750.000, 0.30,6,7  
750.000, 0.30,6,18  
750.000, 0.30,6,23  
750.000, 0.30,6,31  
700.000, 0.30,3,13  
700.000, 0.30,3,26  
