level,value,number_of_labels,label 
1000.000, 0.00,6,7  
1000.000, 0.00,6,8  
1000.000, 0.00,6,10  
1000.000, 0.00,6,19  
1000.000, 0.00,6,22  
1000.000, 0.00,6,30  
900.000, 0.00,4,5  
900.000, 0.00,4,9  
900.000, 0.00,4,10  
900.000, 0.00,4,15  
850.000, 0.00,7,5  
850.000, 0.00,7,22  
850.000, 0.00,7,28  
850.000, 0.00,7,33  
850.000, 0.00,7,34  
850.000, 0.00,7,51  
850.000, 0.00,7,62  
800.000, 0.00,5,4  
800.000, 0.00,5,12  
800.000, 0.00,5,14  
800.000, 0.00,5,19  
800.000, 0.00,5,26  
750.000, 0.00,6,4  
750.000, 0.00,6,10  
750.000, 0.00,6,14  
750.000, 0.00,6,19  
750.000, 0.00,6,20  
750.000, 0.00,6,34  
700.000, 0.00,3,4  
700.000, 0.00,3,12  
700.000, 0.00,3,29  
650.000, 0.00,3,7  
650.000, 0.00,3,20  
650.000, 0.00,3,23  
600.000, 0.00,4,3  
600.000, 0.00,4,17  
600.000, 0.00,4,23  
600.000, 0.00,4,26  
500.000, 0.00,13,5  
500.000, 0.00,13,7  
500.000, 0.00,13,10  
500.000, 0.00,13,14  
500.000, 0.00,13,16  
500.000, 0.00,13,20  
500.000, 0.00,13,24  
500.000, 0.00,13,32  
500.000, 0.00,13,40  
500.000, 0.00,13,53  
500.000, 0.00,13,57  
500.000, 0.00,13,61  
500.000, 0.00,13,70  
400.000, 0.00,8,12  
400.000, 0.00,8,21  
400.000, 0.00,8,25  
400.000, 0.00,8,30  
400.000, 0.00,8,40  
400.000, 0.00,8,45  
400.000, 0.00,8,62  
400.000, 0.00,8,67  
300.000, 0.00,6,14  
300.000, 0.00,6,17  
300.000, 0.00,6,18  
300.000, 0.00,6,25  
300.000, 0.00,6,45  
300.000, 0.00,6,59  
1000.000, 0.10,6,5  
1000.000, 0.10,6,6  
1000.000, 0.10,6,8  
1000.000, 0.10,6,15  
1000.000, 0.10,6,18  
1000.000, 0.10,6,27  
900.000, 0.10,5,7  
900.000, 0.10,5,14  
900.000, 0.10,5,15  
900.000, 0.10,5,16  
900.000, 0.10,5,18  
850.000, 0.10,5,5  
850.000, 0.10,5,32  
850.000, 0.10,5,38  
850.000, 0.10,5,53  
850.000, 0.10,5,61  
800.000, 0.10,6,5  
800.000, 0.10,6,10  
800.000, 0.10,6,16  
800.000, 0.10,6,19  
800.000, 0.10,6,24  
800.000, 0.10,6,32  
750.000, 0.10,6,3  
750.000, 0.10,6,10  
750.000, 0.10,6,16  
750.000, 0.10,6,19  
750.000, 0.10,6,21  
750.000, 0.10,6,37  
700.000, 0.10,2,17  
700.000, 0.10,2,29  
650.000, 0.10,3,4  
650.000, 0.10,3,19  
650.000, 0.10,3,22  
600.000, 0.10,5,4  
600.000, 0.10,5,9  
600.000, 0.10,5,14  
600.000, 0.10,5,17  
600.000, 0.10,5,20  
500.000, 0.10,11,4  
500.000, 0.10,11,9  
500.000, 0.10,11,15  
500.000, 0.10,11,17  
500.000, 0.10,11,22  
500.000, 0.10,11,26  
500.000, 0.10,11,31  
500.000, 0.10,11,34  
500.000, 0.10,11,39  
500.000, 0.10,11,54  
500.000, 0.10,11,61  
400.000, 0.10,7,8  
400.000, 0.10,7,21  
400.000, 0.10,7,25  
400.000, 0.10,7,35  
400.000, 0.10,7,39  
400.000, 0.10,7,53  
400.000, 0.10,7,59  
300.000, 0.10,5,11  
300.000, 0.10,5,20  
300.000, 0.10,5,29  
300.000, 0.10,5,44  
300.000, 0.10,5,57  
1000.000, 0.20,3,9  
1000.000, 0.20,3,16  
1000.000, 0.20,3,28  
900.000, 0.20,5,6  
900.000, 0.20,5,15  
900.000, 0.20,5,18  
900.000, 0.20,5,20  
900.000, 0.20,5,21  
850.000, 0.20,5,9  
850.000, 0.20,5,22  
850.000, 0.20,5,37  
850.000, 0.20,5,43  
850.000, 0.20,5,67  
800.000, 0.20,5,5  
800.000, 0.20,5,8  
800.000, 0.20,5,17  
800.000, 0.20,5,25  
800.000, 0.20,5,32  
750.000, 0.20,6,3  
750.000, 0.20,6,9  
750.000, 0.20,6,17  
750.000, 0.20,6,24  
750.000, 0.20,6,25  
750.000, 0.20,6,40  
700.000, 0.20,3,15  
700.000, 0.20,3,16  
700.000, 0.20,3,27  
650.000, 0.20,4,4  
650.000, 0.20,4,15  
650.000, 0.20,4,17  
650.000, 0.20,4,19  
600.000, 0.20,5,4  
600.000, 0.20,5,8  
600.000, 0.20,5,13  
600.000, 0.20,5,16  
600.000, 0.20,5,19  
500.000, 0.20,10,4  
500.000, 0.20,10,9  
500.000, 0.20,10,13  
500.000, 0.20,10,20  
500.000, 0.20,10,24  
500.000, 0.20,10,29  
500.000, 0.20,10,32  
500.000, 0.20,10,49  
500.000, 0.20,10,57  
500.000, 0.20,10,65  
400.000, 0.20,8,9  
400.000, 0.20,8,18  
400.000, 0.20,8,23  
400.000, 0.20,8,33  
400.000, 0.20,8,37  
400.000, 0.20,8,53  
400.000, 0.20,8,59  
400.000, 0.20,8,71  
300.000, 0.20,5,10  
300.000, 0.20,5,20  
300.000, 0.20,5,27  
300.000, 0.20,5,44  
300.000, 0.20,5,57  
1000.000, 0.30,4,7  
1000.000, 0.30,4,13  
1000.000, 0.30,4,15  
1000.000, 0.30,4,24  
900.000, 0.30,4,4  
900.000, 0.30,4,17  
900.000, 0.30,4,21  
900.000, 0.30,4,22  
850.000, 0.30,4,8  
850.000, 0.30,4,21  
850.000, 0.30,4,34  
850.000, 0.30,4,42  
800.000, 0.30,5,4  
800.000, 0.30,5,9  
800.000, 0.30,5,18  
800.000, 0.30,5,24  
800.000, 0.30,5,32  
750.000, 0.30,7,4  
750.000, 0.30,7,8  
750.000, 0.30,7,15  
750.000, 0.30,7,20  
750.000, 0.30,7,21  
750.000, 0.30,7,23  
750.000, 0.30,7,33  
700.000, 0.30,2,20  
700.000, 0.30,2,22  
650.000, 0.30,3,3  
650.000, 0.30,3,8  
650.000, 0.30,3,10  
600.000, 0.30,4,8  
600.000, 0.30,4,10  
600.000, 0.30,4,18  
600.000, 0.30,4,21  
500.000, 0.30,8,3  
500.000, 0.30,8,8  
500.000, 0.30,8,11  
500.000, 0.30,8,20  
500.000, 0.30,8,25  
500.000, 0.30,8,29  
500.000, 0.30,8,50  
500.000, 0.30,8,58  
400.000, 0.30,6,18  
400.000, 0.30,6,21  
400.000, 0.30,6,34  
400.000, 0.30,6,38  
