level,value,number_of_labels,label 
1000.000, 0.00,3,5  
1000.000, 0.00,3,10  
1000.000, 0.00,3,16  
850.000, 0.00,3,14  
850.000, 0.00,3,42  
850.000, 0.00,3,53  
800.000, 0.00,3,4  
800.000, 0.00,3,5  
800.000, 0.00,3,28  
750.000, 0.00,3,3  
750.000, 0.00,3,28  
750.000, 0.00,3,38  
700.000, 0.00,3,2  
700.000, 0.00,3,24  
700.000, 0.00,3,27  
650.000, 0.00,4,7  
650.000, 0.00,4,18  
650.000, 0.00,4,19  
650.000, 0.00,4,21  
600.000, 0.00,3,10  
600.000, 0.00,3,18  
600.000, 0.00,3,21  
500.000, 0.00,2,15  
500.000, 0.00,2,36  
400.000, 0.00,3,6  
400.000, 0.00,3,27  
400.000, 0.00,3,33  
300.000, 0.00,6,8  
300.000, 0.00,6,11  
300.000, 0.00,6,14  
300.000, 0.00,6,28  
300.000, 0.00,6,31  
300.000, 0.00,6,50  
1000.000, 0.10,4,5  
1000.000, 0.10,4,10  
1000.000, 0.10,4,12  
1000.000, 0.10,4,17  
850.000, 0.10,2,10  
850.000, 0.10,2,42  
800.000, 0.10,4,4  
800.000, 0.10,4,5  
800.000, 0.10,4,7  
800.000, 0.10,4,36  
750.000, 0.10,3,3  
750.000, 0.10,3,24  
750.000, 0.10,3,31  
700.000, 0.10,3,2  
700.000, 0.10,3,24  
700.000, 0.10,3,26  
650.000, 0.10,5,7  
650.000, 0.10,5,12  
650.000, 0.10,5,17  
650.000, 0.10,5,18  
650.000, 0.10,5,20  
600.000, 0.10,4,2  
600.000, 0.10,4,15  
600.000, 0.10,4,22  
600.000, 0.10,4,25  
500.000, 0.10,3,13  
500.000, 0.10,3,14  
500.000, 0.10,3,27  
400.000, 0.10,3,6  
400.000, 0.10,3,22  
400.000, 0.10,3,28  
300.000, 0.10,6,7  
300.000, 0.10,6,11  
300.000, 0.10,6,12  
300.000, 0.10,6,30  
300.000, 0.10,6,33  
300.000, 0.10,6,49  
1000.000, 0.20,4,5  
1000.000, 0.20,4,10  
1000.000, 0.20,4,12  
1000.000, 0.20,4,18  
900.000, 0.20,1,20  
850.000, 0.20,4,9  
850.000, 0.20,4,10  
850.000, 0.20,4,11  
850.000, 0.20,4,57  
800.000, 0.20,4,3  
800.000, 0.20,4,4  
800.000, 0.20,4,6  
800.000, 0.20,4,35  
750.000, 0.20,4,2  
750.000, 0.20,4,5  
750.000, 0.20,4,19  
750.000, 0.20,4,23  
700.000, 0.20,3,2  
700.000, 0.20,3,28  
700.000, 0.20,3,30  
650.000, 0.20,5,9  
650.000, 0.20,5,11  
650.000, 0.20,5,19  
650.000, 0.20,5,20  
650.000, 0.20,5,22  
600.000, 0.20,5,2  
600.000, 0.20,5,7  
600.000, 0.20,5,19  
600.000, 0.20,5,27  
600.000, 0.20,5,31  
500.000, 0.20,2,19  
500.000, 0.20,2,32  
400.000, 0.20,2,6  
400.000, 0.20,2,14  
300.000, 0.20,5,8  
300.000, 0.20,5,14  
300.000, 0.20,5,33  
300.000, 0.20,5,36  
300.000, 0.20,5,47  
1000.000, 0.30,4,5  
1000.000, 0.30,4,10  
1000.000, 0.30,4,12  
1000.000, 0.30,4,17  
850.000, 0.30,4,10  
850.000, 0.30,4,13  
850.000, 0.30,4,16  
850.000, 0.30,4,69  
800.000, 0.30,5,2  
800.000, 0.30,5,3  
800.000, 0.30,5,7  
800.000, 0.30,5,26  
800.000, 0.30,5,30  
750.000, 0.30,4,1  
750.000, 0.30,4,2  
750.000, 0.30,4,18  
750.000, 0.30,4,23  
700.000, 0.30,3,4  
700.000, 0.30,3,19  
