level,value,number_of_labels,label 
1000.000, 0.00,3,5  
1000.000, 0.00,3,6  
1000.000, 0.00,3,11  
900.000, 0.00,3,10  
900.000, 0.00,3,16  
900.000, 0.00,3,21  
850.000, 0.00,3,6  
850.000, 0.00,3,26  
850.000, 0.00,3,28  
800.000, 0.00,4,4  
800.000, 0.00,4,6  
800.000, 0.00,4,11  
800.000, 0.00,4,14  
750.000, 0.00,3,4  
750.000, 0.00,3,5  
750.000, 0.00,3,8  
700.000, 0.00,4,5  
700.000, 0.00,4,12  
700.000, 0.00,4,14  
700.000, 0.00,4,40  
650.000, 0.00,1,13  
600.000, 0.00,4,10  
600.000, 0.00,4,17  
600.000, 0.00,4,18  
600.000, 0.00,4,20  
500.000, 0.00,8,8  
500.000, 0.00,8,10  
500.000, 0.00,8,15  
500.000, 0.00,8,26  
500.000, 0.00,8,31  
500.000, 0.00,8,36  
500.000, 0.00,8,59  
500.000, 0.00,8,61  
400.000, 0.00,9,8  
400.000, 0.00,9,12  
400.000, 0.00,9,21  
400.000, 0.00,9,27  
400.000, 0.00,9,33  
400.000, 0.00,9,41  
400.000, 0.00,9,51  
400.000, 0.00,9,57  
400.000, 0.00,9,67  
300.000, 0.00,14,7  
300.000, 0.00,14,8  
300.000, 0.00,14,16  
300.000, 0.00,14,17  
300.000, 0.00,14,24  
300.000, 0.00,14,29  
300.000, 0.00,14,31  
300.000, 0.00,14,32  
300.000, 0.00,14,38  
300.000, 0.00,14,51  
300.000, 0.00,14,58  
300.000, 0.00,14,76  
300.000, 0.00,14,89  
300.000, 0.00,14,95  
1000.000, 0.10,5,5  
1000.000, 0.10,5,6  
1000.000, 0.10,5,8  
1000.000, 0.10,5,11  
1000.000, 0.10,5,15  
900.000, 0.10,3,9  
900.000, 0.10,3,17  
900.000, 0.10,3,20  
850.000, 0.10,5,6  
850.000, 0.10,5,7  
850.000, 0.10,5,11  
850.000, 0.10,5,23  
850.000, 0.10,5,29  
800.000, 0.10,5,3  
800.000, 0.10,5,5  
800.000, 0.10,5,12  
800.000, 0.10,5,14  
800.000, 0.10,5,17  
750.000, 0.10,1,5  
700.000, 0.10,7,5  
700.000, 0.10,7,7  
700.000, 0.10,7,11  
700.000, 0.10,7,17  
