,hull_centx,hull_centy,hull_area,min_owlag,level,label,value
526,136.86816816816815,25.424174174174173,238087766229.89008,0.0004042714895149402,500.0,4,9.5
527,131.67727272727274,9.722727272727273,43221688898.03323,0.0004184875615464989,500.0,1,9.6
528,110.6542735042735,16.73931623931624,157756332153.67615,0.000365271440387005,500.0,2,9.6
529,136.86688311688312,25.446505875077303,231276234201.12646,0.0004177376640654984,500.0,5,9.6
530,131.68316831683168,9.694719471947195,39683298153.19521,0.0004184875615464989,500.0,1,9.7
531,110.68538324420678,16.745766488413548,151281024345.48532,0.000365271440387005,500.0,2,9.7
532,136.91096324461344,25.453105196451205,225694685341.62097,0.0004268070897524012,500.0,5,9.7
533,131.77394636015327,9.772030651340996,34189759865.348488,0.0004184875615464989,500.0,1,9.8
534,110.68378378378378,16.7259009009009,149647605590.16403,0.000365271440387005,500.0,2,9.8
535,136.91250799744083,25.46241202815099,223573274173.1263,0.0004268070897524012,500.0,5,9.8
536,131.77235772357724,9.786585365853659,32224831318.953953,0.00043419950543466257,500.0,1,9.9
537,110.71125730994152,16.678606237816762,138278375595.7615,0.000365271440387005,500.0,2,9.9
538,136.94716242661448,25.45433789954338,219260898762.0612,0.0004387596909509739,500.0,5,9.9
539,131.78059071729956,9.776371308016879,31045901122.10035,0.00043419950543466257,500.0,1,10.0
540,110.74226546906186,16.660429141716566,135030454178.98094,0.000365271440387005,500.0,2,10.0
541,136.91666666666666,25.52568134171908,204780084447.54285,0.0004503733448473213,500.0,5,10.0
542,131.78059071729956,9.776371308016879,31045901122.10035,0.00043419950543466257,500.0,1,10.1
543,110.72435897435898,16.644970414201183,136649605939.31424,0.0004049712424603058,500.0,2,10.1
544,136.9320268361582,25.533015536723166,202645067295.9411,0.0004560432980724727,500.0,5,10.1
545,131.8409090909091,9.75,25934104671.732838,0.00043419950543466257,500.0,1,10.2
546,110.74822154471543,16.61102642276423,132572539924.20715,0.0004049712424603058,500.0,2,10.2
547,136.93846153846152,25.48827838827839,195261208228.24237,0.0004499608758123941,500.0,5,10.2
548,131.7685185185185,9.824074074074074,21223775863.16342,0.0004765444064105395,500.0,1,10.3
549,110.74869791666667,16.58671875,129330771308.19208,0.0004049712424603058,500.0,2,10.3
550,136.9891799544419,25.489369779802583,188417671903.3351,0.00046215554152695404,500.0,5,10.3
551,131.75,9.804487179487179,20436710414.99377,0.0004765444064105395,500.0,1,10.4
552,110.7383597883598,16.59074074074074,127318652632.83252,0.0004049712424603058,500.0,2,10.4
553,137.00114678899084,25.5,187144734332.7272,0.00046215554152695404,500.0,5,10.4
554,131.77666666666667,9.82,19651436445.240196,0.0004765444064105395,500.0,1,10.5
555,110.73566878980891,16.595541401273884,126917505173.23065,0.00043170556318727904,500.0,2,10.5
556,136.9158615136876,25.520933977455716,177721754132.2736,0.000468806103526731,500.0,5,10.5
557,131.7836879432624,9.813829787234043,18471869391.618355,0.0004903092431050027,500.0,1,10.6
558,110.7220430107527,16.580376344086023,125283321532.38202,0.00044136249880466494,500.0,2,10.6
559,136.9077380952381,25.541241496598637,168309114504.6691,0.00047262477619369747,500.0,5,10.6
560,131.7836879432624,9.813829787234043,18471869391.618355,0.0004903092431050027,500.0,1,10.7
561,110.70778508771929,16.591831140350877,122863489085.90569,0.00044136249880466494,500.0,2,10.7
562,136.86925708699903,25.53958944281525,146380481112.33374,0.00038815220977994613,500.0,5,10.7
