time,type,local time,latitude,longitude
20170610_00, DB,20170610_00,13.4,119.4
20170610_06, DB,20170610_06,13.8,118.8
20170610_12, DB,20170610_12,14.7,118.1
20170610_18, TD,20170610_18,15.6,117.5
20170611_00, TD,20170611_00,16.5,117.0
20170611_06, TS,20170611_06,17.6,116.4
20170611_12, TS,20170611_12,18.3,116.1
20170611_18, TS,20170611_18,19.5,115.5
20170612_00, TS,20170612_00,20.2,115.0
20170612_06, TS,20170612_06,21.3,114.6
20170612_12, TS,20170612_12,22.1,114.4
20170612_18, TS,20170612_18,23.0,114.6
20170613_00, TD,20170613_00,23.8,114.9
20170701_12, WV,20170701_12,18.2,129.4
20170701_18, TD,20170701_18,19.4,128.2
20170702_00, TS,20170702_00,20.7,126.9
20170702_06, TS,20170702_06,22.3,125.6
20170702_12, TS,20170702_12,23.6,124.6
20170702_18, TS,20170702_18,24.9,124.1
20170703_00, TS,20170703_00,26.2,124.2
20170703_00, TS,20170703_00,26.2,124.2
20170703_06, TS,20170703_06,27.8,125.0
20170703_06, TS,20170703_06,27.8,125.0
20170703_09, TY,20170703_09,28.7,125.6
20170703_09, TY,20170703_09,28.7,125.6
20170703_09, TY,20170703_09,28.7,125.6
20170703_12, TS,20170703_12,29.6,126.1
20170703_12, TS,20170703_12,29.6,126.1
20170703_18, TS,20170703_18,31.3,127.7
20170703_18, TS,20170703_18,31.3,127.7
20170704_00, TS,20170704_00,32.8,130.4
20170704_06, TS,20170704_06,33.5,134.2
20170704_12, TS,20170704_12,34.3,138.4
20170704_18, TS,20170704_18,35.2,142.1
20170705_00, TS,20170705_00,36.0,145.9
20170705_06, EX,20170705_06,36.9,150.1
20170715_00, TD,20170715_00,16.9,112.3
20170715_06, TD,20170715_06,17.1,111.8
20170715_12, TD,20170715_12,17.3,111.2
20170715_18, TS,20170715_18,17.6,110.1
20170716_00, TS,20170716_00,18.0,109.3
20170716_06, TS,20170716_06,18.3,108.3
20170716_06, TS,20170716_06,18.3,108.3
20170716_12, TS,20170716_12,18.5,107.1
20170716_12, TS,20170716_12,18.5,107.1
20170716_18, TS,20170716_18,18.8,105.7
20170717_00, TS,20170717_00,18.9,103.7
20170717_06, TD,20170717_06,19.0,101.9
20170717_12, DB,20170717_12,19.5,100.2
20170720_18, TD,20170720_18,27.9,158.2
20170721_00, TD,20170721_00,27.9,157.0
20170721_06, TS,20170721_06,27.9,156.1
20170721_12, TS,20170721_12,27.9,155.2
20170721_18, TS,20170721_18,27.9,154.4
20170722_00, TS,20170722_00,27.9,153.6
20170722_06, TS,20170722_06,28.0,153.1
20170722_12, TS,20170722_12,28.1,152.6
20170722_18, TS,20170722_18,28.3,151.9
20170723_00, TS,20170723_00,28.2,151.4
20170723_00, TS,20170723_00,28.2,151.4
20170723_06, TY,20170723_06,28.1,151.2
20170723_06, TY,20170723_06,28.1,151.2
20170723_06, TY,20170723_06,28.1,151.2
20170723_12, TY,20170723_12,27.9,151.3
20170723_12, TY,20170723_12,27.9,151.3
20170723_12, TY,20170723_12,27.9,151.3
20170723_18, TY,20170723_18,27.5,151.6
20170723_18, TY,20170723_18,27.5,151.6
20170723_18, TY,20170723_18,27.5,151.6
20170724_00, TY,20170724_00,27.1,152.3
20170724_00, TY,20170724_00,27.1,152.3
20170724_00, TY,20170724_00,27.1,152.3
20170724_06, TY,20170724_06,26.7,153.1
20170724_06, TY,20170724_06,26.7,153.1
20170724_06, TY,20170724_06,26.7,153.1
20170724_12, TY,20170724_12,26.2,154.2
20170724_12, TY,20170724_12,26.2,154.2
20170724_12, TY,20170724_12,26.2,154.2
20170724_18, TY,20170724_18,25.8,155.5
20170724_18, TY,20170724_18,25.8,155.5
20170724_18, TY,20170724_18,25.8,155.5
20170725_00, TY,20170725_00,25.7,156.7
20170725_00, TY,20170725_00,25.7,156.7
20170725_00, TY,20170725_00,25.7,156.7
20170725_06, TY,20170725_06,25.8,157.6
20170725_06, TY,20170725_06,25.8,157.6
20170725_06, TY,20170725_06,25.8,157.6
20170725_12, TY,20170725_12,26.2,158.2
20170725_12, TY,20170725_12,26.2,158.2
20170725_12, TY,20170725_12,26.2,158.2
20170725_18, TY,20170725_18,27.0,158.4
20170725_18, TY,20170725_18,27.0,158.4
20170725_18, TY,20170725_18,27.0,158.4
20170726_00, TY,20170726_00,28.0,157.9
20170726_00, TY,20170726_00,28.0,157.9
20170726_00, TY,20170726_00,28.0,157.9
20170726_06, TY,20170726_06,29.0,157.0
20170726_06, TY,20170726_06,29.0,157.0
20170726_06, TY,20170726_06,29.0,157.0
20170726_12, TY,20170726_12,29.8,155.6
20170726_12, TY,20170726_12,29.8,155.6
20170726_12, TY,20170726_12,29.8,155.6
20170726_18, TY,20170726_18,30.4,153.8
20170726_18, TY,20170726_18,30.4,153.8
20170726_18, TY,20170726_18,30.4,153.8
20170727_00, TY,20170727_00,30.7,152.0
20170727_00, TY,20170727_00,30.7,152.0
20170727_00, TY,20170727_00,30.7,152.0
20170727_06, TY,20170727_06,31.0,150.4
20170727_06, TY,20170727_06,31.0,150.4
20170727_06, TY,20170727_06,31.0,150.4
20170727_12, TY,20170727_12,30.7,148.5
20170727_12, TY,20170727_12,30.7,148.5
20170727_12, TY,20170727_12,30.7,148.5
20170727_18, TY,20170727_18,30.3,146.8
20170727_18, TY,20170727_18,30.3,146.8
20170727_18, TY,20170727_18,30.3,146.8
20170728_00, TY,20170728_00,29.6,145.3
20170728_00, TY,20170728_00,29.6,145.3
20170728_00, TY,20170728_00,29.6,145.3
20170728_06, TY,20170728_06,29.0,144.4
20170728_06, TY,20170728_06,29.0,144.4
20170728_06, TY,20170728_06,29.0,144.4
20170728_12, TY,20170728_12,28.2,143.6
20170728_12, TY,20170728_12,28.2,143.6
20170728_12, TY,20170728_12,28.2,143.6
20170728_18, TY,20170728_18,27.6,143.1
20170728_18, TY,20170728_18,27.6,143.1
20170728_18, TY,20170728_18,27.6,143.1
20170729_00, TY,20170729_00,26.8,142.8
20170729_00, TY,20170729_00,26.8,142.8
20170729_00, TY,20170729_00,26.8,142.8
20170729_06, TY,20170729_06,26.1,142.4
20170729_06, TY,20170729_06,26.1,142.4
20170729_06, TY,20170729_06,26.1,142.4
20170729_12, TY,20170729_12,25.3,142.0
20170729_12, TY,20170729_12,25.3,142.0
20170729_12, TY,20170729_12,25.3,142.0
20170729_18, TY,20170729_18,24.5,141.9
20170729_18, TY,20170729_18,24.5,141.9
20170730_00, TY,20170730_00,23.9,141.8
20170730_00, TY,20170730_00,23.9,141.8
20170730_00, TY,20170730_00,23.9,141.8
20170730_06, TY,20170730_06,23.2,141.7
20170730_06, TY,20170730_06,23.2,141.7
20170730_06, TY,20170730_06,23.2,141.7
20170730_12, TY,20170730_12,22.9,141.4
20170730_12, TY,20170730_12,22.9,141.4
20170730_12, TY,20170730_12,22.9,141.4
20170730_18, ST,20170730_18,22.8,140.9
20170730_18, ST,20170730_18,22.8,140.9
20170730_18, ST,20170730_18,22.8,140.9
20170731_00, ST,20170731_00,22.7,140.4
20170731_00, ST,20170731_00,22.7,140.4
20170731_00, ST,20170731_00,22.7,140.4
20170731_06, ST,20170731_06,22.9,139.9
20170731_06, ST,20170731_06,22.9,139.9
20170731_06, ST,20170731_06,22.9,139.9
20170731_12, TY,20170731_12,23.0,139.2
20170731_12, TY,20170731_12,23.0,139.2
20170731_12, TY,20170731_12,23.0,139.2
20170731_18, TY,20170731_18,23.3,138.8
20170731_18, TY,20170731_18,23.3,138.8
20170731_18, TY,20170731_18,23.3,138.8
20170801_00, TY,20170801_00,23.6,138.2
20170801_00, TY,20170801_00,23.6,138.2
20170801_00, TY,20170801_00,23.6,138.2
20170801_06, TY,20170801_06,24.0,137.7
20170801_06, TY,20170801_06,24.0,137.7
20170801_06, TY,20170801_06,24.0,137.7
20170801_12, TY,20170801_12,24.5,137.2
20170801_12, TY,20170801_12,24.5,137.2
20170801_12, TY,20170801_12,24.5,137.2
20170801_18, TY,20170801_18,25.0,136.7
20170801_18, TY,20170801_18,25.0,136.7
20170801_18, TY,20170801_18,25.0,136.7
20170802_00, TY,20170802_00,25.4,136.3
20170802_00, TY,20170802_00,25.4,136.3
20170802_00, TY,20170802_00,25.4,136.3
20170802_06, TY,20170802_06,25.9,135.9
20170802_06, TY,20170802_06,25.9,135.9
20170802_06, TY,20170802_06,25.9,135.9
20170802_12, TY,20170802_12,26.2,135.7
20170802_12, TY,20170802_12,26.2,135.7
20170802_12, TY,20170802_12,26.2,135.7
20170802_18, TY,20170802_18,26.7,135.3
20170802_18, TY,20170802_18,26.7,135.3
20170802_18, TY,20170802_18,26.7,135.3
20170803_00, TY,20170803_00,27.4,134.8
20170803_00, TY,20170803_00,27.4,134.8
20170803_00, TY,20170803_00,27.4,134.8
20170803_06, TY,20170803_06,28.0,134.1
20170803_06, TY,20170803_06,28.0,134.1
20170803_06, TY,20170803_06,28.0,134.1
20170803_12, TY,20170803_12,28.3,133.2
20170803_12, TY,20170803_12,28.3,133.2
20170803_12, TY,20170803_12,28.3,133.2
20170803_18, TY,20170803_18,28.4,132.3
20170803_18, TY,20170803_18,28.4,132.3
20170803_18, TY,20170803_18,28.4,132.3
20170804_00, TY,20170804_00,28.5,131.7
20170804_00, TY,20170804_00,28.5,131.7
20170804_00, TY,20170804_00,28.5,131.7
20170804_06, TY,20170804_06,28.7,131.1
20170804_06, TY,20170804_06,28.7,131.1
20170804_06, TY,20170804_06,28.7,131.1
20170804_12, TY,20170804_12,29.0,130.7
20170804_12, TY,20170804_12,29.0,130.7
20170804_12, TY,20170804_12,29.0,130.7
20170804_18, TY,20170804_18,29.3,130.5
20170804_18, TY,20170804_18,29.3,130.5
20170804_18, TY,20170804_18,29.3,130.5
20170805_00, TY,20170805_00,29.6,130.3
20170805_00, TY,20170805_00,29.6,130.3
20170805_00, TY,20170805_00,29.6,130.3
20170805_06, TY,20170805_06,29.9,130.2
20170805_06, TY,20170805_06,29.9,130.2
20170805_06, TY,20170805_06,29.9,130.2
20170805_12, TY,20170805_12,30.0,130.2
20170805_12, TY,20170805_12,30.0,130.2
20170805_12, TY,20170805_12,30.0,130.2
20170805_18, TY,20170805_18,30.3,130.6
20170805_18, TY,20170805_18,30.3,130.6
20170805_18, TY,20170805_18,30.3,130.6
20170806_00, TY,20170806_00,30.7,130.9
20170806_00, TY,20170806_00,30.7,130.9
20170806_00, TY,20170806_00,30.7,130.9
20170806_06, TY,20170806_06,31.0,131.5
20170806_06, TY,20170806_06,31.0,131.5
20170806_06, TY,20170806_06,31.0,131.5
20170806_12, TY,20170806_12,31.7,132.4
20170806_12, TY,20170806_12,31.7,132.4
20170806_12, TY,20170806_12,31.7,132.4
20170806_18, TY,20170806_18,32.5,133.0
20170806_18, TY,20170806_18,32.5,133.0
20170806_18, TY,20170806_18,32.5,133.0
20170807_00, TY,20170807_00,33.2,134.0
20170807_00, TY,20170807_00,33.2,134.0
20170807_00, TY,20170807_00,33.2,134.0
20170807_06, TY,20170807_06,34.0,135.1
20170807_06, TY,20170807_06,34.0,135.1
20170807_06, TY,20170807_06,34.0,135.1
20170807_12, TS,20170807_12,35.2,136.3
20170807_12, TS,20170807_12,35.2,136.3
20170807_18, TD,20170807_18,36.2,137.0
20170808_00, TD,20170808_00,37.1,137.6
20170808_06, DB,20170808_06,38.0,138.3
20170720_12, DB,20170720_12,16.1,116.0
20170720_18, TD,20170720_18,16.9,115.3
20170721_00, TD,20170721_00,17.4,114.6
20170721_06, TD,20170721_06,17.5,114.2
20170721_12, TD,20170721_12,17.6,113.6
20170721_18, TD,20170721_18,17.7,113.1
20170722_00, TD,20170722_00,17.9,112.7
20170722_06, TD,20170722_06,17.9,112.3
20170722_12, TD,20170722_12,17.7,112.1
20170722_18, TD,20170722_18,17.6,111.8
20170723_00, TS,20170723_00,17.6,111.6
20170723_06, TS,20170723_06,17.5,111.5
20170723_12, TS,20170723_12,17.3,111.6
20170723_18, TS,20170723_18,17.2,111.6
20170724_00, TS,20170724_00,17.0,111.3
20170724_06, TS,20170724_06,16.9,110.7
20170724_12, TS,20170724_12,16.9,110.1
20170724_18, TS,20170724_18,17.0,109.6
20170725_00, TS,20170725_00,17.0,108.4
20170725_06, TS,20170725_06,17.0,107.1
20170725_12, TS,20170725_12,16.8,106.1
20170725_18, TS,20170725_18,16.6,104.9
20170726_00, TD,20170726_00,16.4,104.1
20170720_18, TD,20170720_18,24.9,177.1
20170721_00, TD,20170721_00,25.6,177.2
20170721_06, TS,20170721_06,26.7,177.1
20170721_12, TS,20170721_12,28.6,176.5
20170721_18, TS,20170721_18,30.0,174.7
20170722_00, TS,20170722_00,30.5,172.2
20170722_00, TS,20170722_00,30.5,172.2
20170722_06, TS,20170722_06,30.1,170.5
20170722_12, TS,20170722_12,30.2,169.4
20170722_18, TS,20170722_18,30.5,168.3
20170723_00, TS,20170723_00,30.7,167.3
20170723_06, TS,20170723_06,31.1,166.2
20170723_12, TS,20170723_12,31.3,165.1
20170723_18, TS,20170723_18,31.6,163.9
20170724_00, TS,20170724_00,32.1,162.8
20170724_06, TS,20170724_06,32.6,161.7
20170724_12, TS,20170724_12,33.0,159.9
20170724_18, TS,20170724_18,33.1,158.2
20170725_00, TS,20170725_00,32.9,156.5
20170725_06, TS,20170725_06,32.7,155.0
20170725_12, TD,20170725_12,32.2,153.7
20170725_18, TD,20170725_18,32.0,152.4
20170726_00, TD,20170726_00,31.7,151.0
20170726_06, TD,20170726_06,31.1,149.8
20170726_12, TD,20170726_12,30.0,148.7
20170726_15, TD,20170726_15,29.6,148.0
20170726_18, DB,20170726_18,29.1,147.8
20170727_00, DB,20170727_00,27.9,147.4
20170727_06, DB,20170727_06,26.9,147.7
20170727_12, DB,20170727_12,26.3,148.1
20170727_15, DB,20170727_15,26.1,148.6
20170727_18, DB,20170727_18,26.3,149.2
20170728_00, DB,20170728_00,27.1,149.2
20170721_06, DB,20170721_06,18.5,124.0
20170721_12, DB,20170721_12,19.1,123.0
20170721_18, TD,20170721_18,19.7,122.0
20170722_00, TD,20170722_00,20.6,120.5
20170722_06, TS,20170722_06,21.1,119.0
20170722_12, TS,20170722_12,21.5,117.6
20170722_18, TS,20170722_18,21.8,116.2
20170723_00, TD,20170723_00,22.3,114.8
20170723_06, DB,20170723_06,22.8,113.7
20170725_12, LO,20170725_12,14.2,128.7
20170725_18, TS,20170725_18,15.1,128.3
20170726_00, TS,20170726_00,15.8,128.2
20170726_06, TS,20170726_06,16.4,128.0
20170726_12, TS,20170726_12,16.9,127.8
20170726_18, TS,20170726_18,17.3,127.7
20170727_00, TS,20170727_00,17.9,127.5
20170727_00, TS,20170727_00,17.9,127.5
20170727_06, TS,20170727_06,18.4,127.1
20170727_06, TS,20170727_06,18.4,127.1
20170727_12, TS,20170727_12,18.7,126.7
20170727_12, TS,20170727_12,18.7,126.7
20170727_18, TS,20170727_18,19.5,126.4
20170727_18, TS,20170727_18,19.5,126.4
20170728_00, TS,20170728_00,20.1,125.7
20170728_00, TS,20170728_00,20.1,125.7
20170728_06, TY,20170728_06,20.7,125.2
20170728_06, TY,20170728_06,20.7,125.2
20170728_06, TY,20170728_06,20.7,125.2
20170728_12, TY,20170728_12,21.2,124.5
20170728_12, TY,20170728_12,21.2,124.5
20170728_12, TY,20170728_12,21.2,124.5
20170728_18, TY,20170728_18,21.7,123.6
20170728_18, TY,20170728_18,21.7,123.6
20170728_18, TY,20170728_18,21.7,123.6
20170729_00, TY,20170729_00,22.4,123.2
20170729_00, TY,20170729_00,22.4,123.2
20170729_00, TY,20170729_00,22.4,123.2
20170729_06, TY,20170729_06,23.4,122.8
20170729_06, TY,20170729_06,23.4,122.8
20170729_06, TY,20170729_06,23.4,122.8
20170729_09, TY,20170729_09,24.1,122.4
20170729_12, TY,20170729_12,24.7,121.8
20170729_12, TY,20170729_12,24.7,121.8
20170729_12, TY,20170729_12,24.7,121.8
20170729_18, TS,20170729_18,25.2,120.2
20170729_18, TS,20170729_18,25.2,120.2
20170730_00, TS,20170730_00,25.7,119.2
20170730_00, TS,20170730_00,25.7,119.2
20170730_06, TS,20170730_06,25.8,118.0
20170730_12, TD,20170730_12,26.0,116.9
20170728_00, DB,20170728_00,19.3,117.0
20170728_06, TD,20170728_06,19.2,116.2
20170728_12, TD,20170728_12,18.4,115.7
20170728_18, TS,20170728_18,18.2,116.0
20170729_00, TS,20170729_00,18.3,116.3
20170729_03, TS,20170729_03,18.0,116.5
20170729_06, TS,20170729_06,18.4,117.2
20170729_12, TS,20170729_12,18.8,117.8
20170729_18, TS,20170729_18,19.3,118.7
20170730_00, TS,20170730_00,20.0,119.7
20170730_06, TS,20170730_06,21.7,120.3
20170730_12, TS,20170730_12,22.7,120.7
20170730_18, TS,20170730_18,24.1,120.2
20170731_00, TD,20170731_00,25.4,119.0
20170731_06, DB,20170731_06,26.5,117.8
20170731_18, DB,20170731_18,26.8,161.2
20170801_00, TD,20170801_00,26.5,162.4
20170801_06, TD,20170801_06,26.1,163.1
20170801_12, TD,20170801_12,25.6,163.9
20170801_18, TD,20170801_18,25.3,164.6
20170802_00, TD,20170802_00,25.4,165.3
20170802_06, TD,20170802_06,25.6,165.4
20170802_12, TS,20170802_12,25.9,165.4
20170802_18, TS,20170802_18,26.2,165.2
20170803_00, TS,20170803_00,26.6,164.7
20170803_06, TS,20170803_06,27.2,164.1
20170803_12, TS,20170803_12,27.5,163.6
20170803_18, TS,20170803_18,27.8,163.1
20170804_00, TS,20170804_00,28.3,162.8
20170804_06, TS,20170804_06,28.9,162.8
20170804_12, TS,20170804_12,29.8,162.5
20170804_18, TS,20170804_18,30.8,162.3
20170805_00, TS,20170805_00,32.5,162.2
20170805_06, TS,20170805_06,34.2,162.0
20170805_12, SS,20170805_12,36.1,161.1
20170805_12, SS,20170805_12,36.1,161.1
20170805_18, SS,20170805_18,38.0,160.2
20170805_18, SS,20170805_18,38.0,160.2
20170806_00, SS,20170806_00,39.9,159.2
20170806_00, SS,20170806_00,39.9,159.2
20170806_06, SS,20170806_06,41.7,158.5
20170806_12, SS,20170806_12,44.0,156.9
20170810_12, DB,20170810_12,15.5,171.9
20170810_18, TD,20170810_18,16.3,170.7
20170811_00, TD,20170811_00,16.7,169.8
20170811_06, TS,20170811_06,17.1,168.8
20170811_12, TS,20170811_12,17.6,167.7
20170811_18, TS,20170811_18,18.2,166.6
20170812_00, TS,20170812_00,18.7,165.7
20170812_00, TS,20170812_00,18.7,165.7
20170812_06, TS,20170812_06,19.3,165.1
20170812_06, TS,20170812_06,19.3,165.1
20170812_12, TY,20170812_12,20.0,164.7
20170812_12, TY,20170812_12,20.0,164.7
20170812_18, TY,20170812_18,20.5,164.3
20170812_18, TY,20170812_18,20.5,164.3
20170812_18, TY,20170812_18,20.5,164.3
20170812_21, TY,20170812_21,20.7,164.2
20170812_21, TY,20170812_21,20.7,164.2
20170813_00, TY,20170813_00,21.0,164.1
20170813_00, TY,20170813_00,21.0,164.1
20170813_00, TY,20170813_00,21.0,164.1
20170813_06, TY,20170813_06,21.5,163.9
20170813_06, TY,20170813_06,21.5,163.9
20170813_06, TY,20170813_06,21.5,163.9
20170813_12, TY,20170813_12,21.9,163.7
20170813_12, TY,20170813_12,21.9,163.7
20170813_12, TY,20170813_12,21.9,163.7
20170813_18, TY,20170813_18,22.2,163.5
20170813_18, TY,20170813_18,22.2,163.5
20170813_18, TY,20170813_18,22.2,163.5
20170814_00, TY,20170814_00,22.8,163.4
20170814_00, TY,20170814_00,22.8,163.4
20170814_00, TY,20170814_00,22.8,163.4
20170814_06, TY,20170814_06,23.4,163.3
20170814_06, TY,20170814_06,23.4,163.3
20170814_06, TY,20170814_06,23.4,163.3
20170814_12, TY,20170814_12,24.1,163.0
20170814_12, TY,20170814_12,24.1,163.0
20170814_12, TY,20170814_12,24.1,163.0
20170814_18, TY,20170814_18,24.8,162.7
20170814_18, TY,20170814_18,24.8,162.7
20170814_18, TY,20170814_18,24.8,162.7
20170815_00, TY,20170815_00,26.0,162.4
20170815_00, TY,20170815_00,26.0,162.4
20170815_00, TY,20170815_00,26.0,162.4
20170815_06, TY,20170815_06,27.1,162.1
20170815_06, TY,20170815_06,27.1,162.1
20170815_06, TY,20170815_06,27.1,162.1
20170815_12, TY,20170815_12,28.4,162.3
20170815_12, TY,20170815_12,28.4,162.3
20170815_12, TY,20170815_12,28.4,162.3
20170815_18, TY,20170815_18,29.7,162.5
20170815_18, TY,20170815_18,29.7,162.5
20170815_18, TY,20170815_18,29.7,162.5
20170816_00, TY,20170816_00,31.5,163.6
20170816_00, TY,20170816_00,31.5,163.6
20170816_00, TY,20170816_00,31.5,163.6
20170816_06, TY,20170816_06,33.1,165.1
20170816_06, TY,20170816_06,33.1,165.1
20170816_12, TY,20170816_12,35.6,167.8
20170816_12, TY,20170816_12,35.6,167.8
20170816_12, TY,20170816_12,35.6,167.8
20170816_18, TY,20170816_18,37.9,170.6
20170816_18, TY,20170816_18,37.9,170.6
20170817_00, TS,20170817_00,40.6,173.8
20170817_00, TS,20170817_00,40.6,173.8
20170817_06, EX,20170817_06,43.0,176.4
20170817_06, EX,20170817_06,43.0,176.4
20170820_06, LO,20170820_06,19.8,127.0
20170820_12, LO,20170820_12,19.5,126.5
20170820_18, LO,20170820_18,19.6,125.6
20170821_00, TD,20170821_00,20.0,125.0
20170821_06, TS,20170821_06,20.4,124.0
20170821_12, TS,20170821_12,20.1,122.7
20170821_18, TS,20170821_18,20.0,121.3
20170822_00, TS,20170822_00,20.1,119.9
20170822_00, TS,20170822_00,20.1,119.9
20170822_06, TS,20170822_06,20.4,118.6
20170822_06, TS,20170822_06,20.4,118.6
20170822_12, TY,20170822_12,20.6,117.3
20170822_12, TY,20170822_12,20.6,117.3
20170822_12, TY,20170822_12,20.6,117.3
20170822_18, TY,20170822_18,21.0,115.9
20170822_18, TY,20170822_18,21.0,115.9
20170822_18, TY,20170822_18,21.0,115.9
20170823_00, TY,20170823_00,21.5,114.5
20170823_00, TY,20170823_00,21.5,114.5
20170823_00, TY,20170823_00,21.5,114.5
20170823_03, TY,20170823_03,21.9,113.6
20170823_03, TY,20170823_03,21.9,113.6
20170823_03, TY,20170823_03,21.9,113.6
20170823_06, TY,20170823_06,22.2,112.8
20170823_06, TY,20170823_06,22.2,112.8
20170823_06, TY,20170823_06,22.2,112.8
20170823_12, TS,20170823_12,22.7,111.0
20170823_12, TS,20170823_12,22.7,111.0
20170823_18, TS,20170823_18,23.3,109.0
20170824_00, TS,20170824_00,23.5,107.6
20170824_06, TD,20170824_06,23.8,106.0
20170824_12, DB,20170824_12,24.1,104.2
20170824_00, WV,20170824_00,15.7,128.9
20170824_06, WV,20170824_06,15.3,127.7
20170824_12, TD,20170824_12,15.2,126.4
20170824_18, TS,20170824_18,15.0,124.7
20170825_00, TS,20170825_00,15.2,124.0
20170825_06, TS,20170825_06,15.6,123.1
20170825_12, TS,20170825_12,16.1,122.2
20170825_18, TS,20170825_18,17.0,121.0
20170826_00, TS,20170826_00,17.8,119.4
20170826_06, TS,20170826_06,18.5,118.0
20170826_12, TS,20170826_12,19.5,116.2
20170826_18, TS,20170826_18,20.7,114.8
20170827_00, TS,20170827_00,21.9,113.4
20170827_00, TS,20170827_00,21.9,113.4
20170827_06, TS,20170827_06,23.2,111.7
20170827_12, TD,20170827_12,24.0,110.1
20170828_12, MD,20170828_12,20.0,146.2
20170828_18, MD,20170828_18,20.7,147.4
20170829_00, MD,20170829_00,21.7,147.9
20170829_06, TS,20170829_06,22.8,147.5
20170829_12, TS,20170829_12,24.0,147.0
20170829_18, TS,20170829_18,25.4,145.7
20170829_18, TS,20170829_18,25.4,145.7
20170830_00, TS,20170830_00,26.2,144.3
20170830_00, TS,20170830_00,26.2,144.3
20170830_06, TS,20170830_06,26.8,142.8
20170830_06, TS,20170830_06,26.8,142.8
20170830_12, TS,20170830_12,26.5,141.3
20170830_12, TS,20170830_12,26.5,141.3
20170830_18, TS,20170830_18,26.3,141.3
20170830_18, TS,20170830_18,26.3,141.3
20170831_00, TS,20170831_00,26.6,141.8
20170831_00, TS,20170831_00,26.6,141.8
20170831_06, TY,20170831_06,27.1,142.0
20170831_06, TY,20170831_06,27.1,142.0
20170831_06, TY,20170831_06,27.1,142.0
20170831_09, TY,20170831_09,27.5,142.1
20170831_09, TY,20170831_09,27.5,142.1
20170831_12, TY,20170831_12,27.8,141.9
20170831_12, TY,20170831_12,27.8,141.9
20170831_12, TY,20170831_12,27.8,141.9
20170831_18, TY,20170831_18,27.8,141.7
20170831_18, TY,20170831_18,27.8,141.7
20170831_18, TY,20170831_18,27.8,141.7
20170901_00, TY,20170901_00,27.2,142.2
20170901_00, TY,20170901_00,27.2,142.2
20170901_00, TY,20170901_00,27.2,142.2
