time,type,local time,latitude,longitude
20180324_06, DB,20180324_06,5.6,145.2
20180324_12, DB,20180324_12,5.8,143.9
20180324_18, DB,20180324_18,6.0,142.5
20180325_00, TD,20180325_00,6.2,141.1
20180325_06, TD,20180325_06,6.3,140.3
20180325_12, TD,20180325_12,6.5,139.3
20180325_18, TD,20180325_18,6.9,138.3
20180326_00, TD,20180326_00,7.5,137.4
20180326_06, TD,20180326_06,8.2,136.7
20180326_12, TD,20180326_12,8.7,136.1
20180326_18, TD,20180326_18,9.1,135.5
20180327_00, TD,20180327_00,9.5,134.8
20180327_06, TD,20180327_06,9.7,135.2
20180327_12, TD,20180327_12,10.4,135.3
20180327_18, TS,20180327_18,11.2,135.4
20180328_00, TS,20180328_00,12.3,135.5
20180328_06, TS,20180328_06,13.7,135.5
20180328_12, TS,20180328_12,14.4,135.4
20180328_12, TS,20180328_12,14.4,135.4
20180328_18, TS,20180328_18,15.2,135.4
20180328_18, TS,20180328_18,15.2,135.4
20180329_00, TS,20180329_00,15.2,135.7
20180329_00, TS,20180329_00,15.2,135.7
20180329_06, TS,20180329_06,15.2,135.9
20180329_06, TS,20180329_06,15.2,135.9
20180329_12, TS,20180329_12,15.2,136.3
20180329_12, TS,20180329_12,15.2,136.3
20180329_18, TY,20180329_18,15.3,136.9
20180329_18, TY,20180329_18,15.3,136.9
20180329_18, TY,20180329_18,15.3,136.9
20180330_00, TY,20180330_00,15.7,137.4
20180330_00, TY,20180330_00,15.7,137.4
20180330_00, TY,20180330_00,15.7,137.4
20180330_06, TY,20180330_06,16.2,138.1
20180330_06, TY,20180330_06,16.2,138.1
20180330_06, TY,20180330_06,16.2,138.1
20180330_12, ST,20180330_12,16.8,139.1
20180330_12, ST,20180330_12,16.8,139.1
20180330_12, ST,20180330_12,16.8,139.1
20180330_18, TY,20180330_18,17.5,139.9
20180330_18, TY,20180330_18,17.5,139.9
20180330_18, TY,20180330_18,17.5,139.9
20180331_00, TY,20180331_00,18.1,140.7
20180331_00, TY,20180331_00,18.1,140.7
20180331_00, TY,20180331_00,18.1,140.7
20180331_06, TY,20180331_06,18.3,141.6
20180331_06, TY,20180331_06,18.3,141.6
20180331_06, TY,20180331_06,18.3,141.6
20180331_12, TS,20180331_12,18.4,142.5
20180331_12, TS,20180331_12,18.4,142.5
20180331_18, TS,20180331_18,18.8,144.4
20180331_18, TS,20180331_18,18.8,144.4
20180401_00, TS,20180401_00,19.3,145.3
20180401_06, SS,20180401_06,19.8,146.0
20180401_12, SS,20180401_12,19.9,146.8
20180401_18, SS,20180401_18,19.9,147.8
20180402_00, SS,20180402_00,19.9,148.6
20180402_06, SS,20180402_06,19.8,149.3
20180402_12, SS,20180402_12,19.7,150.1
20180509_00, DB,20180509_00,14.5,153.0
20180509_06, DB,20180509_06,14.6,152.9
20180509_12, DB,20180509_12,14.9,153.1
20180509_18, DB,20180509_18,15.1,153.1
20180510_00, DB,20180510_00,15.3,153.1
20180510_03, DB,20180510_03,15.9,153.2
20180510_06, DB,20180510_06,16.2,152.9
20180510_12, DB,20180510_12,16.5,152.5
20180510_18, TD,20180510_18,16.7,151.9
20180511_00, TD,20180511_00,16.8,151.3
20180511_06, TD,20180511_06,17.0,150.7
20180511_12, TD,20180511_12,17.5,150.1
20180511_18, TD,20180511_18,18.1,149.5
20180512_00, TD,20180512_00,18.5,148.9
20180512_06, TD,20180512_06,18.7,148.2
20180512_12, TS,20180512_12,18.8,147.5
20180512_18, TS,20180512_18,19.0,147.0
20180513_00, TS,20180513_00,19.4,146.5
20180513_06, TD,20180513_06,20.1,145.8
20180513_12, TD,20180513_12,20.4,145.0
20180513_18, TD,20180513_18,20.9,144.5
20180514_00, TD,20180514_00,21.4,144.4
20180514_06, DB,20180514_06,22.3,144.2
20180514_12, DB,20180514_12,23.0,144.1
20180514_18, DB,20180514_18,23.3,144.9
20180602_06, DB,20180602_06,12.3,112.6
20180602_12, TD,20180602_12,12.6,111.4
20180602_18, TD,20180602_18,13.2,111.0
20180603_00, TD,20180603_00,13.8,110.8
20180603_06, TD,20180603_06,14.8,110.5
20180603_12, TD,20180603_12,15.1,110.5
20180603_18, TD,20180603_18,15.4,110.4
20180604_00, TD,20180604_00,15.6,110.2
20180604_06, TD,20180604_06,15.8,110.4
20180604_12, TD,20180604_12,16.1,110.9
20180604_18, TD,20180604_18,16.7,111.3
20180605_00, TD,20180605_00,17.5,111.4
20180605_06, TD,20180605_06,18.6,111.5
20180605_12, TD,20180605_12,19.9,111.4
20180605_18, TS,20180605_18,20.4,110.9
20180606_00, TS,20180606_00,20.2,110.4
20180606_06, TS,20180606_06,20.2,110.2
20180606_12, TD,20180606_12,20.3,110.6
20180606_18, TD,20180606_18,20.4,110.8
20180607_00, TS,20180607_00,20.6,111.1
20180607_06, TS,20180607_06,21.0,111.6
20180607_12, TS,20180607_12,21.6,112.1
20180607_18, TS,20180607_18,22.2,112.2
20180608_00, TD,20180608_00,22.7,112.3
20180608_06, TD,20180608_06,23.1,112.4
20180608_12, DB,20180608_12,23.3,112.5
20180607_00, LO,20180607_00,15.6,127.0
20180607_06, LO,20180607_06,15.6,126.7
20180607_12, TD,20180607_12,15.8,126.4
20180607_18, TS,20180607_18,16.5,126.7
20180608_00, TS,20180608_00,17.7,127.1
20180608_06, TS,20180608_06,19.0,127.1
20180608_12, TS,20180608_12,19.9,126.8
20180608_18, TS,20180608_18,20.7,126.8
20180609_00, TS,20180609_00,21.4,126.9
20180609_00, TS,20180609_00,21.4,126.9
20180609_06, TS,20180609_06,22.3,127.4
20180609_06, TS,20180609_06,22.3,127.4
20180609_12, TS,20180609_12,22.9,128.2
20180609_12, TS,20180609_12,22.9,128.2
20180609_18, TS,20180609_18,24.1,129.3
20180609_18, TS,20180609_18,24.1,129.3
20180610_00, TS,20180610_00,25.3,130.7
20180610_00, TS,20180610_00,25.3,130.7
20180610_06, TS,20180610_06,26.4,132.0
20180610_06, TS,20180610_06,26.4,132.0
20180610_12, TS,20180610_12,27.8,134.2
20180610_12, TS,20180610_12,27.8,134.2
20180610_18, TS,20180610_18,29.2,136.4
20180610_18, TS,20180610_18,29.2,136.4
20180611_00, TS,20180611_00,30.9,138.5
20180611_00, TS,20180611_00,30.9,138.5
20180611_06, TS,20180611_06,32.9,141.4
20180611_12, EX,20180611_12,34.9,144.5
20180611_18, EX,20180611_18,36.9,147.0
20180613_00, SD,20180613_00,20.9,120.3
20180613_06, SD,20180613_06,21.7,121.8
20180613_12, SD,20180613_12,22.7,122.7
20180613_18, SD,20180613_18,23.8,123.5
20180614_00, SS,20180614_00,25.3,124.5
20180614_06, EX,20180614_06,26.8,126.4
20180614_00, LO,20180614_00,21.6,118.3
20180614_06, TD,20180614_06,21.7,119.0
20180614_12, TD,20180614_12,22.3,119.6
20180614_18, TS,20180614_18,22.7,120.2
20180615_00, TD,20180615_00,22.8,120.7
20180615_06, TS,20180615_06,23.6,122.0
20180615_12, TS,20180615_12,24.9,123.6
20180615_18, SS,20180615_18,25.7,124.8
20180616_00, SS,20180616_00,26.3,127.0
20180616_06, SS,20180616_06,26.8,129.2
20180616_12, EX,20180616_12,27.2,130.8
20180616_18, EX,20180616_18,28.2,131.2
20180617_00, EX,20180617_00,28.5,132.0
20180617_06, EX,20180617_06,29.3,132.7
20180627_12, DB,20180627_12,18.7,134.0
20180627_18, LO,20180627_18,19.1,133.2
20180628_00, LO,20180628_00,19.6,132.8
20180628_06, DB,20180628_06,20.0,132.5
20180628_12, TD,20180628_12,20.1,131.6
20180628_18, TD,20180628_18,19.8,131.0
20180629_00, TS,20180629_00,19.4,130.5
20180629_06, TS,20180629_06,19.8,130.5
20180629_12, TS,20180629_12,20.0,130.3
20180629_18, TS,20180629_18,20.3,129.7
20180629_18, TS,20180629_18,20.3,129.7
20180630_00, TS,20180630_00,20.8,129.5
20180630_00, TS,20180630_00,20.8,129.5
20180630_06, TS,20180630_06,21.0,128.9
20180630_12, TS,20180630_12,21.9,128.5
20180630_18, TS,20180630_18,22.9,127.9
20180701_00, TS,20180701_00,23.7,127.5
20180701_00, TS,20180701_00,23.7,127.5
20180701_06, TS,20180701_06,24.6,127.2
20180701_06, TS,20180701_06,24.6,127.2
20180701_12, TS,20180701_12,25.3,126.9
20180701_12, TS,20180701_12,25.3,126.9
20180701_18, TY,20180701_18,26.2,126.8
20180701_18, TY,20180701_18,26.2,126.8
20180701_18, TY,20180701_18,26.2,126.8
20180702_00, TY,20180702_00,27.2,127.0
20180702_00, TY,20180702_00,27.2,127.0
20180702_00, TY,20180702_00,27.2,127.0
20180702_06, TY,20180702_06,28.2,127.3
20180702_06, TY,20180702_06,28.2,127.3
20180702_06, TY,20180702_06,28.2,127.3
20180702_12, TY,20180702_12,29.5,127.7
20180702_12, TY,20180702_12,29.5,127.7
20180702_12, TY,20180702_12,29.5,127.7
20180702_18, TY,20180702_18,30.7,127.9
20180702_18, TY,20180702_18,30.7,127.9
20180702_18, TY,20180702_18,30.7,127.9
20180703_00, TY,20180703_00,32.0,128.3
20180703_00, TY,20180703_00,32.0,128.3
20180703_00, TY,20180703_00,32.0,128.3
20180703_06, TY,20180703_06,33.2,128.9
20180703_06, TY,20180703_06,33.2,128.9
20180703_06, TY,20180703_06,33.2,128.9
20180703_12, TS,20180703_12,34.4,129.8
20180703_12, TS,20180703_12,34.4,129.8
20180703_18, TS,20180703_18,35.8,130.9
20180703_18, TS,20180703_18,35.8,130.9
20180704_00, TS,20180704_00,37.4,132.4
20180704_00, TS,20180704_00,37.4,132.4
20180704_06, EX,20180704_06,39.2,134.7
20180704_12, EX,20180704_12,40.4,136.7
20180704_18, EX,20180704_18,41.0,137.9
20180705_00, EX,20180705_00,41.2,139.4
20180703_00, DB,20180703_00,9.7,146.4
20180703_06, DB,20180703_06,10.5,146.7
20180703_12, TD,20180703_12,11.1,146.7
20180703_18, TD,20180703_18,11.4,146.6
20180704_00, TS,20180704_00,11.7,146.3
20180704_06, TS,20180704_06,12.3,146.0
20180704_12, TS,20180704_12,12.8,145.4
20180704_18, TS,20180704_18,13.5,144.9
20180704_18, TS,20180704_18,13.5,144.9
20180705_00, TS,20180705_00,14.0,144.0
20180705_00, TS,20180705_00,14.0,144.0
20180705_06, TY,20180705_06,14.5,143.3
20180705_06, TY,20180705_06,14.5,143.3
20180705_06, TY,20180705_06,14.5,143.3
20180705_12, TY,20180705_12,14.8,142.7
20180705_12, TY,20180705_12,14.8,142.7
20180705_12, TY,20180705_12,14.8,142.7
20180705_18, TY,20180705_18,15.4,142.4
20180705_18, TY,20180705_18,15.4,142.4
20180705_18, TY,20180705_18,15.4,142.4
20180706_00, ST,20180706_00,15.9,142.0
20180706_00, ST,20180706_00,15.9,142.0
20180706_00, ST,20180706_00,15.9,142.0
20180706_06, ST,20180706_06,16.5,141.6
20180706_06, ST,20180706_06,16.5,141.6
20180706_06, ST,20180706_06,16.5,141.6
20180706_12, ST,20180706_12,16.7,141.3
20180706_12, ST,20180706_12,16.7,141.3
20180706_12, ST,20180706_12,16.7,141.3
20180706_18, TY,20180706_18,16.9,140.9
20180706_18, TY,20180706_18,16.9,140.9
20180706_18, TY,20180706_18,16.9,140.9
20180707_00, TY,20180707_00,17.2,140.8
20180707_00, TY,20180707_00,17.2,140.8
20180707_00, TY,20180707_00,17.2,140.8
20180707_06, TY,20180707_06,17.6,140.6
20180707_06, TY,20180707_06,17.6,140.6
20180707_06, TY,20180707_06,17.6,140.6
20180707_12, TY,20180707_12,18.0,140.3
20180707_12, TY,20180707_12,18.0,140.3
20180707_12, TY,20180707_12,18.0,140.3
20180707_18, TY,20180707_18,18.7,139.5
20180707_18, TY,20180707_18,18.7,139.5
20180707_18, TY,20180707_18,18.7,139.5
20180708_00, ST,20180708_00,19.1,138.8
20180708_00, ST,20180708_00,19.1,138.8
20180708_00, ST,20180708_00,19.1,138.8
20180708_06, ST,20180708_06,19.8,137.8
20180708_06, ST,20180708_06,19.8,137.8
20180708_06, ST,20180708_06,19.8,137.8
20180708_12, ST,20180708_12,20.5,136.5
20180708_12, ST,20180708_12,20.5,136.5
20180708_12, ST,20180708_12,20.5,136.5
20180708_18, ST,20180708_18,21.1,135.1
20180708_18, ST,20180708_18,21.1,135.1
20180708_18, ST,20180708_18,21.1,135.1
20180709_00, ST,20180709_00,21.8,133.5
20180709_00, ST,20180709_00,21.8,133.5
20180709_00, ST,20180709_00,21.8,133.5
20180709_06, ST,20180709_06,22.4,131.9
20180709_06, ST,20180709_06,22.4,131.9
20180709_06, ST,20180709_06,22.4,131.9
20180709_12, TY,20180709_12,22.9,130.3
20180709_12, TY,20180709_12,22.9,130.3
20180709_12, TY,20180709_12,22.9,130.3
20180709_18, TY,20180709_18,23.5,128.7
20180709_18, TY,20180709_18,23.5,128.7
20180709_18, TY,20180709_18,23.5,128.7
20180710_00, TY,20180710_00,24.0,127.2
20180710_00, TY,20180710_00,24.0,127.2
20180710_00, TY,20180710_00,24.0,127.2
20180710_06, TY,20180710_06,24.7,125.4
20180710_06, TY,20180710_06,24.7,125.4
20180710_06, TY,20180710_06,24.7,125.4
20180710_12, TY,20180710_12,25.3,124.0
20180710_12, TY,20180710_12,25.3,124.0
20180710_12, TY,20180710_12,25.3,124.0
20180710_18, TY,20180710_18,26.2,122.2
20180710_18, TY,20180710_18,26.2,122.2
20180710_18, TY,20180710_18,26.2,122.2
20180711_00, TY,20180711_00,26.4,120.0
20180711_00, TY,20180711_00,26.4,120.0
20180711_00, TY,20180711_00,26.4,120.0
20180711_06, TY,20180711_06,26.5,118.5
20180711_06, TY,20180711_06,26.5,118.5
20180711_06, TY,20180711_06,26.5,118.5
20180711_12, TS,20180711_12,26.7,116.4
20180711_12, TS,20180711_12,26.7,116.4
20180711_18, TD,20180711_18,27.5,115.3
20180713_12, DB,20180713_12,19.0,137.8
20180713_18, DB,20180713_18,19.4,136.9
20180714_00, TD,20180714_00,19.8,136.0
20180714_06, TD,20180714_06,20.3,134.9
20180714_12, TD,20180714_12,20.5,133.8
20180714_18, TD,20180714_18,20.6,132.2
20180715_00, TD,20180715_00,20.3,130.8
20180715_06, TD,20180715_06,19.6,129.5
20180715_12, TD,20180715_12,18.9,128.4
20180715_18, TD,20180715_18,19.2,126.9
20180716_00, TD,20180716_00,19.0,125.4
20180716_06, TD,20180716_06,18.8,124.2
20180716_12, TS,20180716_12,18.6,122.7
20180716_18, TS,20180716_18,19.4,120.8
20180717_00, TS,20180717_00,19.5,118.2
20180717_06, TS,20180717_06,19.3,115.7
20180717_12, TS,20180717_12,19.1,113.5
20180717_18, TS,20180717_18,18.9,111.3
20180718_00, TS,20180718_00,18.9,109.5
20180718_06, TS,20180718_06,18.9,108.0
20180718_12, TS,20180718_12,18.7,106.7
20180718_12, TS,20180718_12,18.7,106.7
20180718_18, TS,20180718_18,19.0,105.5
20180719_00, TS,20180719_00,19.2,104.6
20180719_06, TS,20180719_06,19.4,103.8
20180719_12, TD,20180719_12,19.8,103.1
20180719_18, TD,20180719_18,20.1,102.6
20180720_00, DB,20180720_00,20.6,102.5
20180720_06, DB,20180720_06,20.8,103.0
20180720_12, DB,20180720_12,20.8,103.5
20180720_18, DB,20180720_18,20.8,104.1
20180721_00, DB,20180721_00,20.6,105.1
20180721_06, TD,20180721_06,19.9,106.0
20180721_12, TD,20180721_12,19.6,106.6
20180721_18, TS,20180721_18,19.4,107.2
20180722_00, TS,20180722_00,19.2,107.8
20180722_06, TS,20180722_06,19.0,108.3
20180722_12, TS,20180722_12,19.0,108.8
20180722_18, TS,20180722_18,19.3,109.2
20180723_00, TS,20180723_00,19.7,109.7
20180723_06, TD,20180723_06,20.3,110.3
20180723_12, TD,20180723_12,21.1,110.5
20180723_18, TD,20180723_18,21.3,110.5
20180724_00, TD,20180724_00,21.7,110.0
20180724_06, DB,20180724_06,22.1,109.3
20180718_12, MD,20180718_12,19.6,129.4
20180718_18, MD,20180718_18,19.8,130.1
20180719_00, MD,20180719_00,20.1,130.9
20180719_06, TS,20180719_06,20.6,131.5
20180719_12, TS,20180719_12,21.1,131.7
20180719_18, TS,20180719_18,21.9,131.4
20180720_00, TS,20180720_00,22.6,131.0
20180720_06, TS,20180720_06,23.3,130.6
20180720_12, TS,20180720_12,24.4,129.8
20180720_18, TS,20180720_18,25.4,128.9
20180721_00, TS,20180721_00,26.6,127.9
20180721_06, TS,20180721_06,27.7,126.8
20180721_12, TS,20180721_12,28.8,125.6
20180721_18, TS,20180721_18,29.8,124.0
20180721_18, TS,20180721_18,29.8,124.0
20180722_00, TS,20180722_00,30.8,123.0
20180722_00, TS,20180722_00,30.8,123.0
20180722_06, TS,20180722_06,31.9,122.0
20180722_06, TS,20180722_06,31.9,122.0
20180722_12, TS,20180722_12,32.6,120.9
20180722_18, TS,20180722_18,33.5,119.7
20180723_00, TS,20180723_00,34.4,119.0
20180723_06, TD,20180723_06,35.4,118.4
20180723_12, TD,20180723_12,36.6,117.8
20180723_18, TD,20180723_18,37.7,117.5
20180724_00, TD,20180724_00,39.1,117.5
20180724_06, TD,20180724_06,40.1,118.4
20180724_12, TD,20180724_12,41.6,120.2
20180720_12, TD,20180720_12,18.0,116.4
20180720_18, TD,20180720_18,17.8,117.8
20180721_00, TS,20180721_00,17.9,118.6
20180721_06, TS,20180721_06,18.4,119.9
20180721_12, TS,20180721_12,18.8,120.9
20180721_18, TD,20180721_18,19.7,121.9
20180722_00, LO,20180722_00,20.5,123.3
20180722_06, LO,20180722_06,21.7,124.1
20180722_12, LO,20180722_12,23.2,124.1
20180722_18, LO,20180722_18,24.7,124.1
20180723_00, LO,20180723_00,26.1,123.8
20180723_06, LO,20180723_06,28.3,123.6
20180723_12, LO,20180723_12,30.0,123.1
20180721_06, WV,20180721_06,20.6,158.8
20180721_12, WV,20180721_12,21.1,158.9
20180721_18, DB,20180721_18,21.7,159.0
20180722_00, TD,20180722_00,22.1,159.2
20180722_06, TD,20180722_06,22.8,159.3
20180722_12, TD,20180722_12,23.7,159.4
20180722_18, TS,20180722_18,24.4,159.3
20180723_00, TS,20180723_00,25.2,159.6
20180723_06, TS,20180723_06,26.1,159.2
20180723_12, TS,20180723_12,27.2,159.3
20180723_18, TS,20180723_18,28.4,159.1
20180724_00, TS,20180724_00,29.2,159.0
20180724_06, TS,20180724_06,30.1,158.8
20180724_12, TS,20180724_12,30.8,158.5
20180724_12, TS,20180724_12,30.8,158.5
20180724_18, TS,20180724_18,31.7,158.2
20180724_18, TS,20180724_18,31.7,158.2
20180725_00, TS,20180725_00,32.7,158.0
20180725_00, TS,20180725_00,32.7,158.0
20180725_06, TY,20180725_06,33.9,157.8
20180725_06, TY,20180725_06,33.9,157.8
20180725_06, TY,20180725_06,33.9,157.8
20180725_12, TS,20180725_12,35.3,157.3
20180725_12, TS,20180725_12,35.3,157.3
20180725_18, TS,20180725_18,37.1,156.1
20180725_18, TS,20180725_18,37.1,156.1
20180726_00, TS,20180726_00,38.5,154.7
20180726_00, TS,20180726_00,38.5,154.7
20180726_06, TS,20180726_06,40.0,153.5
20180726_12, TS,20180726_12,41.3,152.4
20180726_18, TD,20180726_18,43.0,152.0
20180727_00, DB,20180727_00,44.5,152.1
20180727_06, EX,20180727_06,45.9,153.2
20180723_00, LO,20180723_00,15.2,137.4
20180723_06, LO,20180723_06,15.7,137.0
20180723_12, LO,20180723_12,16.2,136.5
20180723_18, TD,20180723_18,17.2,136.5
20180724_00, TD,20180724_00,18.1,136.6
20180724_06, TS,20180724_06,18.7,136.6
20180724_12, TS,20180724_12,19.3,136.6
20180724_18, TS,20180724_18,20.2,136.6
20180725_00, TS,20180725_00,20.8,136.7
20180725_06, TS,20180725_06,21.5,137.1
20180725_12, TS,20180725_12,21.9,137.3
20180725_18, TS,20180725_18,22.1,137.6
20180725_18, TS,20180725_18,22.1,137.6
20180726_00, TS,20180726_00,22.5,138.5
20180726_00, TS,20180726_00,22.5,138.5
20180726_06, TS,20180726_06,23.0,139.3
20180726_06, TS,20180726_06,23.0,139.3
20180726_12, TY,20180726_12,23.5,140.3
20180726_12, TY,20180726_12,23.5,140.3
20180726_12, TY,20180726_12,23.5,140.3
20180726_18, TY,20180726_18,24.0,141.2
20180726_18, TY,20180726_18,24.0,141.2
20180726_18, TY,20180726_18,24.0,141.2
20180727_00, TY,20180727_00,25.0,142.5
20180727_00, TY,20180727_00,25.0,142.5
20180727_00, TY,20180727_00,25.0,142.5
20180727_06, TY,20180727_06,26.5,143.8
20180727_06, TY,20180727_06,26.5,143.8
20180727_06, TY,20180727_06,26.5,143.8
20180727_12, TY,20180727_12,28.3,144.6
20180727_12, TY,20180727_12,28.3,144.6
20180727_12, TY,20180727_12,28.3,144.6
20180727_18, TY,20180727_18,30.5,144.2
20180727_18, TY,20180727_18,30.5,144.2
20180727_18, TY,20180727_18,30.5,144.2
20180728_00, TY,20180728_00,32.3,142.8
20180728_00, TY,20180728_00,32.3,142.8
20180728_00, TY,20180728_00,32.3,142.8
20180728_06, TY,20180728_06,33.8,140.5
20180728_06, TY,20180728_06,33.8,140.5
20180728_06, TY,20180728_06,33.8,140.5
20180728_12, TY,20180728_12,34.2,138.3
20180728_12, TY,20180728_12,34.2,138.3
20180728_12, TY,20180728_12,34.2,138.3
20180728_18, TS,20180728_18,34.8,135.9
20180728_18, TS,20180728_18,34.8,135.9
20180729_00, TS,20180729_00,34.6,133.4
20180729_06, TS,20180729_06,34.0,131.6
20180729_12, TD,20180729_12,33.2,130.3
20180729_18, TD,20180729_18,32.0,129.4
20180730_00, TD,20180730_00,31.1,129.3
20180730_06, TD,20180730_06,30.3,129.3
20180730_12, TD,20180730_12,29.2,129.7
20180730_18, TD,20180730_18,28.9,130.7
20180731_00, TS,20180731_00,29.5,131.8
20180731_06, TS,20180731_06,30.5,131.7
20180731_12, TS,20180731_12,31.0,130.4
20180731_18, TS,20180731_18,30.8,128.7
20180801_00, TD,20180801_00,30.2,128.0
20180801_06, TD,20180801_06,29.6,127.0
20180801_12, TD,20180801_12,28.8,126.8
20180801_18, TD,20180801_18,28.5,126.6
20180802_00, TD,20180802_00,28.6,127.0
20180802_06, TS,20180802_06,29.3,126.7
20180802_12, TD,20180802_12,30.5,125.0
20180802_18, TD,20180802_18,30.8,122.7
20180803_00, TD,20180803_00,30.5,121.6
20180803_06, TD,20180803_06,30.9,121.2
20180803_12, DB,20180803_12,32.0,120.6
20180803_18, DB,20180803_18,33.3,119.2
20180804_00, DB,20180804_00,33.9,118.2
20180804_06, DB,20180804_06,34.1,117.3
20180730_00, DB,20180730_00,26.5,152.3
20180730_06, TD,20180730_06,27.4,152.5
20180730_12, TD,20180730_12,28.4,152.5
20180730_18, TD,20180730_18,29.4,152.5
20180731_00, TD,20180731_00,30.4,152.2
20180731_06, TD,20180731_06,31.6,151.3
20180731_12, TD,20180731_12,32.9,150.7
20180731_18, TD,20180731_18,34.1,150.0
20180801_00, TD,20180801_00,34.8,149.5
20180801_06, SD,20180801_06,35.3,149.5
20180801_12, SS,20180801_12,36.1,149.8
20180801_18, SS,20180801_18,36.7,151.0
20180802_00, SS,20180802_00,37.4,152.4
20180802_00, LO,20180802_00,18.5,152.9
20180802_06, DB,20180802_06,18.3,152.4
20180802_12, DB,20180802_12,18.1,151.9
20180802_18, TD,20180802_18,17.9,151.4
20180803_00, TD,20180803_00,18.0,150.9
20180803_06, TS,20180803_06,18.1,150.5
20180803_12, TS,20180803_12,18.5,150.0
20180803_18, TS,20180803_18,19.3,149.6
20180803_18, TS,20180803_18,19.3,149.6
20180804_00, TS,20180804_00,20.1,149.2
20180804_00, TS,20180804_00,20.1,149.2
20180804_06, TY,20180804_06,20.9,148.8
20180804_06, TY,20180804_06,20.9,148.8
20180804_06, TY,20180804_06,20.9,148.8
20180804_12, TY,20180804_12,21.8,148.2
20180804_12, TY,20180804_12,21.8,148.2
20180804_12, TY,20180804_12,21.8,148.2
20180804_18, TY,20180804_18,22.4,147.7
20180804_18, TY,20180804_18,22.4,147.7
20180804_18, TY,20180804_18,22.4,147.7
20180805_00, TY,20180805_00,23.1,147.5
20180805_00, TY,20180805_00,23.1,147.5
20180805_00, TY,20180805_00,23.1,147.5
20180805_06, TY,20180805_06,24.0,147.4
20180805_06, TY,20180805_06,24.0,147.4
20180805_06, TY,20180805_06,24.0,147.4
20180805_12, TY,20180805_12,24.8,147.1
20180805_12, TY,20180805_12,24.8,147.1
20180805_12, TY,20180805_12,24.8,147.1
20180805_18, TY,20180805_18,25.7,146.6
20180805_18, TY,20180805_18,25.7,146.6
20180805_18, TY,20180805_18,25.7,146.6
20180806_00, TY,20180806_00,26.7,146.2
20180806_00, TY,20180806_00,26.7,146.2
20180806_00, TY,20180806_00,26.7,146.2
20180806_06, TY,20180806_06,27.6,146.0
20180806_06, TY,20180806_06,27.6,146.0
20180806_06, TY,20180806_06,27.6,146.0
20180806_12, TY,20180806_12,28.6,145.5
20180806_12, TY,20180806_12,28.6,145.5
20180806_12, TY,20180806_12,28.6,145.5
20180806_18, TY,20180806_18,29.7,144.9
20180806_18, TY,20180806_18,29.7,144.9
20180806_18, TY,20180806_18,29.7,144.9
20180807_00, TY,20180807_00,30.5,144.2
20180807_00, TY,20180807_00,30.5,144.2
20180807_00, TY,20180807_00,30.5,144.2
20180807_06, TY,20180807_06,31.2,143.9
20180807_06, TY,20180807_06,31.2,143.9
20180807_06, TY,20180807_06,31.2,143.9
20180807_12, TY,20180807_12,32.0,143.1
20180807_12, TY,20180807_12,32.0,143.1
