time,type,local time,latitude,longitude
20140116_18, DB,20140116_18,9.2,128.4
20140117_00, DB,20140117_00,9.5,128.2
20140117_06, DB,20140117_06,9.8,127.9
20140117_12, DB,20140117_12,10.0,127.6
20140117_18, DB,20140117_18,9.6,127.5
20140118_00, TD,20140118_00,9.2,127.8
20140118_06, TD,20140118_06,8.7,128.2
20140118_12, TD,20140118_12,8.0,128.4
20140118_18, TD,20140118_18,7.6,128.4
20140119_00, TD,20140119_00,7.4,128.3
20140119_06, TD,20140119_06,7.2,128.3
20140119_12, TD,20140119_12,6.8,128.5
20140119_18, DB,20140119_18,6.3,128.8
20140120_00, DB,20140120_00,6.2,129.2
20140129_12, DB,20140129_12,8.4,139.7
20140129_18, DB,20140129_18,8.4,138.7
20140130_00, DB,20140130_00,8.5,137.5
20140130_06, DB,20140130_06,8.8,135.9
20140130_12, DB,20140130_12,9.1,134.3
20140130_18, TD,20140130_18,9.4,132.5
20140131_00, TD,20140131_00,9.6,130.3
20140131_06, TS,20140131_06,10.0,128.2
20140131_12, TS,20140131_12,10.5,126.8
20140131_18, TD,20140131_18,11.3,125.5
20140201_00, DB,20140201_00,11.8,123.3
20140201_06, DB,20140201_06,12.1,120.7
20140226_18, DB,20140226_18,8.5,148.6
20140227_00, DB,20140227_00,8.4,148.3
20140227_06, DB,20140227_06,8.5,148.0
20140227_12, DB,20140227_12,8.6,147.9
20140227_18, DB,20140227_18,8.7,148.0
20140228_00, TD,20140228_00,8.7,148.2
20140228_06, TD,20140228_06,8.6,148.5
20140228_12, TD,20140228_12,8.5,148.9
20140228_18, TS,20140228_18,8.4,149.3
20140301_00, TS,20140301_00,8.4,149.6
20140301_06, TS,20140301_06,8.7,149.8
20140301_12, TS,20140301_12,9.0,149.9
20140301_18, TS,20140301_18,9.2,149.7
20140302_00, TS,20140302_00,9.4,149.4
20140302_06, TS,20140302_06,9.6,149.4
20140302_12, TS,20140302_12,10.1,149.5
20140302_18, TS,20140302_18,10.6,149.5
20140303_00, TS,20140303_00,11.2,149.5
20140303_06, TS,20140303_06,12.0,149.6
20140303_12, TS,20140303_12,12.9,149.6
20140303_18, TS,20140303_18,13.9,149.7
20140303_18, TS,20140303_18,13.9,149.7
20140304_00, TS,20140304_00,15.0,150.1
20140304_00, TS,20140304_00,15.0,150.1
20140304_06, TS,20140304_06,16.4,150.7
20140304_06, TS,20140304_06,16.4,150.7
20140304_12, TY,20140304_12,17.7,151.3
20140304_12, TY,20140304_12,17.7,151.3
20140304_15, TY,20140304_15,18.4,151.4
20140304_15, TY,20140304_15,18.4,151.4
20140304_18, TY,20140304_18,18.8,151.5
20140304_18, TY,20140304_18,18.8,151.5
20140304_18, TY,20140304_18,18.8,151.5
20140305_00, TY,20140305_00,20.2,152.3
20140305_00, TY,20140305_00,20.2,152.3
20140305_00, TY,20140305_00,20.2,152.3
20140305_06, TS,20140305_06,21.2,153.3
20140305_06, TS,20140305_06,21.2,153.3
20140305_12, EX,20140305_12,21.7,154.0
20140305_18, EX,20140305_18,22.1,154.9
20140306_00, EX,20140306_00,22.3,156.1
20140306_06, EX,20140306_06,22.5,157.6
