time,type,local time,latitude,longitude
20160526_00, DB,20160526_00,17.6,114.6
20160526_03, DB,20160526_03,18.2,114.7
20160526_06, DB,20160526_06,18.6,114.4
20160526_12, TD,20160526_12,19.1,113.6
20160526_18, TD,20160526_18,19.6,112.9
20160527_00, TD,20160527_00,20.4,112.7
20160527_06, TD,20160527_06,21.4,112.6
20160527_12, DB,20160527_12,22.1,112.2
20160702_18, DB,20160702_18,8.3,145.3
20160703_00, TD,20160703_00,9.0,145.0
20160703_06, TD,20160703_06,9.8,144.7
20160703_12, TS,20160703_12,10.3,144.0
20160703_18, TS,20160703_18,10.9,143.1
20160704_00, TS,20160704_00,11.6,142.0
20160704_00, TS,20160704_00,11.6,142.0
20160704_06, TS,20160704_06,12.4,140.9
20160704_06, TS,20160704_06,12.4,140.9
20160704_12, TS,20160704_12,13.6,139.7
20160704_12, TS,20160704_12,13.6,139.7
20160704_18, TY,20160704_18,14.7,138.2
20160704_18, TY,20160704_18,14.7,138.2
20160704_18, TY,20160704_18,14.7,138.2
20160705_00, TY,20160705_00,15.4,136.7
20160705_00, TY,20160705_00,15.4,136.7
20160705_00, TY,20160705_00,15.4,136.7
20160705_06, TY,20160705_06,16.3,135.0
20160705_06, TY,20160705_06,16.3,135.0
20160705_06, TY,20160705_06,16.3,135.0
20160705_12, TY,20160705_12,17.1,133.6
20160705_12, TY,20160705_12,17.1,133.6
20160705_12, TY,20160705_12,17.1,133.6
20160705_18, ST,20160705_18,18.0,131.9
20160705_18, ST,20160705_18,18.0,131.9
20160705_18, ST,20160705_18,18.0,131.9
20160706_00, ST,20160706_00,18.7,130.1
20160706_00, ST,20160706_00,18.7,130.1
20160706_00, ST,20160706_00,18.7,130.1
20160706_06, ST,20160706_06,19.5,128.5
20160706_06, ST,20160706_06,19.5,128.5
20160706_06, ST,20160706_06,19.5,128.5
20160706_12, ST,20160706_12,20.2,126.9
20160706_12, ST,20160706_12,20.2,126.9
20160706_12, ST,20160706_12,20.2,126.9
20160706_18, ST,20160706_18,20.7,125.6
20160706_18, ST,20160706_18,20.7,125.6
20160706_18, ST,20160706_18,20.7,125.6
20160707_00, ST,20160707_00,21.2,124.3
20160707_00, ST,20160707_00,21.2,124.3
20160707_00, ST,20160707_00,21.2,124.3
20160707_06, ST,20160707_06,21.6,123.4
20160707_06, ST,20160707_06,21.6,123.4
20160707_06, ST,20160707_06,21.6,123.4
20160707_12, ST,20160707_12,22.0,122.6
20160707_12, ST,20160707_12,22.0,122.6
20160707_12, ST,20160707_12,22.0,122.6
20160707_18, TY,20160707_18,22.4,121.7
20160707_18, TY,20160707_18,22.4,121.7
20160707_18, TY,20160707_18,22.4,121.7
20160707_22, TY,20160707_22,22.6,121.0
20160707_22, TY,20160707_22,22.6,121.0
20160707_22, TY,20160707_22,22.6,121.0
20160708_00, TY,20160708_00,22.6,120.7
20160708_00, TY,20160708_00,22.6,120.7
20160708_00, TY,20160708_00,22.6,120.7
20160708_06, TY,20160708_06,23.2,120.1
