time,type,local time,latitude,longitude
20150330_12, TY,20150330_12,9.0,144.9
20150330_12, TY,20150330_12,9.0,144.9
20150330_12, TY,20150330_12,9.0,144.9
20150330_18, TY,20150330_18,9.4,143.7
20150330_18, TY,20150330_18,9.4,143.7
20150330_18, TY,20150330_18,9.4,143.7
20150331_00, ST,20150331_00,9.6,142.5
20150331_00, ST,20150331_00,9.6,142.5
20150331_00, ST,20150331_00,9.6,142.5
20150331_06, ST,20150331_06,10.0,141.2
20150331_06, ST,20150331_06,10.0,141.2
20150331_06, ST,20150331_06,10.0,141.2
20150331_12, ST,20150331_12,10.2,139.9
20150331_12, ST,20150331_12,10.2,139.9
20150331_12, ST,20150331_12,10.2,139.9
20150331_18, ST,20150331_18,10.3,138.7
20150331_18, ST,20150331_18,10.3,138.7
20150331_18, ST,20150331_18,10.3,138.7
20150401_00, ST,20150401_00,10.6,137.7
20150401_00, ST,20150401_00,10.6,137.7
20150401_00, ST,20150401_00,10.6,137.7
20150401_06, ST,20150401_06,11.1,136.7
20150401_06, ST,20150401_06,11.1,136.7
20150401_06, ST,20150401_06,11.1,136.7
20150401_12, ST,20150401_12,11.6,135.7
20150401_12, ST,20150401_12,11.6,135.7
20150401_12, ST,20150401_12,11.6,135.7
20150401_18, TY,20150401_18,12.0,134.7
20150401_18, TY,20150401_18,12.0,134.7
20150401_18, TY,20150401_18,12.0,134.7
20150402_00, TY,20150402_00,12.3,133.8
20150402_00, TY,20150402_00,12.3,133.8
20150402_00, TY,20150402_00,12.3,133.8
20150402_06, TY,20150402_06,12.8,133.3
20150402_06, TY,20150402_06,12.8,133.3
20150402_06, TY,20150402_06,12.8,133.3
20150402_12, TY,20150402_12,13.2,132.6
20150402_12, TY,20150402_12,13.2,132.6
20150402_12, TY,20150402_12,13.2,132.6
20150402_18, TY,20150402_18,13.7,131.9
20150402_18, TY,20150402_18,13.7,131.9
20150402_18, TY,20150402_18,13.7,131.9
20150403_00, TY,20150403_00,14.0,131.0
20150403_00, TY,20150403_00,14.0,131.0
20150403_00, TY,20150403_00,14.0,131.0
20150403_06, TY,20150403_06,14.0,129.9
20150403_06, TY,20150403_06,14.0,129.9
20150403_06, TY,20150403_06,14.0,129.9
20150403_12, TY,20150403_12,14.2,128.9
20150403_12, TY,20150403_12,14.2,128.9
20150403_12, TY,20150403_12,14.2,128.9
20150403_18, TY,20150403_18,14.4,127.7
20150403_18, TY,20150403_18,14.4,127.7
20150403_18, TY,20150403_18,14.4,127.7
20150404_00, TY,20150404_00,14.7,126.4
20150404_00, TY,20150404_00,14.7,126.4
20150404_00, TY,20150404_00,14.7,126.4
20150404_06, TS,20150404_06,15.0,125.1
20150404_06, TS,20150404_06,15.0,125.1
20150404_12, TS,20150404_12,15.6,123.9
20150404_18, TS,20150404_18,16.0,122.9
20150405_00, TD,20150405_00,16.6,122.4
20150405_06, DB,20150405_06,17.0,121.9
20150402_00, DB,20150402_00,5.6,161.0
20150402_06, DB,20150402_06,6.2,159.9
20150402_12, DB,20150402_12,6.8,158.9
20150402_18, DB,20150402_18,7.2,157.8
20150403_00, TD,20150403_00,7.6,156.6
20150403_06, TD,20150403_06,7.9,155.6
20150403_12, TD,20150403_12,8.3,154.7
20150403_18, TD,20150403_18,8.8,153.8
20150404_00, TS,20150404_00,8.9,153.2
20150404_06, TS,20150404_06,9.0,152.4
20150404_12, TS,20150404_12,9.2,151.6
20150404_15, TS,20150404_15,9.2,151.3
20150404_18, TS,20150404_18,9.1,151.2
20150405_00, TS,20150405_00,9.0,151.1
20150405_06, TS,20150405_06,8.9,150.9
20150405_12, TS,20150405_12,8.8,150.8
20150405_18, TD,20150405_18,8.9,150.7
20150406_00, TD,20150406_00,9.0,150.8
20150406_06, TD,20150406_06,9.0,150.7
20150406_12, TD,20150406_12,9.2,150.3
20150406_18, DB,20150406_18,9.2,150.1
20150502_18, DB,20150502_18,7.9,142.1
20150503_00, TD,20150503_00,8.2,141.7
20150503_06, TD,20150503_06,8.7,141.5
20150503_12, TD,20150503_12,9.3,141.3
20150503_18, TS,20150503_18,9.7,140.9
20150504_00, TS,20150504_00,9.6,140.4
20150504_06, TS,20150504_06,9.5,140.2
20150504_12, TS,20150504_12,9.5,139.7
20150504_18, TS,20150504_18,9.5,139.3
20150505_00, TS,20150505_00,9.4,139.1
20150505_00, TS,20150505_00,9.4,139.1
20150505_06, TS,20150505_06,9.4,138.9
20150505_06, TS,20150505_06,9.4,138.9
20150505_12, TS,20150505_12,9.3,138.6
20150505_12, TS,20150505_12,9.3,138.6
20150505_18, TY,20150505_18,9.3,138.1
20150505_18, TY,20150505_18,9.3,138.1
20150506_00, TY,20150506_00,9.3,137.6
20150506_00, TY,20150506_00,9.3,137.6
20150506_06, TY,20150506_06,9.5,136.8
20150506_06, TY,20150506_06,9.5,136.8
20150506_06, TY,20150506_06,9.5,136.8
20150506_12, TY,20150506_12,9.8,136.1
20150506_12, TY,20150506_12,9.8,136.1
20150506_12, TY,20150506_12,9.8,136.1
20150506_18, TY,20150506_18,10.2,135.2
20150506_18, TY,20150506_18,10.2,135.2
20150506_18, TY,20150506_18,10.2,135.2
20150507_00, TY,20150507_00,10.7,134.3
20150507_00, TY,20150507_00,10.7,134.3
20150507_00, TY,20150507_00,10.7,134.3
20150507_06, TY,20150507_06,11.3,133.1
20150507_06, TY,20150507_06,11.3,133.1
20150507_06, TY,20150507_06,11.3,133.1
20150507_12, TY,20150507_12,11.6,132.2
20150507_12, TY,20150507_12,11.6,132.2
20150507_12, TY,20150507_12,11.6,132.2
20150507_18, TY,20150507_18,11.9,131.2
20150507_18, TY,20150507_18,11.9,131.2
20150507_18, TY,20150507_18,11.9,131.2
20150508_00, TY,20150508_00,12.3,130.2
20150508_00, TY,20150508_00,12.3,130.2
20150508_00, TY,20150508_00,12.3,130.2
20150508_06, TY,20150508_06,12.7,129.3
20150508_06, TY,20150508_06,12.7,129.3
20150508_06, TY,20150508_06,12.7,129.3
20150508_12, TY,20150508_12,13.3,128.0
20150508_12, TY,20150508_12,13.3,128.0
20150508_12, TY,20150508_12,13.3,128.0
20150508_18, TY,20150508_18,13.7,127.1
20150508_18, TY,20150508_18,13.7,127.1
20150508_18, TY,20150508_18,13.7,127.1
20150509_00, TY,20150509_00,14.3,126.2
20150509_00, TY,20150509_00,14.3,126.2
20150509_00, TY,20150509_00,14.3,126.2
20150509_06, TY,20150509_06,14.9,125.2
20150509_06, TY,20150509_06,14.9,125.2
20150509_06, TY,20150509_06,14.9,125.2
20150509_12, TY,20150509_12,15.4,124.5
20150509_12, TY,20150509_12,15.4,124.5
20150509_12, TY,20150509_12,15.4,124.5
20150509_18, ST,20150509_18,16.1,123.9
20150509_18, ST,20150509_18,16.1,123.9
20150509_18, ST,20150509_18,16.1,123.9
20150510_00, ST,20150510_00,17.0,123.3
20150510_00, ST,20150510_00,17.0,123.3
20150510_00, ST,20150510_00,17.0,123.3
20150510_06, ST,20150510_06,17.9,122.6
20150510_06, ST,20150510_06,17.9,122.6
20150510_06, ST,20150510_06,17.9,122.6
20150510_12, ST,20150510_12,18.7,122.3
20150510_12, ST,20150510_12,18.7,122.3
20150510_12, ST,20150510_12,18.7,122.3
20150510_18, TY,20150510_18,19.6,122.0
20150510_18, TY,20150510_18,19.6,122.0
20150510_18, TY,20150510_18,19.6,122.0
20150511_00, TY,20150511_00,20.7,122.1
20150511_00, TY,20150511_00,20.7,122.1
20150511_00, TY,20150511_00,20.7,122.1
20150511_06, TY,20150511_06,21.9,122.4
20150511_06, TY,20150511_06,21.9,122.4
20150511_06, TY,20150511_06,21.9,122.4
20150511_12, TY,20150511_12,23.3,123.5
20150511_12, TY,20150511_12,23.3,123.5
20150511_12, TY,20150511_12,23.3,123.5
20150511_18, TY,20150511_18,25.8,125.7
20150511_18, TY,20150511_18,25.8,125.7
20150511_18, TY,20150511_18,25.8,125.7
20150512_00, EX,20150512_00,28.0,128.6
20150512_00, EX,20150512_00,28.0,128.6
20150512_06, EX,20150512_06,30.8,132.7
20150506_18, TD,20150506_18,4.5,158.9
20150507_00, TD,20150507_00,3.9,159.5
20150507_03, TD,20150507_03,3.6,159.9
20150507_06, TD,20150507_06,3.4,160.3
20150507_12, TD,20150507_12,3.4,160.7
20150507_18, TD,20150507_18,3.5,161.4
20150508_00, TD,20150508_00,3.6,161.9
20150508_06, TD,20150508_06,3.7,162.2
20150508_12, TS,20150508_12,3.9,162.5
20150508_18, TS,20150508_18,4.2,162.6
20150509_00, TS,20150509_00,4.5,162.5
20150509_06, TS,20150509_06,4.9,162.4
20150509_12, TS,20150509_12,5.7,162.0
20150509_18, TS,20150509_18,6.1,161.3
20150510_00, TS,20150510_00,6.5,160.6
20150510_06, TS,20150510_06,6.9,160.3
20150510_12, TS,20150510_12,7.7,160.2
20150510_18, TS,20150510_18,8.7,160.0
20150511_00, TS,20150511_00,9.4,159.8
20150511_06, TS,20150511_06,9.9,159.7
20150511_12, TS,20150511_12,10.1,159.2
20150511_18, TS,20150511_18,10.1,159.1
20150512_00, TS,20150512_00,10.1,158.5
20150512_06, TS,20150512_06,10.0,157.9
20150512_12, TS,20150512_12,9.8,157.4
20150512_18, TS,20150512_18,9.9,157.0
20150512_18, TS,20150512_18,9.9,157.0
20150513_00, TY,20150513_00,10.1,156.2
20150513_00, TY,20150513_00,10.1,156.2
20150513_06, TY,20150513_06,10.3,155.3
20150513_06, TY,20150513_06,10.3,155.3
20150513_06, TY,20150513_06,10.3,155.3
20150513_12, TY,20150513_12,10.6,154.2
20150513_12, TY,20150513_12,10.6,154.2
20150513_12, TY,20150513_12,10.6,154.2
20150513_18, TY,20150513_18,11.0,153.5
20150513_18, TY,20150513_18,11.0,153.5
20150513_18, TY,20150513_18,11.0,153.5
20150514_00, TY,20150514_00,11.6,152.2
20150514_00, TY,20150514_00,11.6,152.2
20150514_00, TY,20150514_00,11.6,152.2
20150514_06, TY,20150514_06,12.0,151.1
20150514_06, TY,20150514_06,12.0,151.1
20150514_06, TY,20150514_06,12.0,151.1
20150514_12, TY,20150514_12,12.4,149.7
20150514_12, TY,20150514_12,12.4,149.7
20150514_12, TY,20150514_12,12.4,149.7
20150514_18, TY,20150514_18,12.7,148.4
20150514_18, TY,20150514_18,12.7,148.4
20150514_18, TY,20150514_18,12.7,148.4
20150515_00, TY,20150515_00,13.2,146.9
20150515_00, TY,20150515_00,13.2,146.9
20150515_00, TY,20150515_00,13.2,146.9
20150515_06, TY,20150515_06,13.6,145.6
20150515_06, TY,20150515_06,13.6,145.6
20150515_06, TY,20150515_06,13.6,145.6
20150515_12, TY,20150515_12,14.1,144.5
20150515_12, TY,20150515_12,14.1,144.5
20150515_12, TY,20150515_12,14.1,144.5
20150515_18, TY,20150515_18,14.7,143.4
20150515_18, TY,20150515_18,14.7,143.4
20150515_18, TY,20150515_18,14.7,143.4
20150516_00, TY,20150516_00,15.2,142.3
20150516_00, TY,20150516_00,15.2,142.3
20150516_00, TY,20150516_00,15.2,142.3
20150516_06, ST,20150516_06,15.9,141.4
20150516_06, ST,20150516_06,15.9,141.4
20150516_06, ST,20150516_06,15.9,141.4
20150516_12, ST,20150516_12,16.5,140.6
20150516_12, ST,20150516_12,16.5,140.6
20150516_12, ST,20150516_12,16.5,140.6
20150516_18, ST,20150516_18,17.2,139.8
20150516_18, ST,20150516_18,17.2,139.8
20150516_18, ST,20150516_18,17.2,139.8
20150517_00, ST,20150517_00,17.8,139.0
20150517_00, ST,20150517_00,17.8,139.0
20150517_00, ST,20150517_00,17.8,139.0
20150517_06, TY,20150517_06,18.6,138.7
20150517_06, TY,20150517_06,18.6,138.7
20150517_06, TY,20150517_06,18.6,138.7
20150517_12, TY,20150517_12,19.3,138.5
20150517_12, TY,20150517_12,19.3,138.5
20150517_12, TY,20150517_12,19.3,138.5
20150517_18, TY,20150517_18,20.1,138.4
20150517_18, TY,20150517_18,20.1,138.4
20150517_18, TY,20150517_18,20.1,138.4
20150518_00, TY,20150518_00,20.8,138.3
20150518_00, TY,20150518_00,20.8,138.3
20150518_00, TY,20150518_00,20.8,138.3
20150518_06, TY,20150518_06,21.5,138.2
20150518_06, TY,20150518_06,21.5,138.2
20150518_06, TY,20150518_06,21.5,138.2
20150518_12, TY,20150518_12,22.3,138.3
20150518_12, TY,20150518_12,22.3,138.3
20150518_12, TY,20150518_12,22.3,138.3
20150518_18, TY,20150518_18,23.4,138.6
20150518_18, TY,20150518_18,23.4,138.6
20150518_18, TY,20150518_18,23.4,138.6
20150519_00, TY,20150519_00,24.0,139.3
20150519_00, TY,20150519_00,24.0,139.3
20150519_00, TY,20150519_00,24.0,139.3
20150519_06, TY,20150519_06,24.8,139.9
20150519_06, TY,20150519_06,24.8,139.9
20150519_12, TS,20150519_12,25.8,140.9
20150519_12, TS,20150519_12,25.8,140.9
20150519_18, TS,20150519_18,27.0,142.0
20150519_18, TS,20150519_18,27.0,142.0
20150520_00, TS,20150520_00,28.6,143.5
20150520_06, EX,20150520_06,30.6,145.9
20150520_12, EX,20150520_12,33.3,148.6
20150620_00, DB,20150620_00,15.4,112.2
20150620_06, TD,20150620_06,15.3,112.0
20150620_12, TD,20150620_12,15.3,111.8
20150620_18, TD,20150620_18,15.4,111.6
20150621_00, TD,20150621_00,15.8,111.5
20150621_06, TS,20150621_06,16.4,111.4
20150621_12, TS,20150621_12,16.8,111.6
20150621_15, TS,20150621_15,17.1,111.6
20150621_18, TS,20150621_18,17.4,111.4
20150622_00, TS,20150622_00,18.0,111.1
20150622_06, TS,20150622_06,18.6,111.0
20150622_12, TS,20150622_12,19.1,110.5
20150622_18, TS,20150622_18,19.3,109.9
20150623_00, TD,20150623_00,19.7,109.3
20150623_06, TS,20150623_06,19.9,108.7
20150623_12, TS,20150623_12,20.1,107.9
20150623_18, TS,20150623_18,20.3,107.5
20150624_00, TS,20150624_00,20.5,107.2
20150624_06, TS,20150624_06,20.7,106.8
20150624_12, TD,20150624_12,21.0,106.4
20150630_00, DB,20150630_00,9.0,161.4
20150630_06, TD,20150630_06,9.4,160.6
20150630_12, TD,20150630_12,9.7,159.9
20150630_18, TS,20150630_18,10.0,159.6
20150701_00, TS,20150701_00,10.6,158.0
20150701_06, TS,20150701_06,11.1,156.2
20150701_12, TS,20150701_12,11.3,155.0
20150701_18, TS,20150701_18,11.3,153.9
20150702_00, TS,20150702_00,11.3,152.0
20150702_06, TS,20150702_06,10.8,150.2
20150702_12, TS,20150702_12,10.2,149.0
20150702_18, TS,20150702_18,10.1,148.3
20150702_21, TS,20150702_21,10.3,148.2
20150703_00, TS,20150703_00,10.5,148.4
20150703_06, TS,20150703_06,10.8,148.6
20150703_12, TS,20150703_12,11.3,148.7
20150703_18, TS,20150703_18,11.8,148.9
20150703_21, TS,20150703_21,12.4,148.7
20150704_00, TS,20150704_00,12.7,148.2
20150704_06, TS,20150704_06,13.1,147.1
20150704_12, TS,20150704_12,13.4,146.0
20150704_18, TS,20150704_18,13.8,145.6
20150705_00, TS,20150705_00,14.1,145.1
20150705_01, TS,20150705_01,14.1,144.9
20150705_02, TS,20150705_02,13.9,144.8
20150705_04, TS,20150705_04,13.8,145.0
20150705_05, TS,20150705_05,13.9,145.2
20150705_06, TS,20150705_06,14.1,145.3
20150705_09, TS,20150705_09,15.0,144.9
20150705_12, TS,20150705_12,15.1,144.3
20150705_18, TS,20150705_18,15.7,143.0
20150706_00, TS,20150706_00,16.5,142.2
20150706_00, TS,20150706_00,16.5,142.2
20150706_06, TS,20150706_06,17.3,140.8
20150706_06, TS,20150706_06,17.3,140.8
20150706_12, TY,20150706_12,17.4,139.6
20150706_12, TY,20150706_12,17.4,139.6
20150706_18, TY,20150706_18,17.7,138.4
20150706_18, TY,20150706_18,17.7,138.4
20150707_00, TY,20150707_00,18.0,137.4
20150707_00, TY,20150707_00,18.0,137.4
20150707_00, TY,20150707_00,18.0,137.4
20150707_06, TY,20150707_06,18.2,136.5
20150707_06, TY,20150707_06,18.2,136.5
20150707_06, TY,20150707_06,18.2,136.5
20150707_12, TY,20150707_12,18.6,135.5
20150707_12, TY,20150707_12,18.6,135.5
20150707_12, TY,20150707_12,18.6,135.5
20150707_18, TY,20150707_18,19.1,134.6
20150707_18, TY,20150707_18,19.1,134.6
20150707_18, TY,20150707_18,19.1,134.6
20150708_00, TY,20150708_00,19.5,133.7
20150708_00, TY,20150708_00,19.5,133.7
20150708_00, TY,20150708_00,19.5,133.7
20150708_06, TY,20150708_06,20.5,132.6
20150708_06, TY,20150708_06,20.5,132.6
20150708_06, TY,20150708_06,20.5,132.6
20150708_12, TY,20150708_12,21.1,131.7
20150708_12, TY,20150708_12,21.1,131.7
20150708_12, TY,20150708_12,21.1,131.7
20150708_18, TY,20150708_18,21.7,130.6
20150708_18, TY,20150708_18,21.7,130.6
20150708_18, TY,20150708_18,21.7,130.6
20150709_00, TY,20150709_00,22.5,129.7
20150709_00, TY,20150709_00,22.5,129.7
20150709_00, TY,20150709_00,22.5,129.7
20150709_06, TY,20150709_06,23.3,128.6
20150709_06, TY,20150709_06,23.3,128.6
20150709_06, TY,20150709_06,23.3,128.6
20150709_12, TY,20150709_12,24.2,127.6
20150709_12, TY,20150709_12,24.2,127.6
20150709_12, TY,20150709_12,24.2,127.6
20150709_18, TY,20150709_18,25.1,126.6
20150709_18, TY,20150709_18,25.1,126.6
20150709_18, TY,20150709_18,25.1,126.6
20150710_00, TY,20150710_00,25.7,125.5
20150710_00, TY,20150710_00,25.7,125.5
20150710_00, TY,20150710_00,25.7,125.5
20150710_06, TY,20150710_06,26.6,124.7
20150710_06, TY,20150710_06,26.6,124.7
20150710_06, TY,20150710_06,26.6,124.7
20150710_12, TY,20150710_12,27.2,123.9
20150710_12, TY,20150710_12,27.2,123.9
20150710_12, TY,20150710_12,27.2,123.9
20150710_18, TY,20150710_18,27.8,123.3
20150710_18, TY,20150710_18,27.8,123.3
20150710_18, TY,20150710_18,27.8,123.3
20150711_00, TY,20150711_00,28.6,122.8
20150711_00, TY,20150711_00,28.6,122.8
20150711_00, TY,20150711_00,28.6,122.8
20150711_06, TY,20150711_06,29.5,122.4
20150711_06, TY,20150711_06,29.5,122.4
20150711_06, TY,20150711_06,29.5,122.4
20150711_12, TY,20150711_12,30.5,122.8
20150711_12, TY,20150711_12,30.5,122.8
20150711_18, TS,20150711_18,31.6,123.0
20150711_18, TS,20150711_18,31.6,123.0
20150712_00, TS,20150712_00,33.2,123.5
20150712_06, TS,20150712_06,35.0,124.2
20150712_12, TD,20150712_12,36.8,124.8
20150712_18, DB,20150712_18,38.4,125.4
20150702_00, DB,20150702_00,14.1,129.4
20150702_06, TD,20150702_06,14.7,129.0
20150702_12, TD,20150702_12,15.1,128.5
20150702_18, TD,20150702_18,15.4,127.6
20150703_00, TS,20150703_00,15.3,126.5
20150703_06, TS,20150703_06,15.2,126.0
20150703_12, TS,20150703_12,15.5,125.4
20150703_18, TS,20150703_18,15.9,125.3
20150703_21, TS,20150703_21,16.2,125.1
20150704_00, TS,20150704_00,16.4,124.5
20150704_06, TS,20150704_06,16.7,123.8
20150704_12, TS,20150704_12,17.1,123.3
20150704_18, TS,20150704_18,17.4,122.7
20150705_00, TS,20150705_00,17.7,121.7
20150705_06, TS,20150705_06,17.7,120.7
20150705_12, TS,20150705_12,17.7,119.7
20150705_18, TS,20150705_18,18.2,119.4
20150706_00, TS,20150706_00,18.7,119.4
20150706_06, TS,20150706_06,19.3,119.3
20150706_12, TS,20150706_12,19.6,119.2
20150706_18, TS,20150706_18,20.0,119.1
20150707_00, TS,20150707_00,20.3,118.9
20150707_06, TS,20150707_06,20.6,118.8
20150707_12, TS,20150707_12,20.9,118.8
20150707_18, TS,20150707_18,21.1,118.7
20150708_00, TS,20150708_00,21.4,118.7
20150708_00, TS,20150708_00,21.4,118.7
20150708_06, TS,20150708_06,21.7,118.7
20150708_06, TS,20150708_06,21.7,118.7
20150708_12, TY,20150708_12,22.2,118.3
20150708_12, TY,20150708_12,22.2,118.3
20150708_18, TY,20150708_18,22.4,117.7
20150708_18, TY,20150708_18,22.4,117.7
20150709_00, TY,20150709_00,22.8,116.8
20150709_00, TY,20150709_00,22.8,116.8
20150709_06, TS,20150709_06,23.1,115.6
20150709_06, TS,20150709_06,23.1,115.6
20150709_12, TS,20150709_12,23.0,114.4
20150709_18, TS,20150709_18,22.6,113.0
20150703_06, DB,20150703_06,8.8,172.2
20150703_12, TD,20150703_12,9.2,171.5
20150703_18, TS,20150703_18,9.6,170.7
20150704_00, TS,20150704_00,10.1,169.8
20150704_06, TS,20150704_06,11.0,168.7
20150704_12, TS,20150704_12,11.2,167.3
20150704_18, TS,20150704_18,11.1,166.0
20150705_00, TS,20150705_00,11.2,164.7
